"group","subj","sex","age","year","month","sample_number","date","time","Cr","SG","month.name","mum","bday","weaning","mid","neo_value","CV","neo_plate_number","neo_dilution","neo_date_assayed","neo_note","SG_corr_fac","neo_sg"
"tws","brav","M",2.80355920602327,2016,1,365,2016-01-06,2022-02-22 12:30:00,0.66,26,"jan","bow",2013-03-27,3.370294319,2016-01-15,8.335,9.9,13,40,2018-05-08,"",1.03081934352293,343.675169130544
"tws","sevi","F",2.77070499657769,2016,1,366,2016-01-06,2022-02-22 12:03:00,0.8,30,"jan","sava",2013-04-08,1.735797399,2016-01-15,16.925,2,13,40,2018-05-08,"",0.893376764386536,604.816069489685
"twn","onyx","M",2.92676249144422,2016,1,367,2016-01-06,2022-02-22 12:47:00,0.64,33,"jan","opal",2013-02-10,1.631759069,2016-01-15,32.911,14.5,13,40,2018-05-08,"",0.812160694896851,1069.16082519001
"gn","dais","F",5.89733059548255,2016,1,368,2016-01-06,2022-02-22 09:40:00,1.16,42,"jan","daff",2010-02-21,1.98220397,2016-01-15,31.315,10.7,6,40,2018-01-26,"",0.638126260276097,799.31695362184
"gn","ropa","M",6.06981519507187,2016,1,369,2016-01-06,2022-02-22 08:25:00,0.5,23,"jan","robe",2009-12-20,3.529089665,2016-01-15,8.942,1,2,40,2018-01-16,"",1.16527404050418,416.795218807534
"gn","mole","F",2.74880219028063,2016,1,370,2016-01-06,2022-02-22 14:15:00,0.76,36,"jan","merl",2013-04-16,1.467488022,2016-01-15,12.966,16.9,2,40,2018-01-16,"",0.74448063698878,386.117437567861
"twn","ruki","M",4.89801505817933,2016,1,371,2016-01-06,2022-02-22 15:19:00,1,41,"jan","rave",2011-02-21,2.770704997,2016-01-15,15.678,18.8,19,40,2018-05-16,"",0.653690315404783,409.942270596647
"twn","davi","F",2.34907597535934,2016,1,372,2016-01-07,2022-02-22 12:01:00,0.7,48,"jan","didg",2013-09-09,1.349760438,2016-01-15,54.903,0.3,13,40,2018-05-08,"",0.558360477741585,1226.22661237785
"gn","pira","M",4.96646132785763,2016,1,373,2016-01-07,2022-02-22 11:49:00,0.42,18,"jan","pinc",2011-01-27,1.35797399,2016-01-15,5.78,5.7,4,40,2018-01-25,"",1.48896127397756,344.247846543612
"tws","brog","F",6.99520876112252,2016,1,374,2016-01-08,2022-02-22 15:58:00,0.86,47,"jan","bow",2009-01-16,2.516084873,2016-01-15,17.325,8.3,13,40,2018-05-08,"",0.5702404879063,395.176658119066
"tws","blas","M",3.95071868583162,2016,1,375,2016-01-08,2022-02-22 09:58:00,1.14,49,"jan","blaz",2012-02-02,1.817932923,2016-01-15,14.927,2.6,19,40,2018-05-16,"",0.546965365950941,326.582080701988
"gn","stre","F",6.86652977412731,2016,1,376,2016-01-11,2022-02-22 12:12:00,1.1,32,"jan","sput",2009-03-04,3.06091718,2016-01-15,14.575,8.6,2,40,2018-01-16,"",0.837540716612378,488.286237785016
"gn","spor","F",2.35455167693361,2016,1,377,2016-01-11,2022-02-22 11:49:00,0.46,30,"jan","spik",2013-09-07,2.168377823,2016-01-15,11.311,6,2,40,2018-01-16,"",0.893376764386536,404.199383279044
"gn","renl","M",2.71868583162218,2016,1,378,2016-01-11,2022-02-22 10:00:00,0.44,29,"jan","robe",2013-04-27,1.834360027,2016-01-15,NA,NA,NA,NA,NA,NA,0.92418285971021,NA
"gn","dais","F",5.89733059548255,2016,1,379,2016-01-11,2022-02-22 12:20:00,1,31,"jan","daff",2010-02-21,1.98220397,2016-01-15,12.503,5.6,2,40,2018-01-16,"",0.864558159083745,432.382826520963
"gn","ropa","M",6.06981519507187,2016,1,380,2016-01-11,2022-02-22 11:36:00,0.44,30,"jan","robe",2009-12-20,3.529089665,2016-01-15,10.835,6.9,2,40,2018-01-16,"",0.893376764386536,387.189489685125
"tws","dame","F",4.02190280629706,2016,1,381,2016-01-11,2022-02-22 11:51:00,0.52,30,"jan","dixi",2012-01-07,1.869952088,2016-01-15,6.457,11.3,13,40,2018-05-08,"",0.893376764386536,230.741350705755
"tws","bike","M",6.8062970568104,2016,1,382,2016-01-11,2022-02-22 09:58:00,0.18,8,"jan","bif",2009-03-26,2.264202601,2016-01-15,10.143,16.8,13,80,2018-05-08,"",3.35016286644951,2718.45615635179
"tws","atom","F",6.89664613278576,2016,1,383,2016-01-12,2022-02-22 16:14:00,1.62,61,"jan","arte",2009-02-21,2.795345654,2016-01-15,61.875,1.7,13,40,2018-05-08,"",0.439365621829444,1087.42991402787
"tws","tesl","F",2.86926762491444,2016,1,384,2016-01-12,2022-02-22 15:28:00,1.22,53,"jan","twin",2013-03-03,1.49486653,2016-01-15,21.085,17.5,13,40,2018-05-08,"",0.505684960973511,426.494696085059
"twn","kabu","F",2.74332648870637,2016,1,385,2016-01-13,2022-02-22 08:25:00,1,38,"jan","kayl",2013-04-18,1.604380561,2016-01-15,25.327,0.8,19,40,2018-05-16,"",0.705297445568318,714.522736156352
"twn","pam","F",2.85557837097878,2016,1,386,2016-01-13,2022-02-22 08:33:00,0.86,36,"jan","park",2013-03-08,1.796030116,2016-01-15,28.388,5.1,13,40,2018-05-08,"",0.74448063698878,845.3726529135
"twn","amos","M",5.91101984941821,2016,1,387,2016-01-13,2022-02-22 09:37:00,1.58,51,"jan","ambe",2010-02-16,2.650239562,2016-01-15,59.844,1.4,13,40,2018-05-08,"",0.525515743756786,1257.95856677524
"twn","davi","F",2.34907597535934,2016,1,388,2016-01-13,2022-02-22 16:22:00,1.24,52,"jan","didg",2013-09-09,1.349760438,2016-01-15,29.007,17.6,13,40,2018-05-08,"",0.515409671761463,598.019533951391
"tws","tatu","M",6.87474332648871,2016,1,389,2016-01-14,2022-02-22 10:07:00,1.24,46,"jan","twin",2009-03-01,2.945927447,2016-01-15,15.866,2.1,13,40,2018-05-08,"",0.582637020252089,369.764758532786
"tws","bong","M",2.69952087611225,2016,1,390,2016-01-14,2022-02-22 08:30:00,0.56,36,"jan","bonn",2013-05-04,1.971252567,2016-01-15,9.529,12.2,13,40,2018-05-08,"",0.74448063698878,283.766239594643
"tws","burn","F",6.87748117727584,2016,1,391,2016-01-14,2022-02-22 09:30:00,0.76,32,"jan","blaz",2009-02-28,2.247775496,2016-01-15,38.885,4.6,13,40,2018-05-08,"",0.837540716612378,1302.71083061889
"tws","dubl","M",6.86379192334018,2016,1,392,2016-01-14,2022-02-22 08:20:00,0.88,22,"jan","dixi",2009-03-05,2.321697467,2016-01-15,10.739,10.2,13,40,2018-05-08,"",1.21824104234528,523.307622149837
"tws","peke","M",5.04312114989733,2016,1,393,2016-01-14,2022-02-22 09:54:00,0.68,33,"jan","pans",2010-12-30,2.814510609,2016-01-15,12.86,4.2,13,40,2018-05-08,"",0.812160694896851,417.77546145494
"gn","dean","M",5.01574264202601,2016,1,394,2016-01-14,2022-02-22 10:54:00,0.62,32,"jan","desd",2011-01-09,2.302532512,2016-01-15,8.541,4.9,6,40,2018-01-26,"",0.837540716612378,286.137410423453
"gn","dext","M",2.81177275838467,2016,1,395,2016-01-14,2022-02-22 15:06:00,0.92,40,"jan","dj",2013-03-24,1.80698152,2016-01-15,29.369,0.5,2,40,2018-01-16,"",0.670032573289902,787.127465798046
"gn","mend","F",5.94661190965092,2016,1,396,2016-01-15,2022-02-22 15:03:00,1,44,"jan","merl",2010-02-03,2.236824093,2016-01-15,17.854,0,6,40,2018-01-26,"",0.609120521172638,435.009511400651
"gn","stre","F",6.86652977412731,2016,1,397,2016-01-15,2022-02-22 15:00:00,1.4,35,"jan","sput",2009-03-04,3.06091718,2016-01-15,18.875,16.5,2,40,2018-01-16,"",0.765751512331317,578.142391810144
"gn","mole","F",2.74880219028063,2016,1,398,2016-01-20,2022-02-22 09:44:00,0.14,8,"jan","merl",2013-04-16,1.467488022,2016-01-15,4.527,2.5,5,40,2018-01-25,"",3.35016286644951,606.647491856678
"gn","stel","F",2.69130732375086,2016,1,399,2016-01-20,2022-02-22 08:35:00,0.14,8,"jan","sput",2013-05-07,2.223134839,2016-01-15,3.776,4.2,5,40,2018-01-25,"",3.35016286644951,506.008599348534
"gn","spad","F",5.99041752224504,2016,1,400,2016-01-21,2022-02-22 11:35:00,0.9,28,"jan","spik",2010-01-18,2.258726899,2016-01-15,18.081,0.1,2,40,2018-01-16,"",0.957189390414146,692.277654723127
"tws","bike","M",6.8062970568104,2016,1,401,2016-01-22,2022-02-22 14:23:00,0.62,21,"jan","bif",2009-03-26,2.264202601,2016-01-15,9.975,7.6,14,40,2018-05-08,"",1.27625252055219,509.224755700326
"twn","amos","M",5.91101984941821,2016,1,402,2016-01-22,2022-02-22 15:04:00,1.06,45,"jan","ambe",2010-02-16,2.650239562,2016-01-15,22.231,12.6,14,40,2018-05-08,"",0.595584509591024,529.617569308723
"twn","allo","M",2.76796714579055,2016,1,403,2016-01-25,2022-02-22 12:22:00,1.3,41,"jan","ambe",2013-04-09,3.394934976,2016-01-15,NA,NA,NA,NA,NA,NA,0.653690315404783,NA
"twn","safi","F",2.88569472963723,2016,1,404,2016-01-25,2022-02-22 11:55:00,1.46,50,"jan","saph",2013-02-25,1.741273101,2016-01-15,26.994,15,14,80,2018-05-08,"",0.536026058631922,1157.55899413681
"twn","onyx","M",2.92676249144422,2016,1,405,2016-01-25,2022-02-22 10:50:00,0.42,12,"jan","opal",2013-02-10,1.631759069,2016-01-15,9.657,1.4,19,20,2018-05-16,"",2.23344191096634,431.366970684039
"twn","pam","F",2.85557837097878,2016,1,406,2016-01-25,2022-02-22 12:12:00,1.44,50,"jan","park",2013-03-08,1.796030116,2016-01-15,21.248,6.2,14,80,2018-05-08,"",0.536026058631922,911.158535504886
"twn","keny","M",5.9356605065024,2016,1,407,2016-01-25,2022-02-22 11:40:00,0.44,20,"jan","kayl",2010-02-07,2.453114305,2016-01-15,12.326,20,19,40,2018-05-16,"",1.3400651465798,660.705719869707
"tws","peke","M",5.04312114989733,2016,1,408,2016-01-25,2022-02-22 12:10:00,0.42,24,"jan","pans",2010-12-30,2.814510609,2016-01-15,6.295,0.6,14,40,2018-05-08,"",1.11672095548317,281.190336590662
"tws","bong","M",2.69952087611225,2016,1,409,2016-01-25,2022-02-22 09:25:00,0.38,23,"jan","bonn",2013-05-04,1.971252567,2016-01-15,7.167,10.4,14,40,2018-05-08,"",1.16527404050418,334.060761931738
"tws","bike","M",6.8062970568104,2016,1,410,2016-01-25,2022-02-22 10:16:00,0.82,32,"jan","bif",2009-03-26,2.264202601,2016-01-15,14.815,9.8,14,40,2018-05-08,"",0.837540716612378,496.326628664495
"tws","fris","M",6.8829568788501,2016,1,411,2016-01-25,2022-02-22 08:40:00,0.66,16,"jan","flet",2009-02-26,1.418206708,2016-01-15,12.894,8.4,14,40,2018-05-08,"",1.67508143322476,863.94
"tws","tatu","M",6.87474332648871,2016,1,412,2016-01-25,2022-02-22 11:06:00,0.06,6,"jan","twin",2009-03-01,2.945927447,2016-01-15,7.674,5.4,14,10,2018-05-08,"",4.46688382193268,342.788664495114
"tws","blas","M",3.95071868583162,2016,1,413,2016-01-25,2022-02-22 11:17:00,0.56,37,"jan","blaz",2012-02-02,1.817932923,2016-01-15,34.149,4,14,40,2018-05-08,"",0.724359538691786,989.446155471432
"gn","dean","M",5.01574264202601,2016,1,414,2016-01-26,2022-02-22 11:50:00,0.54,30,"jan","desd",2011-01-09,2.302532512,2016-01-15,14.203,6.1,2,40,2018-01-16,"",0.893376764386536,507.545207383279
"gn","dais","F",5.89733059548255,2016,1,415,2016-01-26,2022-02-22 12:35:00,2.14,49,"jan","daff",2010-02-21,1.98220397,2016-01-15,NA,NA,NA,NA,NA,NA,0.546965365950941,NA
"gn","ting","M",4.99110198494182,2016,1,416,2016-01-26,2022-02-22 12:40:00,0.28,17,"jan","tang",2011-01-18,2.704996578,2016-01-15,28.792,1.7,4,40,2018-01-25,"",1.57654723127036,1815.67791530945
"twn","kabu","F",2.74332648870637,2016,1,417,2016-01-26,2022-02-22 10:00:00,0.58,28,"jan","kayl",2013-04-18,1.604380561,2016-01-15,20.775,3.5,14,40,2018-05-08,"",0.957189390414146,795.424383434155
"gn","mole","F",2.74880219028063,2016,1,418,2016-01-26,2022-02-22 12:30:00,0.24,17,"jan","merl",2013-04-16,1.467488022,2016-01-15,39.54,10.4,5,40,2018-01-25,"",1.57654723127036,2493.4671009772
"twn","amos","M",5.91101984941821,2016,1,419,2016-01-26,2022-02-22 10:40:00,1.02,40,"jan","ambe",2010-02-16,2.650239562,2016-01-15,40.854,1.7,14,40,2018-05-08,"",0.670032573289902,1094.94042996743
"gn","spor","F",2.35455167693361,2016,1,420,2016-01-26,2022-02-22 08:55:00,0.34,12,"jan","spik",2013-09-07,2.168377823,2016-01-15,9.613,11.2,5,40,2018-01-25,"",2.23344191096634,858.803083604777
"gn","pira","M",4.96646132785763,2016,1,421,2016-01-26,2022-02-22 14:30:00,0.68,33,"jan","pinc",2011-01-27,1.35797399,2016-01-15,14.698,4.3,2,40,2018-01-16,"",0.812160694896851,477.485515743757
"tws","boyd","F",3.78097193702943,2016,1,422,2016-01-27,2022-02-22 11:32:00,1.32,54,"jan","buai",2012-04-04,2.740588638,2016-01-15,32.406,1.6,14,80,2018-05-08,"",0.496320424659187,1286.70077452045
"gn","dais","F",5.89733059548255,2016,1,423,2016-01-27,2022-02-22 09:35:00,0.32,22,"jan","daff",2010-02-21,1.98220397,2016-01-15,6.142,13,2,40,2018-01-16,"",1.21824104234528,299.297459283388
"gn","dext","M",2.81177275838467,2016,1,424,2016-01-27,2022-02-22 10:53:00,0.6,40,"jan","dj",2013-03-24,1.80698152,2016-01-15,11.501,1,2,40,2018-01-16,"",0.670032573289902,308.241785016287
"tws","brog","F",6.99520876112252,2016,1,425,2016-01-27,2022-02-22 08:30:00,1.36,42,"jan","bow",2009-01-16,2.516084873,2016-01-15,26.712,6.4,14,40,2018-05-08,"",0.638126260276097,681.825146579805
"twn","king","M",4.20260095824778,2016,1,426,2016-01-27,2022-02-22 08:16:00,0.98,46,"jan","kipp",2011-11-02,2.045174538,2016-01-15,19.678,8.8,14,40,2018-05-08,"",0.582637020252089,458.605251380824
"gn","mayh","F",5.83983572895277,2016,1,427,2016-01-27,2022-02-22 12:03:00,0.94,48,"jan","mixu",2010-03-14,2.214921287,2016-01-15,NA,NA,NA,NA,NA,NA,0.558360477741585,NA
"tws","burn","F",6.87748117727584,2016,1,428,2016-01-27,2022-02-22 14:50:00,1.26,58,"jan","blaz",2009-02-28,2.247775496,2016-01-15,25.292,4.9,14,40,2018-05-08,"",0.462091429855105,467.488657755813
"tws","tesl","F",2.86926762491444,2016,1,429,2016-01-28,2022-02-22 12:41:00,0.68,29,"jan","twin",2013-03-03,1.49486653,2016-01-15,23.007,14.5,14,40,2018-05-08,"",0.92418285971021,850.507002134112
"gn","renl","M",2.71868583162218,2016,1,430,2016-01-28,2022-02-22 08:30:00,0.58,28,"jan","robe",2013-04-27,1.834360027,2016-01-15,11.566,3.8,2,40,2018-01-16,"",0.957189390414146,442.834099581201
"gn","stel","F",2.69130732375086,2016,1,431,2016-01-28,2022-02-22 09:25:00,0.74,30,"jan","sput",2013-05-07,2.223134839,2016-01-15,15.085,5.6,2,40,2018-01-16,"",0.893376764386536,539.063539630836
"tws","dubl","M",6.86379192334018,2016,1,432,2016-01-28,2022-02-22 10:00:00,0.96,30,"jan","dixi",2009-03-05,2.321697467,2016-01-15,24.71,7.1,14,40,2018-05-08,"",0.893376764386536,883.013593919653
"gn","stel","F",2.77618069815195,2016,2,433,2016-02-01,2022-02-22 13:40:00,1.1,47,"feb","sput",2013-05-07,2.223134839,2016-02-15,52.232,11.9,6,40,2018-01-26,"",0.5702404879063,1191.39204657287
"tws","bike","M",6.8911704312115,2016,2,434,2016-02-01,2022-02-22 11:05:00,0.78,25,"feb","bif",2009-03-26,2.264202601,2016-02-15,15.633,16.8,14,40,2018-05-08,"",1.07205211726384,670.375629967427
"tws","brog","F",7.08008213552361,2016,2,435,2016-02-01,2022-02-22 10:38:00,1.24,36,"feb","bow",2009-01-16,2.516084873,2016-02-15,41.643,12.4,14,40,2018-05-08,"",0.74448063698878,1240.09628664495
"tws","burn","F",6.96235455167693,2016,2,436,2016-02-01,2022-02-22 08:15:00,1.5,31,"feb","blaz",2009-02-28,2.247775496,2016-02-15,13.328,3.9,19,40,2018-05-16,"",0.864558159083745,460.913245770726
"tws","tatu","M",6.9596167008898,2016,2,437,2016-02-01,2022-02-22 12:48:00,1.78,58,"feb","twin",2009-03-01,2.945927447,2016-02-15,22.529,16.2,14,80,2018-05-08,"",0.462091429855105,832.836625856453
"tws","tesl","F",2.95414099931554,2016,2,438,2016-02-01,2022-02-22 12:14:00,0.72,39,"feb","twin",2013-03-03,1.49486653,2016-02-15,17.021,10.2,14,40,2018-05-08,"",0.687212895681951,467.8820278961
"gn","mend","F",6.03148528405202,2016,2,439,2016-02-02,2022-02-22 12:37:00,1.1,39,"feb","merl",2010-02-03,2.236824093,2016-02-15,25.52,5.4,2,40,2018-01-16,"",0.687212895681951,701.506923912136
"tws","brog","F",7.08008213552361,2016,2,440,2016-02-02,2022-02-22 12:04:00,1.98,58,"feb","bow",2009-01-16,2.516084873,2016-02-15,111.115,6.4,14,40,2018-05-08,"",0.462091429855105,2053.811569134
"gn","spad","F",6.07529089664613,2016,2,441,2016-02-02,2022-02-22 11:27:00,0.84,30,"feb","spik",2010-01-18,2.258726899,2016-02-15,13.72,11,2,40,2018-01-16,"",0.893376764386536,490.285168295331
"tws","peke","M",5.12799452429843,2016,2,442,2016-02-02,2022-02-22 10:20:00,1.08,42,"feb","pans",2010-12-30,2.814510609,2016-02-15,23.324,7.2,14,40,2018-05-08,"",0.638126260276097,595.346275787188
"gn","stel","F",2.77618069815195,2016,2,443,2016-02-02,2022-02-22 08:46:00,0.74,39,"feb","sput",2013-05-07,2.223134839,2016-02-15,25.846,8.6,2,40,2018-01-16,"",0.687212895681951,710.468180071828
"gn","ropa","M",6.15468856947296,2016,2,444,2016-02-02,2022-02-22 09:52:00,0.4,25,"feb","robe",2009-12-20,3.529089665,2016-02-15,7.607,2.4,2,40,2018-01-16,"",1.07205211726384,326.204018241042
"tws","dame","F",4.10677618069815,2016,2,445,2016-02-03,2022-02-22 10:35:00,1.24,41,"feb","dixi",2012-01-07,1.869952088,2016-02-15,64.074,2.1,14,40,2018-05-08,"",0.653690315404783,1675.38213076984
"tws","bong","M",2.78439425051335,2016,2,446,2016-02-03,2022-02-22 10:00:00,0.74,45,"feb","bonn",2013-05-04,1.971252567,2016-02-15,18.329,13.7,14,40,2018-05-08,"",0.595584509591024,436.658739051755
"tws","brav","M",2.88843258042437,2016,2,447,2016-02-03,2022-02-22 11:20:00,1.18,47,"feb","bow",2013-03-27,3.370294319,2016-02-15,39.809,13.9,14,40,2018-05-08,"",0.5702404879063,908.028143322475
"tws","boyd","F",3.86584531143053,2016,2,448,2016-02-03,2022-02-22 12:05:00,0.68,29,"feb","buai",2012-04-04,2.740588638,2016-02-15,9.812,1.4,14,40,2018-05-08,"",0.92418285971021,362.723288779063
"tws","dubl","M",6.94866529774127,2016,2,449,2016-02-03,2022-02-22 08:04:00,1.08,24,"feb","dixi",2009-03-05,2.321697467,2016-02-15,10.869,4.5,14,40,2018-05-08,"",1.11672095548317,485.505602605863
"twn","safi","F",2.97056810403833,2016,2,450,2016-02-03,2022-02-22 14:20:00,0.88,42,"feb","saph",2013-02-25,1.741273101,2016-02-15,14.126,7.5,19,40,2018-05-16,"",0.638126260276097,360.566862106406
"tws","sevi","F",2.85557837097878,2016,2,451,2016-02-04,2022-02-22 11:46:00,0.58,32,"feb","sava",2013-04-08,1.735797399,2016-02-15,8.675,7.5,14,40,2018-05-08,"",0.837540716612378,290.626628664495
"gn","renl","M",2.80355920602327,2016,2,452,2016-02-05,2022-02-22 11:25:00,0.5,37,"feb","robe",2013-04-27,1.834360027,2016-02-15,14.711,7.9,3,40,2018-01-16,"",0.724359538691786,426.242126947795
"twn","petr","F",5.86995208761123,2016,2,453,2016-02-05,2022-02-22 09:00:00,0.74,33,"feb","park",2010-04-03,2.565366188,2016-02-15,16.069,3.4,15,40,2018-05-14,"",0.812160694896851,522.0244082519
"twn","pam","F",2.94045174537988,2016,2,454,2016-02-05,2022-02-22 09:27:00,0.5,35,"feb","park",2013-03-08,1.796030116,2016-02-15,9.873,14.5,19,40,2018-05-16,"",0.765751512331317,302.410587249884
"gn","dean","M",5.1006160164271,2016,2,455,2016-02-05,2022-02-22 14:22:00,0.9,37,"feb","desd",2011-01-09,2.302532512,2016-02-15,13.161,0.5,3,40,2018-01-16,"",0.724359538691786,381.331835548904
"tws","fris","M",6.9678302532512,2016,2,456,2016-02-08,2022-02-22 11:42:00,0.98,34,"feb","flet",2009-02-26,1.418206708,2016-02-15,17.469,4.2,19,40,2018-05-16,"",0.788273615635179,550.814071661238
"tws","atom","F",6.98151950718686,2016,2,457,2016-02-08,2022-02-22 10:27:00,1.12,41,"feb","arte",2009-02-21,2.795345654,2016-02-15,18.538,17,15,40,2018-05-14,"",0.653690315404783,484.724442678954
"tws","sevi","F",2.85557837097878,2016,2,458,2016-02-08,2022-02-22 10:04:00,0.96,41,"feb","sava",2013-04-08,1.735797399,2016-02-15,32.921,9.9,15,40,NA,"",0.653690315404783,860.805554937634
"tws","blas","M",4.03559206023272,2016,2,459,2016-02-08,2022-02-22 11:34:00,1,44,"feb","blaz",2012-02-02,1.817932923,2016-02-15,12.931,6.8,15,40,NA,"",0.609120521172638,315.061498371335
"twn","amos","M",5.9958932238193,2016,2,460,2016-02-09,2022-02-22 11:03:00,0.46,22,"feb","ambe",2010-02-16,2.650239562,2016-02-15,9.804,2.8,19,40,2018-05-16,"",1.21824104234528,477.745407166124
"twn","kabu","F",2.82819986310746,2016,2,461,2016-02-09,2022-02-22 12:50:00,0.86,40,"feb","kayl",2013-04-18,1.604380561,2016-02-15,9.036,1.1,15,40,NA,"",0.670032573289902,242.176573289902
"tws","tatu","M",6.9596167008898,2016,2,462,2016-02-09,2022-02-22 11:20:00,1.34,46,"feb","twin",2009-03-01,2.945927447,2016-02-15,9.178,2.5,15,40,NA,"",0.582637020252089,213.897702874947
"twn","keny","M",6.02053388090349,2016,2,463,2016-02-09,2022-02-22 08:44:00,0.24,13,"feb","kayl",2010-02-07,2.453114305,2016-02-15,16.647,6.8,15,10,2018-05-14,"",2.06163868704585,343.200992232523
"twn","allo","M",2.85284052019165,2016,2,464,2016-02-09,2022-02-22 12:15:00,0.48,20,"feb","ambe",2013-04-09,3.394934976,2016-02-15,6.028,14.2,15,40,2018-05-14,"",1.3400651465798,323.116508143322
"gn","mayh","F",5.92470910335387,2016,2,465,2016-02-09,2022-02-22 11:59:00,0.38,24,"feb","mixu",2010-03-14,2.214921287,2016-02-15,3.407,0.5,3,40,2018-01-16,"",1.11672095548317,152.186731813246
"twn","ruki","M",4.98288843258042,2016,2,466,2016-02-09,2022-02-22 12:45:00,0.52,20,"feb","rave",2011-02-21,2.770704997,2016-02-15,7.807,6.1,15,40,2018-05-14,"",1.3400651465798,418.475543973941
"tws","burn","F",6.96235455167693,2016,2,467,2016-02-10,2022-02-22 08:35:00,0.62,19,"feb","blaz",2009-02-28,2.247775496,2016-02-15,8.934,0.9,15,40,2018-05-14,"",1.41059489113664,504.090190296588
"tws","dubl","M",6.94866529774127,2016,2,468,2016-02-10,2022-02-22 12:31:00,0.46,15,"feb","dixi",2009-03-05,2.321697467,2016-02-15,4.805,15.4,15,40,NA,"",1.78675352877307,343.414028230185
"tws","dame","F",4.10677618069815,2016,2,469,2016-02-10,2022-02-22 12:24:00,0.68,28,"feb","dixi",2012-01-07,1.869952088,2016-02-15,11.354,9.4,15,40,NA,"",0.957189390414146,434.717133550489
"tws","boyd","F",3.86584531143053,2016,2,470,2016-02-10,2022-02-22 11:00:00,0.84,35,"feb","buai",2012-04-04,2.740588638,2016-02-15,12.545,7.1,19,40,2018-05-16,"",0.765751512331317,384.254108887855
"tws","atom","F",6.98151950718686,2016,2,471,2016-02-10,2022-02-22 09:56:00,1.36,43,"feb","arte",2009-02-21,2.795345654,2016-02-15,17.223,2.8,15,40,NA,"",0.623286114688281,429.394270131051
"gn","pira","M",5.05133470225873,2016,2,472,2016-02-10,2022-02-22 08:20:00,0.58,24,"feb","pinc",2011-01-27,1.35797399,2016-02-15,5.743,0.3,3,40,2018-01-16,"",1.11672095548317,256.533137893594
"gn","dais","F",5.98220396988364,2016,2,473,2016-02-10,2022-02-22 16:20:00,0.82,41,"feb","daff",2010-02-21,1.98220397,2016-02-15,21.123,5.7,6,40,2018-01-26,"",0.653690315404783,552.316021291809
"gn","ting","M",5.07597535934292,2016,2,474,2016-02-11,2022-02-22 11:10:00,0.9,37,"feb","tang",2011-01-18,2.704996578,2016-02-15,46.66,13.8,3,40,2018-01-16,"",0.724359538691786,1351.94464301435
"gn","mend","F",6.03148528405202,2016,2,475,2016-02-11,2022-02-22 11:30:00,1.06,45,"feb","merl",2010-02-03,2.236824093,2016-02-15,15.27,4.5,6,40,2018-01-26,"",0.595584509591024,363.783018458198
"gn","mole","F",2.83367556468172,2016,2,476,2016-02-11,2022-02-22 11:45:00,0.76,40,"feb","merl",2013-04-16,1.467488022,2016-02-15,11.81,0.3,3,40,2018-01-16,"",0.670032573289902,316.52338762215
"gn","dext","M",2.89664613278576,2016,2,477,2016-02-11,2022-02-22 09:55:00,0.54,21,"feb","dj",2013-03-24,1.80698152,2016-02-15,9.14,2.4,3,40,2018-01-16,"",1.27625252055219,466.597921513882
"tws","bong","M",2.78439425051335,2016,2,478,2016-02-11,2022-02-22 09:00:00,0.32,17,"feb","bonn",2013-05-04,1.971252567,2016-02-15,6.908,10.9,15,40,NA,"",1.57654723127036,435.631530944625
"twn","allo","M",2.85284052019165,2016,2,479,2016-02-15,2022-02-22 11:19:00,0.8,42,"feb","ambe",2013-04-09,3.394934976,2016-02-15,14.145,0,15,40,2018-05-14,"",0.638126260276097,361.051838064216
"tws","tesl","F",2.95414099931554,2016,2,480,2016-02-15,2022-02-22 15:40:00,0.96,45,"feb","twin",2013-03-03,1.49486653,2016-02-15,10.114,11.2,15,80,2018-05-14,"",0.595584509591024,481.89933840029
"tws","fris","M",6.9678302532512,2016,2,481,2016-02-15,2022-02-22 14:24:00,1.26,50,"feb","flet",2009-02-26,1.418206708,2016-02-15,5.58,7.3,15,81,2018-05-14,"",0.536026058631922,242.273057980456
"tws","peke","M",5.12799452429843,2016,2,482,2016-02-15,2022-02-22 14:10:00,0.72,36,"feb","pans",2010-12-30,2.814510609,2016-02-15,7.537,12.8,15,40,2018-05-14,"",0.74448063698878,224.446022439377
"tws","brav","M",2.88843258042437,2016,2,483,2016-02-15,2022-02-22 16:20:00,0.98,46,"feb","bow",2013-03-27,3.370294319,2016-02-15,18.998,10.1,15,40,NA,"",0.582637020252089,442.757524429967
"tws","brog","F",7.08008213552361,2016,2,484,2016-02-15,2022-02-22 15:07:00,1.1,43,"feb","bow",2009-01-16,2.516084873,2016-02-15,12.872,7.5,15,40,NA,"",0.623286114688281,320.917554730702
"gn","stre","F",6.95140314852841,2016,2,485,2016-02-15,2022-02-22 14:20:00,0.04,5,"feb","sput",2009-03-04,3.06091718,2016-02-15,NA,NA,NA,NA,NA,NA,5.36026058631922,NA
"gn","renl","M",2.80355920602327,2016,2,486,2016-02-16,2022-02-22 09:04:00,0.1,7,"feb","robe",2013-04-27,1.834360027,2016-02-15,1.795,11,5,40,2018-01-25,"",3.82875756165658,274.904792926943
"gn","ting","M",5.07597535934292,2016,2,487,2016-02-16,2022-02-22 09:14:00,0.66,32,"feb","tang",2011-01-18,2.704996578,2016-02-15,23.271,11.7,3,40,2018-01-16,"",0.837540716612378,779.616400651466
