,group,subj,date,time,sample_number,Cr,SG,Cr.plate.number,Cr.date,cp_dilution,cp_run,cp_assay_date,pg.ml_ucp,cp_batch,stdcr_CP,stdsg_CP,cp_note,month,year,sex,age,month.name,mum,bday,weaning,mid,neo_value,CV,neo_plate_number,neo_dilution,neo_date_assayed,neo_note,SG_corr_fac,neo_sg,month_name,pl,gmd,gm,r,n_agg_g,n_agg_r,n_obs
369,gn,mayh,2016-03-16,2021-12-30 16:20:00,570,0.76,32.0,10.0,2016-11-04,10.0,6.0,11/21/16,2952.38,8.0,2643.182309,2471.568115,,3,2016,F,6.0041067761807,mar,mixu,2010-03-14,2.214921287,2016-03-15,10.487,18.6,3.0,40.0,2018-01-16,,0.837540716612378,351.33157980456,mar,0.0167785234899329,0.0335570469798658,0.063758389261745,0.298657718120805,6,1,298
370,tws,brav,2016-03-17,2021-12-30 10:52:00,572,1.14,27.0,10.0,2016-11-04,10.0,6.0,11/21/16,11297.6,8.0,6742.947825,11209.15146,,3,2016,M,2.9678302532512,mar,bow,2013-03-27,3.370294319,2016-03-15,33.377,2.3,16.0,40.0,2018-05-14,,0.992640849318374,1325.25494510797,mar,0.0866666666666667,0.0033333333333333,0.0,0.336666666666667,3,3,300
371,twn,pam,2016-03-18,2021-12-30 15:20:00,576,0.46,22.0,10.0,2016-11-04,10.0,6.0,11/21/16,1437.58,8.0,2126.388657,1750.490059,,3,2016,F,3.01984941820671,mar,park,2013-03-08,1.796030116,2016-03-15,11.687,15.1,17.0,40.0,2018-05-15,,1.21824104234528,569.50332247557,mar,0.0166666666666667,0.04,0.0366666666666667,0.423333333333333,1,2,300
372,twn,kabu,2016-03-18,2021-12-30 14:08:00,577,0.66,28.0,10.0,2016-11-04,10.0,6.0,11/21/16,2703.86,8.0,2787.4605,2586.881156,,3,2016,F,2.90759753593429,mar,kayl,2013-04-18,1.604380561,2016-03-15,31.611,1.5,17.0,40.0,2018-05-15,,0.957189390414146,1210.30855281526,mar,0.02,0.0466666666666667,0.0066666666666666,0.473333333333333,0,1,300
373,twn,onyx,2016-03-18,2021-12-30 15:55:00,578,0.42,22.0,10.0,2016-11-04,10.0,6.0,11/21/16,1397.52,8.0,2264.004042,1701.710421,,3,2016,M,3.09103353867214,mar,opal,2013-02-10,1.631759069,2016-03-15,8.429,10.2,18.0,40.0,2018-05-15,,1.21824104234528,410.742149837134,mar,0.0033333333333333,0.0533333333333333,0.05,0.366666666666667,0,3,300
374,twn,keny,2016-03-18,2021-12-30 15:35:00,579,0.7,29.0,10.0,2016-11-04,10.0,6.0,11/21/16,4430.41,8.0,4306.399685,4092.571054,,3,2016,M,6.09993155373032,mar,kayl,2010-02-07,2.453114305,2016-03-15,34.375,2.9,17.0,40.0,2018-05-15,,0.92418285971021,1270.75143210154,mar,0.0733333333333333,0.0266666666666667,0.0166666666666667,0.37,7,5,300
375,twn,safi,2016-03-18,2021-12-30 14:50:00,580,0.58,34.0,10.0,2016-11-04,10.0,6.0,11/21/16,19926.5,8.0,23376.06932,15700.09983,,3,2016,F,3.04996577686516,mar,saph,2013-02-25,1.741273101,2016-03-15,16.858,10.4,17.0,40.0,2018-05-15,,0.788273615635179,531.548664495114,mar,0.0,0.0533333333333333,0.04,0.346666666666667,0,0,300
376,twn,allo,2016-03-18,2021-12-30 10:34:00,581,0.62,32.0,10.0,2016-11-04,10.0,6.0,11/21/16,4232.18,8.0,4644.520643,3542.945401,,3,2016,M,2.93223819301848,mar,ambe,2013-04-09,3.394934976,2016-03-15,8.625,7.1,17.0,40.0,2018-05-15,,0.837540716612378,288.95154723127,mar,0.226666666666667,0.0,0.0,0.353333333333333,2,1,300
377,twn,amos,2016-03-18,2021-12-30 09:40:00,582,0.62,33.0,10.0,2016-11-04,10.0,6.0,11/21/16,4410.07,8.0,4839.742438,3579.990305,,3,2016,M,6.07529089664613,mar,ambe,2010-02-16,2.650239562,2016-03-15,,,,,,,0.812160694896851,,mar,0.0392857142857143,0.0357142857142857,0.0285714285714286,0.371428571428571,3,3,280
378,tws,brog,2016-03-18,2021-12-30 12:10:00,583,0.68,24.0,10.0,2016-11-04,10.0,6.0,11/21/16,8411.06,8.0,8416.088132,9388.361348,,3,2016,F,7.15947980835044,mar,bow,2009-01-16,2.516084873,2016-03-15,12.484,0.0,17.0,40.0,2018-05-15,,1.11672095548317,557.645776330076,mar,0.0233333333333333,0.03,0.103333333333333,0.483333333333333,0,2,300
379,twn,petr,2016-03-18,2021-12-30 09:55:00,586,0.54,33.0,10.0,2016-11-04,10.0,6.0,11/21/16,4193.71,8.0,5284.125111,3404.354385,,3,2016,F,5.94934976043806,mar,park,2010-04-03,2.565366188,2016-03-15,8.329,6.4,17.0,40.0,2018-05-15,,0.812160694896851,270.579457111835,mar,0.0,0.0333333333333333,0.0533333333333333,0.45,0,3,300
380,gn,renl,2016-03-18,2021-12-30 11:52:00,587,0.28,22.0,10.0,2016-11-04,10.0,6.0,11/21/16,6258.85,8.0,15209.15089,7621.179139,,3,2016,M,2.8829568788501,mar,robe,2013-04-27,1.834360027,2016-03-15,6.811,11.2,3.0,40.0,2018-01-16,,1.21824104234528,331.897589576547,mar,0.106666666666667,0.0166666666666667,0.03,0.323333333333333,0,3,300
381,twn,davi,2016-03-21,2021-12-30 08:57:00,589,0.58,27.0,10.0,2016-11-04,10.0,6.0,11/21/16,10621.8,8.0,12460.58932,10538.64228,,3,2016,F,2.51334702258727,mar,didg,2013-09-09,1.349760438,2016-03-15,7.697,0.0,17.0,40.0,2018-05-15,,0.992640849318374,305.614264688141,mar,0.0233333333333333,0.0466666666666667,0.01,0.406666666666667,0,2,300
382,gn,ting,2016-03-21,2021-12-30 16:05:00,590,1.18,35.0,10.0,2016-11-04,10.0,6.0,11/21/16,19124.8,8.0,11027.65958,14637.91312,,3,2016,M,5.15537303216975,mar,tang,2011-01-18,2.704996578,2016-03-15,19.203,11.0,3.0,40.0,2018-01-16,,0.765751512331317,588.189051651931,mar,0.0635451505016722,0.0,0.0,0.270903010033445,0,1,299
383,twn,king,2016-03-21,2021-12-30 10:05:00,591,0.38,29.0,10.0,2016-11-04,10.0,6.0,11/21/16,3186.64,8.0,5705.817321,2943.644183,,3,2016,M,4.3668720054757,mar,kipp,2011-11-02,2.045174538,2016-03-15,11.19,17.3,17.0,40.0,2018-05-15,,0.92418285971021,413.66424800629,mar,0.053156146179402,0.026578073089701,0.0166112956810631,0.378737541528239,0,4,301
384,twn,petr,2016-03-21,2021-12-30 09:58:00,592,0.4,26.0,10.0,2016-11-04,10.0,6.0,11/21/16,15067.0,8.0,25629.21199,15524.00407,,3,2016,F,5.94934976043806,mar,park,2010-04-03,2.565366188,2016-03-15,9.663,2.8,17.0,40.0,2018-05-15,,1.03081934352293,398.432292658482,mar,0.0,0.0333333333333333,0.0533333333333333,0.45,0,3,300
385,twn,ruki,2016-03-21,2021-12-30 09:30:00,593,0.36,25.0,10.0,2016-11-04,10.0,6.0,11/21/16,3667.17,8.0,6931.017554,3929.536634,,3,2016,M,5.06228610540726,mar,rave,2011-02-21,2.770704997,2016-03-15,10.127,14.5,17.0,40.0,2018-05-15,,1.07205211726384,434.266871661238,mar,0.116666666666667,0.0,0.0033333333333333,0.406666666666667,1,3,300
386,tws,fris,2016-03-22,2021-12-30 10:45:00,594,0.42,22.0,10.0,2016-11-04,10.0,6.0,11/21/16,4856.68,8.0,7867.89681,5913.806578,,3,2016,M,7.04722792607803,mar,flet,2009-02-26,1.418206708,2016-03-15,14.03,3.9,17.0,40.0,2018-05-15,,1.21824104234528,683.676872964169,mar,0.02,0.0333333333333333,0.02,0.573333333333333,2,1,300
387,tws,brav,2016-03-22,2021-12-30 11:05:00,595,0.36,27.0,10.0,2016-11-04,10.0,6.0,11/21/16,2701.3,8.0,5105.505804,2680.151611,,3,2016,M,2.9678302532512,mar,bow,2013-03-27,3.370294319,2016-03-15,6.556,13.3,19.0,40.0,2018-05-16,,0.992640849318374,260.31013632525,mar,0.0866666666666667,0.0033333333333333,0.0,0.336666666666667,3,3,300
388,tws,atom,2016-03-22,2021-12-30 10:50:00,596,0.38,27.0,10.0,2016-11-04,10.0,6.0,11/21/16,2627.98,8.0,4705.512328,2607.405631,,3,2016,F,7.06091718001369,mar,arte,2009-02-21,2.795345654,2016-03-15,9.788,6.1,19.0,10.0,2018-05-16,,0.992640849318374,97.1596863312824,mar,0.03,0.0133333333333333,0.0433333333333333,0.403333333333333,2,2,300
389,tws,atom,2016-03-24,2021-12-30 16:20:00,601,0.84,35.0,10.0,2016-11-04,10.0,6.0,11/21/16,4272.52,8.0,3460.774282,3270.140163,,3,2016,F,7.06091718001369,mar,arte,2009-02-21,2.795345654,2016-03-15,18.141,14.0,18.0,40.0,2018-05-15,,0.765751512331317,555.659927408097,mar,0.03,0.0133333333333333,0.0433333333333333,0.403333333333333,2,2,300
390,gn,mole,2016-03-24,2021-12-30 12:48:00,603,0.44,23.0,10.0,2016-11-04,10.0,6.0,11/21/16,3485.1,8.0,5389.283426,4059.174443,,3,2016,F,2.91307323750856,mar,merl,2013-04-16,1.467488022,2016-03-15,6.028,2.5,4.0,40.0,2018-01-25,,1.16527404050418,280.970876646367,mar,0.02,0.0166666666666667,0.0433333333333333,0.363333333333333,2,0,300
391,gn,dean,2016-03-24,2021-12-30 15:25:00,604,0.62,22.0,10.0,2016-11-04,10.0,6.0,11/21/16,2304.62,8.0,2529.15877,2806.253843,,3,2016,M,5.18001368925394,mar,desd,2011-01-09,2.302532512,2016-03-15,8.217,9.7,4.0,40.0,2018-01-25,,1.21824104234528,400.411465798046,mar,0.0433333333333333,0.0166666666666667,0.0066666666666666,0.36,1,4,300
392,gn,ropa,2016-03-24,2021-12-30 16:25:00,606,0.62,31.0,10.0,2016-11-04,10.0,6.0,11/21/16,2856.07,8.0,3134.336458,2468.069932,,3,2016,M,6.23408624229979,mar,robe,2009-12-20,3.529089665,2016-03-15,17.283,12.6,4.0,40.0,2018-01-25,,0.864558159083745,597.686346537775,mar,0.0466666666666667,0.01,0.0133333333333333,0.593333333333333,1,0,300
393,tws,tesl,2016-03-25,2021-12-30 12:20:00,609,0.24,24.0,10.0,2016-11-04,10.0,6.0,11/21/16,3354.02,8.0,9508.737595,3743.731673,,3,2016,F,3.03353867214237,mar,twin,2013-03-03,1.49486653,2016-03-15,13.777,13.4,17.0,40.0,2018-05-15,,1.11672095548317,615.402584147665,mar,0.0566666666666667,0.0366666666666667,0.0566666666666667,0.376666666666667,2,1,300
394,tws,brav,2016-03-25,2021-12-30 15:56:00,614,0.64,30.0,10.0,2016-11-04,10.0,6.0,11/21/16,2630.81,8.0,2796.906617,2349.192127,,3,2016,M,2.9678302532512,mar,bow,2013-03-27,3.370294319,2016-03-15,17.069,8.3,17.0,40.0,2018-05-15,,0.893376764386536,609.961919652552,mar,0.0866666666666667,0.0033333333333333,0.0,0.336666666666667,3,3,300
395,gn,dais,2016-03-28,2021-12-30 16:00:00,617,0.7,25.0,10.0,2016-11-04,10.0,6.0,11/21/16,2198.77,8.0,2137.22487,2356.080374,,3,2016,F,6.06160164271047,mar,daff,2010-02-21,1.98220397,2016-03-15,25.898,16.1,6.0,80.0,2018-01-26,,1.07205211726384,2221.12045863192,mar,0.0,0.02,0.05,0.383333333333333,0,3,300
396,gn,stre,2016-03-28,2021-12-30 16:45:00,618,0.58,28.0,10.0,2016-11-04,10.0,5.0,11/21/16,2991.39,9.0,3509.243469,2861.971559,,3,2016,F,7.03080082135524,mar,sput,2009-03-04,3.06091718,2016-03-15,21.233,11.8,4.0,40.0,2018-01-25,,0.957189390414146,812.960093066543,mar,0.0066666666666666,0.0366666666666667,0.0866666666666667,0.52,1,1,300
397,gn,dean,2016-03-28,2021-12-30 16:30:00,619,0.86,25.0,10.0,2016-11-04,10.0,5.0,11/21/16,4612.14,9.0,3648.988434,4942.114244,,3,2016,M,5.18001368925394,mar,desd,2011-01-09,2.302532512,2016-03-15,18.445,5.3,4.0,40.0,2018-01-25,,1.07205211726384,790.960052117264,mar,0.0433333333333333,0.0166666666666667,0.0066666666666666,0.36,1,4,300
398,twn,petr,2015-08-04,2021-12-30 14:20:00,1,0.83,19.0,1.0,2016-10-26,5.0,5.0,11/21/16,1761.63,9.0,1444.125915,2483.770154,,8,2015,F,5.36618754277892,aug,park,2010-04-03,2.565366188,2015-08-15,9.189,6.8,7.0,40.0,2018-04-17,,1.41059489113664,518.478258186182,aug,0.0,0.0555555555555556,0.172222222222222,0.3,0,0,180
399,twn,ruki,2015-08-10,2021-12-30 15:20:00,5,0.63,12.0,1.0,2016-10-26,5.0,5.0,11/21/16,1270.2,9.0,1371.829113,2835.575203,,8,2015,M,4.47912388774812,aug,rave,2011-02-21,2.770704997,2015-08-15,5.386,14.7,7.0,40.0,2018-04-17,,2.23344191096634,481.172725298588,aug,0.0552486187845304,0.0497237569060773,0.0331491712707182,0.292817679558011,0,1,181
400,tws,peke,2015-08-11,2021-12-30 10:38:00,7,0.42,19.0,1.0,2016-10-26,5.0,5.0,11/21/16,3739.09,9.0,6057.383703,5271.844908,,8,2015,M,4.62422997946612,aug,pans,2010-12-30,2.814510609,2015-08-15,10.286,6.7,7.0,40.0,2018-04-17,,1.41059489113664,580.375162009258,aug,0.0446927374301676,0.0111731843575419,0.0055865921787709,0.452513966480447,0,3,179
401,twn,king,2015-08-12,2021-12-30 10:29:00,8,0.44,15.0,1.0,2016-10-26,5.0,5.0,11/24/16,1138.95,9.0,1761.2477,2034.059756,"redid in batch 14 run 9, but wasn't necessary!",8,2015,M,3.78370978781656,aug,kipp,2011-11-02,2.045174538,2015-08-15,2.397,4.1,7.0,40.0,2018-04-17,,1.78675352877307,171.313928338762,aug,0.0,0.0222222222222222,0.0166666666666667,0.355555555555556,1,2,180
402,gn,renl,2015-08-20,2021-12-30 12:15:00,22,0.32,18.0,1.0,2016-10-26,5.0,5.0,11/21/16,1445.26,9.0,3073.01345,2150.91766,,8,2015,M,2.29979466119096,aug,robe,2013-04-27,1.834360027,2015-08-15,7.934,0.1,4.0,40.0,2018-01-25,,1.48896127397756,472.536749909519,aug,0.0,0.0,0.0,0.472222222222222,0,1,180
403,gn,dean,2015-08-20,2021-12-30 12:00:00,23,0.14,11.0,1.0,2016-10-26,5.0,5.0,11/24/16,1171.24,9.0,5692.280813,2852.354619,"redid in batch 14 run 9, but wasn't necessary!",8,2015,M,4.5968514715948,aug,desd,2011-01-09,2.302532512,2015-08-15,1.306,3.2,4.0,40.0,2018-01-25,,2.43648208469055,127.281824104235,aug,0.0167597765363128,0.0,0.0223463687150838,0.346368715083799,2,10,179
404,twn,pam,2015-08-26,2021-12-30 10:47:00,37,0.35,21.0,2.0,2016-10-27,5.0,5.0,11/21/16,6062.48,9.0,11785.57378,7733.593341,,8,2015,F,2.43668720054757,aug,park,2013-03-08,1.796030116,2015-08-15,,,,,,,1.27625252055219,,aug,0.0,0.0222222222222222,0.0333333333333333,0.266666666666667,0,1,180
405,tws,dubl,2015-08-31,2021-12-30 12:05:00,46,0.63,11.0,2.0,2016-10-27,5.0,5.0,11/21/16,3553.53,9.0,3837.849086,8654.014302,,8,2015,M,6.44490075290897,aug,dixi,2009-03-05,2.321697467,2015-08-15,11.924,8.0,7.0,40.0,2018-04-17,,2.43648208469055,1162.10449511401,aug,0.0,0.0277777777777778,0.0,0.505555555555556,4,1,180
406,gn,stre,2015-09-01,2021-12-30 11:37:00,48,0.57,21.0,2.0,2016-10-27,5.0,5.0,11/21/16,4109.01,9.0,4904.907244,5241.652323,,9,2015,F,6.53251197809719,sep,sput,2009-03-04,3.06091718,2015-09-15,10.63,6.5,1.0,40.0,2018-01-11,,1.27625252055219,542.662571738793,sep,0.0,0.106666666666667,0.0766666666666667,0.29,0,5,300
407,twn,davi,2015-09-01,2021-12-30 11:42:00,49,0.4,16.0,2.0,2016-10-27,5.0,5.0,11/21/16,2150.78,9.0,3658.511752,3601.026474,,9,2015,F,2.01505817932923,sep,didg,2013-09-09,1.349760438,2015-09-15,1.593,0.6,18.0,40.0,2018-05-15,,1.67508143322476,106.736188925081,sep,0.0,0.0266666666666667,0.0,0.3,0,0,300
408,tws,dame,2015-09-02,2021-12-30 12:14:00,51,0.37,14.0,2.0,2016-10-27,5.0,5.0,11/21/16,3688.9,9.0,6783.652846,7058.609466,,9,2015,F,3.68788501026694,sep,dixi,2012-01-07,1.869952088,2015-09-15,3.122,13.4,7.0,40.0,2018-04-17,,1.91437878082829,239.067622149837,sep,0.0,0.0666666666666667,0.06,0.33,7,5,300
409,gn,stre,2015-09-03,2021-12-30 10:06:00,53,0.66,17.0,2.0,2016-10-27,5.0,5.0,11/21/16,4766.42,9.0,4913.79268,7510.929651,,9,2015,F,6.53251197809719,sep,sput,2009-03-04,3.06091718,2015-09-15,6.51,3.3,4.0,40.0,2018-01-25,,1.57654723127036,410.532899022801,sep,0.0,0.106666666666667,0.0766666666666667,0.29,0,5,300
410,twn,keny,2015-09-03,2021-12-30 09:24:00,54,0.33,15.0,2.0,2016-10-27,5.0,5.0,11/21/16,1549.07,9.0,3193.931222,2766.496287,,9,2015,M,5.60164271047228,sep,kayl,2010-02-07,2.453114305,2015-09-15,6.001,5.5,7.0,40.0,2018-04-17,,1.78675352877307,428.892317046688,sep,0.0366666666666667,0.0233333333333333,0.02,0.313333333333333,1,2,300
411,gn,dean,2015-09-07,2021-12-30 10:42:00,58,0.22,12.0,2.0,2016-10-27,5.0,7.0,11/23/16,676.961,10.0,2093.675761,1511.237463,,9,2015,M,4.68172484599589,sep,desd,2011-01-09,2.302532512,2015-09-15,5.81,3.5,6.0,20.0,2018-01-26,,2.23344191096634,259.525950054289,sep,0.0,0.0,0.0,0.383333333333333,3,8,300
412,twn,safi,2015-09-07,2021-12-30 12:00:00,61,0.34,11.0,2.0,2016-10-27,5.0,7.0,11/23/16,1528.4,10.0,3058.627355,3722.156689,,9,2015,F,2.55167693360712,sep,saph,2013-02-25,1.741273101,2015-09-15,1.146,11.7,8.0,40.0,2018-04-25,,2.43648208469055,111.688338762215,sep,0.0,0.01875,0.08125,0.2875,1,1,320
413,twn,amos,2015-09-07,2021-12-30 11:40:00,62,0.39,19.0,2.0,2016-10-27,5.0,7.0,11/23/16,2016.29,10.0,3517.68418,2842.822229,,9,2015,M,5.57700205338809,sep,ambe,2010-02-16,2.650239562,2015-09-15,,,,,,,1.41059489113664,,sep,0.0433333333333333,0.0066666666666666,0.0066666666666666,0.34,0,0,300
414,twn,pam,2015-09-07,2021-12-30 09:47:00,64,0.31,17.0,2.0,2016-10-27,5.0,7.0,11/23/16,6736.21,10.0,14785.0358,10614.92681,,9,2015,F,2.52156057494867,sep,park,2013-03-08,1.796030116,2015-09-15,2.98,7.8,8.0,40.0,2018-04-25,,1.57654723127036,187.924429967427,sep,0.0,0.09,0.06,0.23,0,2,300
415,gn,mend,2015-09-10,2021-12-30 13:58:00,73,0.37,14.0,2.0,2016-10-27,5.0,7.0,11/23/16,896.228,10.0,1648.106379,1714.907816,,9,2015,F,5.61259411362081,sep,merl,2010-02-03,2.236824093,2015-09-15,2.398,10.0,4.0,40.0,2018-01-25,,1.91437878082829,183.62721265705,sep,0.0,0.0,0.0533333333333333,0.256666666666667,1,0,300
416,twn,ruki,2015-09-11,2021-12-30 08:10:00,74,0.51,21.0,2.0,2016-10-27,5.0,7.0,11/23/16,3360.16,10.0,4482.891605,4286.382966,,9,2015,M,4.56399726214921,sep,rave,2011-02-21,2.770704997,2015-09-15,6.527,18.4,19.0,40.0,2018-05-16,,1.27625252055219,333.204008065767,sep,0.0566666666666667,0.0,0.01,0.28,1,2,300
417,tws,bike,2015-09-14,2021-12-30 16:49:00,76,0.27,17.0,2.0,2016-10-27,5.0,7.0,11/23/16,1584.68,10.0,3993.431774,2497.140411,,9,2015,M,6.47227926078029,sep,bif,2009-03-26,2.264202601,2015-09-15,7.959,6.2,19.0,20.0,2018-05-16,,1.57654723127036,250.954788273616,sep,0.0066666666666666,0.0166666666666667,0.01,0.416666666666667,1,2,300
418,tws,bike,2015-09-17,2021-12-30 16:49:00,83,0.37,12.0,2.0,2016-10-27,5.0,7.0,11/23/16,714.121,10.0,1313.223171,1594.192883,,9,2015,M,6.47227926078029,sep,bif,2009-03-26,2.264202601,2015-09-15,10.607,8.4,19.0,20.0,2018-05-16,,2.23344191096634,473.8023669924,sep,0.0066666666666666,0.0166666666666667,0.01,0.416666666666667,1,2,300
419,twn,amos,2015-09-17,2021-12-30 14:50:00,84,0.38,19.0,2.0,2016-10-27,5.0,7.0,11/23/16,1231.72,10.0,2205.448156,1736.635601,,9,2015,M,5.57700205338809,sep,ambe,2010-02-16,2.650239562,2015-09-15,7.437,7.7,19.0,40.0,2018-05-16,,1.41059489113664,419.623768215327,sep,0.0433333333333333,0.0066666666666666,0.0066666666666666,0.34,0,0,300
420,tws,tatu,2015-09-18,2021-12-30 11:07:00,85,0.54,14.0,2.0,2016-10-27,5.0,7.0,11/23/16,1200.37,10.0,1512.480658,2296.875232,,9,2015,M,6.54072553045859,sep,twin,2009-03-01,2.945927447,2015-09-15,2.333,20.5,8.0,40.0,2018-04-25,,1.91437878082829,178.649827826896,sep,0.0,0.0166666666666667,0.0033333333333333,0.443333333333333,1,0,300
421,tws,dame,2015-09-28,2021-12-30 12:00:00,94,0.32,18.0,2.0,2016-10-27,5.0,7.0,11/23/16,2937.53,10.0,6245.982868,4371.798261,,9,2015,F,3.68788501026694,sep,dixi,2012-01-07,1.869952088,2015-09-15,5.549,9.6,18.0,10.0,2018-05-15,,1.48896127397756,82.6224610930148,sep,0.0,0.0666666666666667,0.06,0.33,7,5,300
422,tws,bong,2015-09-29,2021-12-30 11:20:00,97,0.41,20.0,3.0,2016-10-28,5.0,7.0,11/23/16,2823.96,10.0,4686.440857,3782.499268,,9,2015,M,2.36550308008214,sep,bonn,2013-05-04,1.971252567,2015-09-15,,,,,,,1.3400651465798,,sep,0.03,0.02,0.0,0.276666666666667,4,2,300
423,twn,davi,2015-09-30,2021-12-30 10:15:00,108,0.57,18.0,3.0,2016-10-28,5.0,7.0,11/23/16,1619.85,10.0,1933.607852,2410.752371,,9,2015,F,2.01505817932923,sep,didg,2013-09-09,1.349760438,2015-09-15,3.176,2.0,8.0,40.0,2018-04-25,,1.48896127397756,189.157640246109,sep,0.0,0.0266666666666667,0.0,0.3,0,0,300
424,tws,bong,2015-10-01,2021-12-30 10:22:00,112,0.14,14.0,11.0,2016-11-04,5.0,7.0,11/23/16,877.648,10.0,4265.410053,1679.355494,,10,2015,M,2.4476386036961,oct,bonn,2013-05-04,1.971252567,2015-10-15,3.597,7.4,8.0,40.0,2018-04-25,,1.91437878082829,275.440818985575,oct,0.04375,0.003125,0.0,0.359375,0,1,320
425,gn,mole,2015-10-05,2021-12-30 14:39:00,122,0.26,13.0,3.0,2016-10-28,5.0,7.0,11/23/16,1802.22,10.0,4716.316191,3713.767917,,10,2015,F,2.49691991786448,oct,merl,2013-04-16,1.467488022,2015-10-15,7.608,1.9,4.0,40.0,2018-01-25,,2.06163868704585,627.397885241794,oct,0.0,0.015625,0.034375,0.25625,2,2,320
426,twn,allo,2015-10-06,2021-12-30 10:53:00,127,0.58,21.0,3.0,2016-10-28,5.0,7.0,11/23/16,1180.47,10.0,1384.826665,1505.86475,,10,2015,M,2.5160848733744,oct,ambe,2013-04-09,3.394934976,2015-10-15,8.895,5.1,9.0,40.0,2018-04-26,,1.27625252055219,454.090646812471,oct,0.0,0.0133333333333333,0.0,0.25,0,0,300
427,tws,brog,2015-10-06,2021-12-30 09:45:00,134,0.64,14.0,3.0,2016-10-28,5.0,7.0,11/23/16,1278.34,10.0,1359.048204,2446.068699,,10,2015,F,6.74332648870637,oct,bow,2009-01-16,2.516084873,2015-10-15,10.57,13.5,9.0,40.0,2018-04-26,,1.91437878082829,809.399348534202,oct,0.0,0.0,0.08,0.29,1,0,300
428,tws,dubl,2015-10-07,2021-12-30 09:51:00,138,0.35,18.0,3.0,2016-10-28,5.0,7.0,11/23/16,3496.64,10.0,6797.533138,5203.89738,,10,2015,M,6.61190965092402,oct,dixi,2009-03-05,2.321697467,2015-10-15,6.514,8.8,9.0,40.0,2018-04-26,,1.48896127397756,387.963749547593,oct,0.0,0.0,0.0,0.365625,5,0,320
429,twn,amos,2015-10-08,2021-12-30 12:30:00,145,0.46,20.0,3.0,2016-10-28,5.0,7.0,11/23/16,2760.0,10.0,4082.439024,3696.829268,,10,2015,M,5.65913757700205,oct,ambe,2010-02-16,2.650239562,2015-10-15,9.519,10.7,9.0,40.0,2018-04-26,,1.3400651465798,510.243205211726,oct,0.06,0.0266666666666667,0.01,0.333333333333333,1,4,300
430,gn,mayh,2015-10-08,2021-12-30 11:49:00,147,0.69,21.0,3.0,2016-10-28,5.0,7.0,11/23/16,3870.81,10.0,3816.991739,4937.792857,,10,2015,F,5.58795345653662,oct,mixu,2010-03-14,2.214921287,2015-10-15,8.076,12.6,1.0,40.0,2018-01-11,,1.27625252055219,412.280614239181,oct,0.0,0.021875,0.05625,0.25625,2,3,320
431,gn,dais,2015-10-09,2021-12-30 12:10:00,156,0.6,20.0,3.0,2016-10-28,5.0,7.0,11/23/16,1394.24,10.0,1581.083274,1867.48813,,10,2015,F,5.64544832306639,oct,daff,2010-02-21,1.98220397,2015-10-15,13.643,1.1,4.0,40.0,2018-01-25,,1.3400651465798,731.300351791531,oct,0.0,0.01875,0.03125,0.29375,1,4,320
432,tws,tatu,2015-10-12,2021-12-30 12:08:00,163,0.63,19.0,3.0,2016-10-28,5.0,7.0,11/23/16,1838.13,10.0,1985.199377,2591.629589,,10,2015,M,6.62286105407255,oct,twin,2009-03-01,2.945927447,2015-10-15,10.333,8.3,9.0,40.0,2018-04-26,,1.41059489113664,583.027080404595,oct,0.0062305295950155,0.0124610591900312,0.0093457943925233,0.395638629283489,1,4,321
433,twn,keny,2015-10-13,2021-12-30 08:45:00,167,0.36,18.0,3.0,2016-10-28,5.0,7.0,11/23/16,2132.56,10.0,4030.576929,3173.796387,,10,2015,M,5.68377823408624,oct,kayl,2010-02-07,2.453114305,2015-10-15,4.654,1.1,9.0,40.0,2018-04-26,,1.48896127397756,277.185030763663,oct,0.0866666666666667,0.0,0.0,0.26,0,1,300
434,tws,dubl,2015-10-13,2021-12-30 17:15:00,169,0.6,20.0,4.0,2016-11-01,5.0,7.0,11/23/16,2469.36,10.0,2800.281008,3307.537073,,10,2015,M,6.61190965092402,oct,dixi,2009-03-05,2.321697467,2015-10-15,9.577,15.3,9.0,40.0,2018-04-26,,1.3400651465798,513.352156351792,oct,0.0,0.0,0.0,0.365625,5,0,320
435,gn,dais,2015-10-16,2021-12-30 09:20:00,178,0.52,21.0,4.0,2016-11-01,5.0,7.0,11/23/16,4056.78,10.0,5308.191341,5175.025203,,10,2015,F,5.64544832306639,oct,daff,2010-02-21,1.98220397,2015-10-15,6.544,17.9,1.0,40.0,2018-01-11,,1.27625252055219,334.071859779743,oct,0.0,0.01875,0.03125,0.29375,1,4,320
436,gn,spad,2015-10-16,2021-12-30 09:48:00,180,0.38,21.0,4.0,2016-11-01,5.0,7.0,11/23/16,2424.14,10.0,4340.527955,3092.350484,,10,2015,F,5.73853524982888,oct,spik,2010-01-18,2.258726899,2015-10-15,,,,,,,1.27625252055219,,oct,0.003125,0.0125,0.025,0.2875,3,6,320
437,twn,amos,2015-10-21,2021-12-30 10:50:00,186,0.24,15.0,4.0,2016-11-01,5.0,7.0,11/23/16,808.959,10.0,2293.420688,1444.726236,,10,2015,M,5.65913757700205,oct,ambe,2010-02-16,2.650239562,2015-10-15,3.934,3.3,10.0,40.0,2018-04-27,,1.78675352877307,281.163535287731,oct,0.06,0.0266666666666667,0.01,0.333333333333333,1,4,300
