"group","subj","date","age","year","month","time","sample_number","stdsg_CP","neo_sg","Cr","SG","Cr.plate.number","Cr.date","cp_dilution","cp_run","cp_assay_date","pg.ml_ucp","cp_batch","stdcr_CP","cp_note","sex","month.name","mum","bday","weaning","mid","neo_value","CV","neo_plate_number","neo_dilution","neo_date_assayed","neo_note","SG_corr_fac","month_name","pl","gmd","gm","r","n_agg_g","n_agg_r","n_obs"
"twn","petr",2016-02-05,5.86995208761123,2016,2,2022-02-22 09:00:00,453,25043.13649,521.777334318798,0.74,33,8,2016-11-03,10,6,"11/21/16",30849.8,7,28365.41158,"","F","feb","park",2010-04-03,2.565366188,2016-02-15,16.069,3.4,15,40,2018-05-14,"",0.811776299581178,"feb",0.00555555555555556,0.00277777777777778,0.00555555555555556,0.297222222222222,3,0,360
"twn","pam",2016-02-05,2.94045174537988,2016,2,2022-02-22 09:27:00,454,18206.23357,302.267456445993,0.5,35,8,2016-11-03,10,6,"11/21/16",23786.9,7,32369.52294,"","F","feb","park",2013-03-08,1.796030116,2016-02-15,9.873,14.5,19,40,2018-05-16,"",0.765389082462253,"feb",0.00555555555555556,0.00277777777777778,0,0.316666666666667,2,1,360
"tws","fris",2016-02-08,6.9678302532512,2016,2,2022-02-22 11:42:00,456,20228.71569,550.55337159254,0.98,34,8,2016-11-03,10,6,"11/21/16",25674.2,7,17825.40068,"","M","feb","flet",2009-02-26,1.418206708,2016-02-15,17.469,4.2,19,40,2018-05-16,"",0.787900526064084,"feb",0.0138888888888889,0,0,0.561111111111111,3,6,360
"twn","amos",2016-02-09,5.9958932238193,2016,2,2022-02-22 11:03:00,460,7224.232705,477.519290465632,0.46,22,8,2016-11-03,10,6,"11/21/16",5932.86,7,8775.557678,"","M","feb","ambe",2010-02-16,2.650239562,2016-02-15,9.804,2.8,19,40,2018-05-16,"",1.21766444937177,"feb",0.00277777777777778,0,0,0.45,4,3,360
"gn","mayh",2016-02-09,5.92470910335387,2016,2,2022-02-22 11:59:00,465,2136.1802,152.114701897019,0.38,24,8,2016-11-03,10,6,"11/21/16",1913.81,7,3426.759925,"","F","feb","mixu",2010-03-14,2.214921287,2016-02-15,3.407,0.5,3,40,2018-01-16,"",1.11619241192412,"feb",0.00555555555555556,0.0583333333333333,0.0888888888888889,0.383333333333333,6,3,360
"tws","dame",2016-02-10,4.10677618069815,2016,2,2022-02-22 12:24:00,469,2801.304907,434.511382113821,0.68,28,8,2016-11-03,10,6,"11/21/16",2927.98,7,2929.730347,"","F","feb","dixi",2012-01-07,1.869952088,2016-02-15,11.354,9.4,15,40,NA,"",0.956736353077816,"feb",0.0194444444444444,0,0.0138888888888889,0.363888888888889,4,4,360
"tws","boyd",2016-02-10,3.86584531143053,2016,2,2022-02-22 11:00:00,470,3989.483438,384.072241579559,0.84,35,8,2016-11-03,10,6,"11/21/16",5212.36,7,4222.051959,"","F","feb","buai",2012-04-04,2.740588638,2016-02-15,12.545,7.1,19,40,2018-05-16,"",0.765389082462253,"feb",0.0277777777777778,0.025,0.0194444444444444,0.319444444444444,2,1,360
"gn","pira",2016-02-10,5.05133470225873,2016,2,2022-02-22 08:20:00,472,6802.054234,256.411720867209,0.58,24,8,2016-11-03,10,6,"11/21/16",6093.98,7,7148.937289,"","M","feb","pinc",2011-01-27,1.35797399,2016-02-15,5.743,0.3,3,40,2018-01-16,"",1.11619241192412,"feb",0.0833333333333333,0,0.0166666666666667,0.375,6,6,360
"tws","peke",2016-02-15,5.12799452429843,2016,2,2022-02-22 14:10:00,482,1593.78138,224.339792231256,0.72,36,8,2016-11-03,10,6,"11/21/16",2141.81,7,2024.029798,"","M","feb","pans",2010-12-30,2.814510609,2016-02-15,7.537,12.8,15,40,2018-05-14,"",0.74412827461608,"feb",0.025,0.0222222222222222,0,0.391666666666667,0,6,360
"gn","ting",2016-02-16,5.07597535934292,2016,2,2022-02-22 09:14:00,487,14754.91959,779.247408536585,0.66,32,9,2016-11-04,10,6,"11/21/16",17625.3,7,18170.25569,"","M","feb","tang",2011-01-18,2.704996578,2016-02-15,23.271,11.7,3,40,2018-01-16,"",0.837144308943089,"feb",0.00833333333333333,0.0416666666666667,0.0194444444444444,0.475,10,4,360
"tws","blas",2016-02-16,4.03559206023272,2016,2,2022-02-22 14:29:00,490,2239.516279,163.313155949741,0.36,22,9,2016-11-04,10,6,"11/21/16",1839.19,7,3476.102328,"","M","feb","blaz",2012-02-02,1.817932923,2016-02-15,3.353,14.1,15,40,NA,"",1.21766444937177,"feb",0.0696378830083565,0.0250696378830084,0,0.33983286908078,2,3,359
"twn","amos",2016-02-16,5.9958932238193,2016,2,2022-02-22 15:14:00,492,7158.035899,392.486737804878,0.56,32,9,2016-11-04,10,6,"11/21/16",8550.54,7,10389.00541,"","M","feb","ambe",2010-02-16,2.650239562,2016-02-15,11.721,1.4,15,40,2018-05-14,"",0.837144308943089,"feb",0.00277777777777778,0,0,0.45,4,3,360
"twn","safi",2016-02-17,2.97056810403833,2016,2,2022-02-22 11:30:00,494,7451.92378,230.966592756837,0.38,22,9,2016-11-04,10,6,"11/21/16",6119.85,7,10957.85722,"","F","feb","saph",2013-02-25,1.741273101,2016-02-15,4.742,6.3,15,40,2018-05-14,"",1.21766444937177,"feb",0.00277777777777778,0.05,0.0611111111111111,0.355555555555556,1,0,360
"gn","ropa",2016-02-17,6.15468856947296,2016,2,2022-02-22 09:09:00,495,2803.452156,268.119123365147,0.44,23,9,2016-11-04,10,6,"11/21/16",2406.97,7,3722.086462,"","M","feb","robe",2009-12-20,3.529089665,2016-02-15,5.755,15.7,3,40,2018-01-16,"",1.16472251679039,"feb",0.0501392757660167,0,0.0139275766016713,0.543175487465181,8,8,359
"gn","spad",2016-02-18,6.07529089664613,2016,2,2022-02-22 08:15:00,497,24067.88931,677.889802555168,0.86,35,9,2016-11-04,10,6,"11/21/16",31445.3,7,24878.58912,"","F","feb","spik",2010-01-18,2.258726899,2016-02-15,22.142,12.1,3,40,2018-01-16,"",0.765389082462253,"feb",0,0.0416666666666667,0.0833333333333333,0.327777777777778,3,8,360
"twn","ruki",2016-02-18,4.98288843258042,2016,2,2022-02-22 12:20:00,498,4769.445528,144.221981330924,0.42,27,9,2016-11-04,10,6,"11/21/16",4807.08,7,7787.544042,"","M","feb","rave",2011-02-21,2.770704997,2016-02-15,3.634,17.8,15,40,2018-05-14,"",0.992171032821439,"feb",0.05,0,0,0.325,1,3,360
"twn","petr",2016-02-18,5.86995208761123,2016,2,2022-02-22 12:05:00,499,8341.407366,172.713525498891,0.4,33,9,2016-11-04,10,6,"11/21/16",10275.5,7,17478.79258,"","F","feb","park",2010-04-03,2.565366188,2016-02-15,5.319,6.6,15,40,NA,"",0.811776299581178,"feb",0.00555555555555556,0.00277777777777778,0.00555555555555556,0.297222222222222,3,0,360
"gn","mole",2016-02-18,2.83367556468172,2016,2,2022-02-22 08:40:00,500,23984.29607,713.261833785005,0.94,36,9,2016-11-04,10,6,"11/21/16",32231.4,7,23330.27042,"","F","feb","merl",2013-04-16,1.467488022,2016-02-15,23.963,1.3,3,40,2018-01-16,"",0.74412827461608,"feb",0,0.00555555555555556,0.0416666666666667,0.330555555555556,1,2,360
"twn","king",2016-02-18,4.28747433264887,2016,2,2022-02-22 09:52:00,501,1924.578502,232.892590011614,0.6,35,9,2016-11-04,10,6,"11/21/16",2514.51,7,2851.481598,"","M","feb","kipp",2011-11-02,2.045174538,2016-02-15,7.607,0.7,15,40,NA,"",0.765389082462253,"feb",0.0361111111111111,0.00833333333333333,0,0.394444444444444,0,0,360
"gn","dean",2016-02-18,5.1006160164271,2016,2,2022-02-22 11:20:00,502,1376.29873,533.930640243903,0.82,32,9,2016-11-04,10,6,"11/21/16",1644.04,7,1364.165255,"","M","feb","desd",2011-01-09,2.302532512,2016-02-15,15.945,6.8,6,40,2018-01-26,"",0.837144308943089,"feb",0.0166666666666667,0.0111111111111111,0.00277777777777778,0.472222222222222,2,9,360
"twn","onyx",2016-02-18,3.01163586584531,2016,2,2022-02-22 10:40:00,503,7395.487553,329.555424726661,0.44,29,9,2016-11-04,10,6,"11/21/16",8005.98,7,12380.27469,"","M","feb","opal",2013-02-10,1.631759069,2016-02-15,8.919,3.1,15,40,NA,"",0.923745444350995,"feb",0.00835654596100279,0.00835654596100279,0,0.426183844011142,0,0,359
"twn","keny",2016-02-18,6.02053388090349,2016,2,2022-02-22 09:35:00,505,6897.939483,372.621033307107,0.56,31,9,2016-11-04,10,6,"11/21/16",7982.35,7,9698.64796,"","M","feb","kayl",2010-02-07,2.453114305,2016-02-15,10.78,18.2,15,40,NA,"",0.864148964070286,"feb",0.0166666666666667,0.0194444444444444,0.0194444444444444,0.444444444444444,0,1,360
"twn","safi",2016-02-18,2.97056810403833,2016,2,2022-02-22 14:22:00,506,2514.230849,222.246311352002,0.42,27,9,2016-11-04,10,6,"11/21/16",2534.07,7,4105.232642,"","F","feb","saph",2013-02-25,1.741273101,2016-02-15,5.6,17.3,15,40,2018-05-14,"",0.992171032821439,"feb",0.00277777777777778,0.05,0.0611111111111111,0.355555555555556,1,0,360
"gn","spor",2016-02-19,2.4394250513347,2016,2,2022-02-22 09:40:00,507,18745.62239,NA,0.68,28,9,2016-11-04,10,6,"11/21/16",19593.3,7,19605.01288,"","F","feb","spik",2013-09-07,2.168377823,2016-02-15,NA,NA,NA,NA,NA,NA,0.956736353077816,"feb",0.00555555555555556,0.0361111111111111,0.0138888888888889,0.444444444444444,0,0,360
"gn","pira",2016-02-19,5.05133470225873,2016,2,2022-02-22 11:10:00,508,13862.2168,298.70120719389,0.84,33,9,2016-11-04,10,6,"11/21/16",17076.4,7,13832.01622,"","M","feb","pinc",2011-01-27,1.35797399,2016-02-15,9.199,4.2,6,40,2018-01-26,"",0.811776299581178,"feb",0.0833333333333333,0,0.0166666666666667,0.375,6,6,360
"gn","ropa",2016-02-19,6.15468856947296,2016,2,2022-02-22 10:08:00,509,14223.07224,293.60325203252,0.9,35,9,2016-11-04,10,6,"11/21/16",18582.8,7,14048.73109,"","M","feb","robe",2009-12-20,3.529089665,2016-02-15,9.59,0.6,6,40,2018-01-26,"",0.765389082462253,"feb",0.0501392757660167,0,0.0139275766016713,0.543175487465181,8,8,359
"twn","king",2016-02-22,4.28747433264887,2016,2,2022-02-22 08:55:00,511,5846.918306,274.246315237346,0.52,31,9,2016-11-04,10,6,"11/21/16",6766.1,7,8853.266245,"","M","feb","kipp",2011-11-02,2.045174538,2016-02-15,7.934,10,16,40,2018-05-14,"",0.864148964070286,"feb",0.0361111111111111,0.00833333333333333,0,0.394444444444444,0,0,360
"twn","davi",2016-02-22,2.43394934976044,2016,2,2022-02-22 11:30:00,512,23887.10147,374.999437148218,0.46,26,9,2016-11-04,10,6,"11/21/16",23183.9,7,34292.33989,"","F","feb","didg",2013-09-09,1.349760438,2016-02-15,9.099,19.1,16,40,2018-05-14,"",1.03033145716073,"feb",0,0.0305555555555556,0.0583333333333333,0.333333333333333,0,0,360
"gn","dais",2016-02-22,5.98220396988364,2016,2,2022-02-22 10:45:00,513,26905.20195,558.274796747967,0.56,25,9,2016-11-04,10,6,"11/21/16",25108.8,7,30507.48362,"","F","feb","daff",2010-02-21,1.98220397,2016-02-15,13.025,3.1,6,40,2018-01-26,"",1.07154471544715,"feb",0,0.0222222222222222,0.0277777777777778,0.375,2,6,360
"gn","stre",2016-02-22,6.95140314852841,2016,2,2022-02-22 16:18:00,514,8281.998871,995.286449864499,0.86,36,9,2016-11-04,10,6,"11/21/16",11129.8,7,8805.567801,"","F","feb","sput",2009-03-04,3.06091718,2016-02-15,33.438,2.5,3,40,2018-01-16,"",0.74412827461608,"feb",0.00277777777777778,0.0555555555555556,0.0722222222222222,0.419444444444444,3,2,360
"gn","stre",2016-02-23,6.95140314852841,2016,2,2022-02-22 11:05:00,516,3676.717961,217.166395663957,0.56,27,9,2016-11-04,10,6,"11/21/16",3705.73,7,4502.50499,"","F","feb","sput",2009-03-04,3.06091718,2016-02-15,5.472,5.1,3,40,2018-01-16,"",0.992171032821439,"feb",0.00277777777777778,0.0555555555555556,0.0722222222222222,0.419444444444444,3,2,360
"twn","davi",2016-02-24,2.43394934976044,2016,2,2022-02-22 14:30:00,518,4983.575881,245.160501355014,0.84,24,9,2016-11-04,10,6,"11/21/16",4464.8,7,3616.522571,"","F","feb","didg",2013-09-09,1.349760438,2016-02-15,5.491,5.2,16,40,2018-05-14,"",1.11619241192412,"feb",0,0.0305555555555556,0.0583333333333333,0.333333333333333,0,0,360
"tws","bike",2016-03-10,6.97056810403833,2016,3,2022-02-22 15:35:00,527,1627.373595,717.795192647579,0.38,23,9,2016-11-04,10,6,"11/21/16",1397.22,7,2501.783094,"","M","mar","bif",2009-03-26,2.264202601,2016-03-15,15.407,4.7,16,40,2018-05-14,"",1.16472251679039,"mar",0.0733333333333333,0.0366666666666667,0.02,0.513333333333333,5,2,300
"twn","amos",2016-03-11,6.07529089664613,2016,3,2022-02-22 14:25:00,529,2036.284376,298.49508660304,0.56,23,9,2016-11-04,10,6,"11/21/16",1748.3,7,2124.204805,"","M","mar","ambe",2010-02-16,2.650239562,2016-03-15,6.407,5,16,40,2018-05-14,"",1.16472251679039,"mar",0.0392857142857143,0.0357142857142857,0.0285714285714286,0.371428571428571,3,3,280
"tws","boyd",2016-03-11,3.94524298425736,2016,3,2022-02-22 12:45:00,530,10061.01238,249.535975609756,0.34,24,9,2016-11-04,10,6,"11/21/16",9013.69,7,18038.15677,"","F","mar","buai",2012-04-04,2.740588638,2016-03-15,5.589,17.1,16,40,2018-05-14,"",1.11619241192412,"mar",0.0333333333333333,0.00666666666666667,0.04,0.416666666666667,2,8,300
"gn","dais",2016-03-11,6.06160164271047,2016,3,2022-02-22 16:28:00,535,16082.13462,1027.77623514697,1.5,26,9,2016-11-04,10,6,"11/21/16",15608.7,7,7080.174,"","F","mar","daff",2010-02-21,1.98220397,2016-03-15,24.938,15.1,3,40,2018-01-16,"",1.03033145716073,"mar",0,0.02,0.05,0.383333333333333,0,3,300
"gn","stre",2016-03-11,7.03080082135524,2016,3,2022-02-22 15:22:00,536,24546.81646,760.731805863513,1.42,33,9,2016-11-04,10,6,"11/21/16",30238.4,7,14489.01692,"","F","mar","sput",2009-03-04,3.06091718,2016-03-15,23.428,0.7,6,40,2018-01-26,"",0.811776299581178,"mar",0.00666666666666667,0.0366666666666667,0.0866666666666667,0.52,1,1,300
"gn","mole",2016-03-11,2.91307323750856,2016,3,2022-02-22 16:53:00,537,10923.96976,475.165788617886,0.52,25,9,2016-11-04,10,6,"11/21/16",10194.6,8,13339.36951,"","F","mar","merl",2013-04-16,1.467488022,2016-03-15,11.086,10.7,3,40,2018-01-16,"",1.07154471544715,"mar",0.02,0.0166666666666667,0.0433333333333333,0.363333333333333,2,0,300
"gn","stel",2016-03-12,2.85557837097878,2016,3,2022-02-22 14:30:00,539,10020.99688,828.696964769648,0.96,30,9,2016-11-04,10,6,"11/21/16",11222.3,8,7953.881157,"","F","mar","sput",2013-05-07,2.223134839,2016-03-15,23.201,11.9,3,40,2018-01-16,"",0.892953929539295,"mar",0.0866666666666667,0.02,0.01,0.36,0,3,300
"twn","onyx",2016-03-14,3.09103353867214,2016,3,2022-02-22 12:00:00,544,40922.49875,387.775547217011,0.38,26,9,2016-11-04,10,6,"11/21/16",39717.8,8,71116.44591,"","M","mar","opal",2013-02-10,1.631759069,2016-03-15,9.409,5.2,16,40,2018-05-14,"",1.03033145716073,"mar",0.00333333333333333,0.0533333333333333,0.05,0.366666666666667,0,3,300
"twn","allo",2016-03-14,2.93223819301848,2016,3,2022-02-22 09:42:00,545,6997.893237,320.830229120473,0.74,22,9,2016-11-04,10,6,"11/21/16",5746.98,8,5284.165636,"","M","mar","ambe",2013-04-09,3.394934976,2016-03-15,6.587,17.8,16,40,2018-05-14,"",1.21766444937177,"mar",0.226666666666667,0,0,0.353333333333333,2,1,300
"twn","safi",2016-03-14,3.04996577686516,2016,3,2022-02-22 11:20:00,546,42121.08333,NA,0.38,24,9,2016-11-04,10,6,"11/21/16",37736.4,8,67568.66316,"","F","mar","saph",2013-02-25,1.741273101,2016-03-15,NA,NA,NA,NA,NA,NA,1.11619241192412,"mar",0,0.0533333333333333,0.04,0.346666666666667,0,0,300
"tws","fris",2016-03-14,7.04722792607803,2016,3,2022-02-22 11:25:00,547,31589.91955,NA,0.86,24,9,2016-11-04,10,6,"11/21/16",28301.5,8,22391.30776,"","M","mar","flet",2009-02-26,1.418206708,2016-03-15,NA,NA,NA,NA,NA,NA,1.11619241192412,"mar",0.02,0.0333333333333333,0.02,0.573333333333333,2,1,300
"tws","tatu",2016-03-14,7.03901437371663,2016,3,2022-02-22 11:17:00,549,28660.90933,657.788688582538,0.88,23,9,2016-11-04,10,6,"11/21/16",24607.5,8,19026.25346,"","M","mar","twin",2009-03-01,2.945927447,2016-03-15,14.119,6.3,16,40,2018-05-14,"",1.16472251679039,"mar",0.0267558528428094,0.00668896321070234,0,0.387959866220736,1,0,299
"gn","dext",2016-03-14,2.97604380561259,2016,3,2022-02-22 14:38:00,551,5555.144529,384.148780487805,0.56,24,9,2016-11-04,10,6,"11/21/16",4976.87,8,6046.954853,"","M","mar","dj",2013-03-24,1.80698152,2016-03-15,8.604,15.7,3,40,2018-01-16,"",1.11619241192412,"mar",0.0833333333333333,0.04,0,0.316666666666667,6,1,300
"gn","spad",2016-03-14,6.15468856947296,2016,3,2022-02-22 14:22:00,552,8515.60554,361.824932249323,0.62,27,9,2016-11-04,10,6,"11/21/16",8582.8,8,9419.020876,"","F","mar","spik",2010-01-18,2.258726899,2016-03-15,9.117,14.5,3,40,2018-01-16,"",0.992171032821439,"mar",0.00664451827242525,0.0132890365448505,0.0166112956810631,0.401993355481728,1,0,301
"gn","renl",2016-03-15,2.8829568788501,2016,3,2022-02-22 15:45:00,553,4610.814049,NA,0.6,25,9,2016-11-04,10,6,"11/21/16",4302.96,8,4879.603285,"","M","mar","robe",2013-04-27,1.834360027,2016-03-15,NA,NA,NA,NA,NA,NA,1.07154471544715,"mar",0.106666666666667,0.0166666666666667,0.03,0.323333333333333,0,3,300
"gn","stre",2016-03-15,7.03080082135524,2016,3,2022-02-22 14:49:00,554,2531.80258,293.562038774234,0.72,26,9,2016-11-04,10,6,"11/21/16",2457.27,8,2322.142348,"","F","mar","sput",2009-03-04,3.06091718,2016-03-15,7.123,3.9,3,40,2018-01-16,"",1.03033145716073,"mar",0.00666666666666667,0.0366666666666667,0.0866666666666667,0.52,1,1,300
"tws","tesl",2016-03-16,3.03353867214237,2016,3,2022-02-22 08:25:00,556,6076.406386,226.542411924119,0.66,24,9,2016-11-04,10,6,"11/21/16",5443.87,8,5612.18872,"","F","mar","twin",2013-03-03,1.49486653,2016-03-15,5.074,0.6,16,40,2018-05-14,"",1.11619241192412,"mar",0.0566666666666667,0.0366666666666667,0.0566666666666667,0.376666666666667,2,1,300
"tws","brog",2016-03-16,7.15947980835044,2016,3,2022-02-22 11:10:00,557,5727.518123,613.99512195122,0.52,24,9,2016-11-04,10,6,"11/21/16",5131.3,8,6714.172874,"","F","mar","bow",2009-01-16,2.516084873,2016-03-15,13.752,3.1,16,40,2018-05-14,"",1.11619241192412,"mar",0.0233333333333333,0.03,0.103333333333333,0.483333333333333,0,2,300
"tws","burn",2016-03-16,7.04175222450376,2016,3,2022-02-22 08:50:00,558,48731.07176,649.397310819262,0.66,26,10,2016-11-04,10,6,"11/21/16",47296.5,8,48758.85791,"","F","mar","blaz",2009-02-28,2.247775496,2016-03-15,15.757,2.1,16,40,2018-05-14,"",1.03033145716073,"mar",0.0166666666666667,0,0.0433333333333333,0.423333333333333,0,9,300
"tws","sevi",2016-03-16,2.93497604380561,2016,3,2022-02-22 10:05:00,559,21226.34408,812.307433217189,0.58,28,10,2016-11-04,10,6,"11/21/16",22186.2,8,26026.95652,"","F","mar","sava",2013-04-08,1.735797399,2016-03-15,21.226,5.7,16,40,2018-05-14,"",0.956736353077816,"mar",0.00668896321070234,0.0234113712374582,0.0100334448160535,0.331103678929766,0,2,299
"tws","dame",2016-03-16,4.18617385352498,2016,3,2022-02-22 10:21:00,560,15965.4339,1108.3965358784,0.56,23,10,2016-11-04,10,6,"11/21/16",13707.5,8,16654.7717,"","F","mar","dixi",2012-01-07,1.869952088,2016-03-15,23.791,2.1,16,40,2018-05-14,"",1.16472251679039,"mar",0.0133333333333333,0,0.04,0.536666666666667,2,2,300
"gn","pira",2016-03-16,5.13073237508556,2016,3,2022-02-22 09:10:00,561,10285.8371,360.197771755495,0.62,27,10,2016-11-04,10,6,"11/21/16",10367,8,11377.05521,"","M","mar","pinc",2011-01-27,1.35797399,2016-03-15,9.076,17.7,3,40,2018-01-16,"",0.992171032821439,"mar",0.143333333333333,0.0133333333333333,0.00333333333333333,0.363333333333333,0,1,300
"gn","dean",2016-03-16,5.18001368925394,2016,3,2022-02-22 09:16:00,562,36203.78009,393.809965906111,0.48,31,10,2016-11-04,10,6,"11/21/16",41895.3,8,59387.15544,"","M","mar","desd",2011-01-09,2.302532512,2016-03-15,11.393,18.6,3,40,2018-01-16,"",0.864148964070286,"mar",0.0433333333333333,0.0166666666666667,0.00666666666666667,0.36,1,4,300
"gn","dais",2016-03-16,6.06160164271047,2016,3,2022-02-22 15:33:00,563,3163.239687,340.036856368564,0.68,27,10,2016-11-04,10,6,"11/21/16",3188.2,8,3190.105906,"","F","mar","daff",2010-02-21,1.98220397,2016-03-15,8.568,3.3,3,40,2018-01-16,"",0.992171032821439,"mar",0,0.02,0.05,0.383333333333333,0,3,300
"gn","spor",2016-03-16,2.51882272416153,2016,3,2022-02-22 16:45:00,564,3140.394733,446.787557440792,0.54,23,10,2016-11-04,10,6,"11/21/16",2696.26,8,3397.320075,"","F","mar","spik",2013-09-07,2.168377823,2016-03-15,9.59,13.1,3,40,2018-01-16,"",1.16472251679039,"mar",0.02,0.0166666666666667,0.02,0.3,0,0,300
"gn","ting",2016-03-16,5.15537303216975,2016,3,2022-02-22 14:40:00,565,3471.867385,288.352682926829,0.8,30,10,2016-11-04,10,6,"11/21/16",3888.07,8,3306.835145,"","M","mar","tang",2011-01-18,2.704996578,2016-03-15,8.073,10.4,3,40,2018-01-16,"",0.892953929539295,"mar",0.0635451505016722,0,0,0.270903010033445,0,1,299
"gn","stre",2016-03-16,7.03080082135524,2016,3,2022-02-22 16:29:00,567,3775.812484,323.537372147915,0.76,31,10,2016-11-04,10,6,"11/21/16",4369.4,8,3911.800235,"","F","mar","sput",2009-03-04,3.06091718,2016-03-15,9.36,1.8,3,40,2018-01-16,"",0.864148964070286,"mar",0.00666666666666667,0.0366666666666667,0.0866666666666667,0.52,1,1,300
"gn","stel",2016-03-16,2.85557837097878,2016,3,2022-02-22 14:38:00,568,2772.041531,439.37798102981,0.54,24,10,2016-11-04,10,6,"11/21/16",2483.48,8,3129.214712,"","F","mar","sput",2013-05-07,2.223134839,2016-03-15,9.841,14.2,3,40,2018-01-16,"",1.11619241192412,"mar",0.0866666666666667,0.02,0.01,0.36,0,3,300
"gn","mayh",2016-03-16,6.0041067761807,2016,3,2022-02-22 16:20:00,570,2471.568115,351.165294715447,0.76,32,10,2016-11-04,10,6,"11/21/16",2952.38,8,2643.182309,"","F","mar","mixu",2010-03-14,2.214921287,2016-03-15,10.487,18.6,3,40,2018-01-16,"",0.837144308943089,"mar",0.0167785234899329,0.0335570469798658,0.063758389261745,0.298657718120805,6,1,298
"tws","brav",2016-03-17,2.9678302532512,2016,3,2022-02-22 10:52:00,572,11209.15146,1324.62770249925,1.14,27,10,2016-11-04,10,6,"11/21/16",11297.6,8,6742.947825,"","M","mar","bow",2013-03-27,3.370294319,2016-03-15,33.377,2.3,16,40,2018-05-14,"",0.992171032821439,"mar",0.0866666666666667,0.00333333333333333,0,0.336666666666667,3,3,300
"twn","pam",2016-03-18,3.01984941820671,2016,3,2022-02-22 15:20:00,576,1750.490059,569.233776792313,0.46,22,10,2016-11-04,10,6,"11/21/16",1437.58,8,2126.388657,"","F","mar","park",2013-03-08,1.796030116,2016-03-15,11.687,15.1,17,40,2018-05-15,"",1.21766444937177,"mar",0.0166666666666667,0.04,0.0366666666666667,0.423333333333333,1,2,300
"twn","kabu",2016-03-18,2.90759753593429,2016,3,2022-02-22 14:08:00,577,2586.881156,1209.73571428571,0.66,28,10,2016-11-04,10,6,"11/21/16",2703.86,8,2787.4605,"","F","mar","kayl",2013-04-18,1.604380561,2016-03-15,31.611,1.5,17,40,2018-05-15,"",0.956736353077816,"mar",0.02,0.0466666666666667,0.00666666666666667,0.473333333333333,0,1,300
"twn","onyx",2016-03-18,3.09103353867214,2016,3,2022-02-22 15:55:00,578,1701.710421,410.547745750185,0.42,22,10,2016-11-04,10,6,"11/21/16",1397.52,8,2264.004042,"","M","mar","opal",2013-02-10,1.631759069,2016-03-15,8.429,10.2,18,40,2018-05-15,"",1.21766444937177,"mar",0.00333333333333333,0.0533333333333333,0.05,0.366666666666667,0,3,300
"twn","keny",2016-03-18,6.09993155373032,2016,3,2022-02-22 15:35:00,579,4092.571054,1270.14998598262,0.7,29,10,2016-11-04,10,6,"11/21/16",4430.41,8,4306.399685,"","M","mar","kayl",2010-02-07,2.453114305,2016-03-15,34.375,2.9,17,40,2018-05-15,"",0.923745444350995,"mar",0.0733333333333333,0.0266666666666667,0.0166666666666667,0.37,7,5,300
"twn","safi",2016-03-18,3.04996577686516,2016,3,2022-02-22 14:50:00,580,15700.09983,531.297082735533,0.58,34,10,2016-11-04,10,6,"11/21/16",19926.5,8,23376.06932,"","F","mar","saph",2013-02-25,1.741273101,2016-03-15,16.858,10.4,17,40,2018-05-15,"",0.787900526064084,"mar",0,0.0533333333333333,0.04,0.346666666666667,0,0,300
"twn","allo",2016-03-18,2.93223819301848,2016,3,2022-02-22 10:34:00,581,3542.945401,288.814786585366,0.62,32,10,2016-11-04,10,6,"11/21/16",4232.18,8,4644.520643,"","M","mar","ambe",2013-04-09,3.394934976,2016-03-15,8.625,7.1,17,40,2018-05-15,"",0.837144308943089,"mar",0.226666666666667,0,0,0.353333333333333,2,1,300
"twn","amos",2016-03-18,6.07529089664613,2016,3,2022-02-22 09:40:00,582,3579.990305,NA,0.62,33,10,2016-11-04,10,6,"11/21/16",4410.07,8,4839.742438,"","M","mar","ambe",2010-02-16,2.650239562,2016-03-15,NA,NA,NA,NA,NA,NA,0.811776299581178,"mar",0.0392857142857143,0.0357142857142857,0.0285714285714286,0.371428571428571,3,3,280
"tws","brog",2016-03-18,7.15947980835044,2016,3,2022-02-22 12:10:00,583,9388.361348,557.381842818428,0.68,24,10,2016-11-04,10,6,"11/21/16",8411.06,8,8416.088132,"","F","mar","bow",2009-01-16,2.516084873,2016-03-15,12.484,0,17,40,2018-05-15,"",1.11619241192412,"mar",0.0233333333333333,0.03,0.103333333333333,0.483333333333333,0,2,300
"twn","petr",2016-03-18,5.94934976043806,2016,3,2022-02-22 09:55:00,586,3404.354385,270.451391968465,0.54,33,10,2016-11-04,10,6,"11/21/16",4193.71,8,5284.125111,"","F","mar","park",2010-04-03,2.565366188,2016-03-15,8.329,6.4,17,40,2018-05-15,"",0.811776299581178,"mar",0,0.0333333333333333,0.0533333333333333,0.45,0,3,300
"gn","renl",2016-03-18,2.8829568788501,2016,3,2022-02-22 11:52:00,587,7621.179139,331.740502586844,0.28,22,10,2016-11-04,10,6,"11/21/16",6258.85,8,15209.15089,"","M","mar","robe",2013-04-27,1.834360027,2016-03-15,6.811,11.2,3,40,2018-01-16,"",1.21766444937177,"mar",0.106666666666667,0.0166666666666667,0.03,0.323333333333333,0,3,300
