"group","subj","date","age","year","month","time","sample_number","stdsg_CP","neo_sg","Cr","SG","Cr.plate.number","Cr.date","cp_dilution","cp_run","cp_assay_date","pg.ml_ucp","cp_batch","stdcr_CP","cp_note","sex","month.name","mum","bday","weaning","mid","neo_value","CV","neo_plate_number","neo_dilution","neo_date_assayed","neo_note","SG_corr_fac","month_name","pl","gmd","gm","r","n_agg_g","n_agg_r","n_obs"
"tws","fris",2015-10-22,6.63107460643395,2015,10,2022-02-22 12:10:00,192,27839.55025,584.408581752484,0.62,36,4,2016-11-01,10,4,"11/18/16",37412.3,5,41057.3746,"","M","oct","flet",2009-02-26,1.418206708,2015-10-15,19.634,12.6,10,40,2018-04-27,"",0.74412827461608,"oct",0,0,0,0.4375,1,1,320
"gn","stel",2015-10-26,2.4394250513347,2015,10,2022-02-22 12:26:00,199,3439.535755,898.490243902439,0.84,24,4,2016-11-01,10,4,"11/18/16",3081.49,5,2496.03076,"","F","oct","sput",2013-05-07,2.223134839,2015-10-15,20.124,12.9,1,40,2018-01-11,"",1.11619241192412,"oct",0.00940438871473354,0.0282131661442006,0.0376175548589342,0.313479623824451,0,0,319
"twn","petr",2015-10-28,5.53319644079398,2015,10,2022-02-22 11:03:00,206,4367.593936,461.240469738031,0.72,36,5,2016-11-01,10,4,"11/18/16",5869.41,5,5546.645471,"","F","oct","park",2010-04-03,2.565366188,2015-10-15,15.496,4.5,10,40,2018-04-27,"",0.74412827461608,"oct",0,0.0266666666666667,0.0766666666666667,0.2,0,0,300
"gn","stre",2015-10-29,6.61464750171116,2015,10,2022-02-22 12:40:00,214,2747.79426,NA,0.56,25,5,2016-11-01,10,4,"11/18/16",2564.33,5,3115.690733,"","F","oct","sput",2009-03-04,3.06091718,2015-10-15,NA,NA,NA,NA,NA,NA,1.07154471544715,"oct",0,0.01875,0,0.30625,0,0,320
"twn","keny",2015-11-03,5.76865160848734,2015,11,2022-02-22 12:36:00,219,1375.497304,541.415826558266,0.68,30,5,2016-11-01,10,4,"11/18/16",1540.39,5,1541.310845,"","M","nov","kayl",2010-02-07,2.453114305,2015-11-15,15.158,4.2,10,40,2018-04-27,"",0.892953929539295,"nov",0,0.01,0.01,0.386666666666667,0,5,300
"tws","burn",2015-11-09,6.71047227926078,2015,11,2022-02-22 12:26:00,225,5758.905454,637.063098464318,1.42,36,5,2016-11-01,10,4,"11/18/16",7739.13,5,3708.277738,"","F","nov","blaz",2009-02-28,2.247775496,2015-11-15,21.403,0.3,10,40,2018-04-27,"",0.74412827461608,"nov",0,0,0.0166666666666667,0.336666666666667,0,4,300
"tws","bong",2015-11-11,2.53251197809719,2015,11,2022-02-22 12:00:00,227,4005.896859,2436.64397634885,0.66,22,5,2016-11-01,10,4,"11/18/16",3289.82,5,3391.537765,"","M","nov","bonn",2013-05-04,1.971252567,2015-11-15,50.027,0.5,10,40,2018-04-27,"",1.21766444937177,"nov",0.00333333333333333,0.0466666666666667,0,0.403333333333333,2,1,300
"tws","atom",2015-11-12,6.72963723477071,2015,11,2022-02-22 10:55:00,228,1818.720482,567.671419637273,0.92,26,5,2016-11-01,10,4,"11/18/16",1765.18,5,1305.47821,"","F","nov","arte",2009-02-21,2.795345654,2015-11-15,13.774,15.3,10,40,2018-04-27,"",1.03033145716073,"nov",0,0.0132890365448505,0.0631229235880399,0.332225913621262,6,2,301
"twn","safi",2015-11-12,2.71868583162218,2015,11,2022-02-22 11:56:00,229,6804.854283,328.351916376307,0.78,28,5,2016-11-01,10,4,"11/18/16",7112.57,5,6204.408832,"","F","nov","saph",2013-02-25,1.741273101,2015-11-15,8.58,2,10,40,2018-04-27,"",0.956736353077816,"nov",0,0.0142857142857143,0.0428571428571429,0.317857142857143,0,1,280
"gn","spad",2015-11-18,5.82340862422998,2015,11,2022-02-22 12:00:00,232,14774.85006,502.719324577861,0.72,26,5,2016-11-01,10,4,"11/18/16",14339.9,5,13551.33504,"","F","nov","spik",2010-01-18,2.258726899,2015-11-15,12.198,1.8,2,40,2018-01-16,"",1.03033145716073,"nov",0,0.0333333333333333,0.0466666666666667,0.36,0,0,300
"twn","kabu",2015-11-18,2.57631759069131,2015,11,2022-02-22 14:10:00,235,7140.567917,377.307379612258,0.86,26,5,2016-11-01,10,4,"11/18/16",6930.36,5,5483.095372,"","F","nov","kayl",2013-04-18,1.604380561,2015-11-15,9.155,16,11,40,2018-04-27,"",1.03033145716073,"nov",0,0.0167224080267559,0,0.317725752508361,0,6,299
"twn","petr",2015-11-18,5.61806981519507,2015,11,2022-02-22 14:17:00,236,5996.018568,451.120325203252,0.8,31,5,2016-11-01,10,4,"11/18/16",6938.64,5,5901.369732,"","F","nov","park",2010-04-03,2.565366188,2015-11-15,13.051,0.1,11,40,2018-04-27,"",0.864148964070286,"nov",0,0.0566666666666667,0.116666666666667,0.263333333333333,0,0,300
"gn","ting",2015-11-18,4.82409308692676,2015,11,2022-02-22 16:40:00,237,8433.056911,663.578418329638,1.04,33,5,2016-11-01,10,4,"11/18/16",10388.4,5,6796.475891,"","M","nov","tang",2011-01-18,2.704996578,2015-11-15,20.436,0.3,2,40,2018-01-16,"",0.811776299581178,"nov",0.0132890365448505,0.0332225913621262,0,0.435215946843854,0,1,301
"tws","blas",2015-11-23,3.78370978781656,2015,11,2022-02-22 12:30:00,242,4098.695743,525.503387533875,1.62,36,5,2016-11-01,10,4,"11/18/16",5508.05,5,2313.403114,"","M","nov","blaz",2012-02-02,1.817932923,2015-11-15,17.655,11.1,11,40,2018-04-27,"",0.74412827461608,"nov",0.0433333333333333,0.0233333333333333,0,0.396666666666667,0,3,300
"tws","peke",2015-11-23,4.87611225188227,2015,11,2022-02-22 12:03:00,243,7286.627705,480.505378361476,1.48,26,5,2016-11-01,10,4,"11/18/16",7072.12,5,3251.294896,"","M","nov","pans",2010-12-30,2.814510609,2015-11-15,11.659,1.4,11,40,2018-04-27,"",1.03033145716073,"nov",0,0.04,0.0133333333333333,0.363333333333333,0,1,300
"tws","fris",2015-11-23,6.71594798083504,2015,11,2022-02-22 10:00:00,245,11729.70544,909.370544090056,1.52,26,5,2016-11-01,10,4,"11/18/16",11384.4,5,5096.065661,"","M","nov","flet",2009-02-26,1.418206708,2015-11-15,22.065,0.8,11,40,2018-04-27,"",1.03033145716073,"nov",0.0166666666666667,0.0133333333333333,0.0233333333333333,0.43,4,9,300
"tws","brav",2015-11-23,2.63655030800821,2015,11,2022-02-22 15:15:00,246,18491.96862,781.284682926829,1.16,25,5,2016-11-01,10,4,"11/18/16",17257.3,5,10122.39583,"","M","nov","bow",2013-03-27,3.370294319,2015-11-15,18.228,8.6,11,40,2018-04-27,"",1.07154471544715,"nov",0.0166666666666667,0.00666666666666667,0,0.33,0,1,300
"tws","tatu",2015-11-23,6.70773442847365,2015,11,2022-02-22 14:30:00,247,5265.579661,849.556368563686,0.94,30,5,2016-11-01,10,4,"11/18/16",5896.81,5,4268.327529,"","M","nov","twin",2009-03-01,2.945927447,2015-11-15,23.785,1.6,11,40,2018-04-27,"",0.892953929539295,"nov",0,0.0233333333333333,0.01,0.363333333333333,1,0,300
"tws","boyd",2015-11-23,3.61396303901437,2015,11,2022-02-22 15:35:00,248,3681.693699,496.259146341463,0.58,24,5,2016-11-01,10,4,"11/18/16",3298.44,5,3869.448326,"","F","nov","buai",2012-04-04,2.740588638,2015-11-15,11.115,15.1,11,40,2018-04-27,"",1.11619241192412,"nov",0,0.00333333333333333,0.0333333333333333,0.403333333333333,2,2,300
"twn","keny",2015-11-25,5.76865160848734,2015,11,2022-02-22 14:45:00,256,3122.015412,194.229126899965,0.86,23,5,2016-11-01,10,4,"11/18/16",2680.48,5,2120.716309,"","M","nov","kayl",2010-02-07,2.453114305,2015-11-15,4.169,1.1,11,40,2018-04-27,"",1.16472251679039,"nov",0,0.01,0.01,0.386666666666667,0,5,300
"gn","ropa",2015-11-26,5.90280629705681,2015,11,2022-02-22 12:40:00,258,16661.29251,679.493292682927,0.76,24,5,2016-11-01,10,4,"11/18/16",14926.9,5,13363.63138,"","M","nov","robe",2009-12-20,3.529089665,2015-11-15,15.219,15.6,2,40,2018-01-16,"",1.11619241192412,"nov",0.02,0.0466666666666667,0.04,0.423333333333333,2,3,300
"gn","dean",2015-11-26,4.84873374401095,2015,11,2022-02-22 14:10:00,259,15358.58435,616.093563685637,0.72,24,5,2016-11-01,10,4,"11/18/16",13759.8,5,13003.1353,"","M","nov","desd",2011-01-09,2.302532512,2015-11-15,13.799,14.4,2,40,2018-01-16,"",1.11619241192412,"nov",0.02,0.03,0.01,0.426666666666667,1,0,300
"gn","dext",2015-11-26,2.64476386036961,2015,11,2022-02-22 09:30:00,260,15172.62669,583.143563685637,0.8,24,5,2016-11-01,10,4,"11/18/16",13593.2,5,11561.12711,"","M","nov","dj",2013-03-24,1.80698152,2015-11-15,13.061,0.4,2,40,2018-01-16,"",1.11619241192412,"nov",0.00664451827242525,0,0,0.378737541528239,0,1,301
"gn","mole",2015-11-26,2.58179329226557,2015,11,2022-02-22 14:28:00,262,3966.054878,NA,1.06,28,5,2016-11-01,10,4,"11/18/16",4145.4,5,2660.902945,"","F","nov","merl",2013-04-16,1.467488022,2015-11-15,NA,NA,NA,NA,NA,NA,0.956736353077816,"nov",0.01,0.02,0,0.34,0,1,300
"twn","pam",2015-12-01,2.77070499657769,2015,12,2022-02-22 10:50:00,266,23222.29942,674.369969512195,0.78,32,5,2016-11-01,10,4,"11/18/16",27739.9,5,24197.95946,"","F","dec","park",2013-03-08,1.796030116,2015-12-15,20.139,12.1,11,40,2018-04-27,"",0.837144308943089,"dec",0,0,0.01,0.35,0,1,300
"twn","safi",2015-12-01,2.80082135523614,2015,12,2022-02-22 10:11:00,267,7399.430266,325.749593495935,0.54,22,5,2016-11-01,10,4,"11/18/16",6076.74,5,7656.765592,"","F","dec","saph",2013-02-25,1.741273101,2015-12-15,6.688,20.1,11,40,2018-04-27,"",1.21766444937177,"dec",0,0.00666666666666667,0.0133333333333333,0.323333333333333,0,0,300
"tws","dame",2015-12-03,3.93702943189596,2015,12,2022-02-22 11:27:00,268,6156.735319,4718.01138211382,1.24,26,5,2016-11-01,10,4,"11/18/16",5975.49,5,3278.840533,"","F","dec","dixi",2012-01-07,1.869952088,2015-12-15,114.478,13.8,11,40,2018-04-27,"",1.03033145716073,"dec",0.00666666666666667,0.00666666666666667,0.0166666666666667,0.383333333333333,0,1,300
"gn","dean",2015-12-03,4.93086926762491,2015,12,2022-02-22 14:20:00,272,13029.46525,474.002989771833,0.84,31,5,2016-11-01,10,4,"11/18/16",15077.8,5,12213.13475,"","M","dec","desd",2011-01-09,2.302532512,2015-12-15,13.713,5.3,2,40,2018-01-16,"",0.864148964070286,"dec",0.01,0.0466666666666667,0.0133333333333333,0.393333333333333,0,2,300
"gn","mayh",2015-12-04,5.75496235455168,2015,12,2022-02-22 12:00:00,274,6211.796564,822.220456333596,1.08,31,5,2016-11-01,10,4,"11/18/16",7188.34,6,4528.69749,"","F","dec","mixu",2010-03-14,2.214921287,2015-12-15,23.787,3.9,2,40,2018-01-16,"",0.864148964070286,"dec",0,0.0166666666666667,0.02,0.413333333333333,2,0,300
"tws","sevi",2015-12-04,2.68583162217659,2015,12,2022-02-22 15:42:00,279,3313.803881,878.770364542355,1.64,31,6,2016-11-02,10,4,"11/18/16",3834.76,6,1590.972955,"","F","dec","sava",2013-04-08,1.735797399,2015-12-15,25.423,6.4,11,40,2018-04-27,"",0.864148964070286,"dec",0.0166666666666667,0.0166666666666667,0.0433333333333333,0.323333333333333,0,1,300
"twn","keny",2015-12-07,5.8507871321013,2015,12,2022-02-22 10:23:00,284,5647.247653,539.668883961567,0.76,22,6,2016-11-02,10,4,"11/18/16",4637.77,6,4152.064306,"","M","dec","kayl",2010-02-07,2.453114305,2015-12-15,11.08,14.4,12,40,2018-05-07,"",1.21766444937177,"dec",0.0132890365448505,0.0332225913621262,0.00664451827242525,0.425249169435216,0,1,301
"tws","bike",2015-12-07,6.72142368240931,2015,12,2022-02-22 12:28:00,286,4320.952548,NA,1.18,26,6,2016-11-02,10,4,"11/18/16",4193.75,6,2418.182014,"","M","dec","bif",2009-03-26,2.264202601,2015-12-15,NA,NA,NA,NA,NA,NA,1.03033145716073,"dec",0.0166666666666667,0.0433333333333333,0.01,0.366666666666667,1,1,300
"twn","pam",2015-12-18,2.77070499657769,2015,12,2022-02-22 10:13:00,293,7865.871987,1091.1586426299,0.6,23,6,2016-11-02,10,4,"11/18/16",6753.43,6,7658.462828,"","F","dec","park",2013-03-08,1.796030116,2015-12-15,23.421,6.4,12,40,2018-05-07,"",1.16472251679039,"dec",0,0,0.01,0.35,0,1,300
"tws","bong",2015-12-18,2.61464750171116,2015,12,2022-02-22 12:55:00,295,1111.415108,783.656368563686,1,30,6,2016-11-02,10,4,"11/18/16",1244.65,6,846.8679553,"","M","dec","bonn",2013-05-04,1.971252567,2015-12-15,21.94,1.6,12,40,2018-05-07,"",0.892953929539295,"dec",0.03,0,0,0.296666666666667,1,0,300
"gn","spad",2015-12-18,5.90554414784394,2015,12,2022-02-22 14:55:00,297,7349.047609,464.01037780966,0.86,34,6,2016-11-02,10,4,"11/18/16",9327.38,6,7379.546532,"","F","dec","spik",2010-01-18,2.258726899,2015-12-15,14.723,1.2,2,40,2018-01-16,"",0.787900526064084,"dec",0,0.0102739726027397,0.0513698630136986,0.376712328767123,0,3,292
"gn","renl",2015-12-19,2.63381245722108,2015,12,2022-02-22 15:20:00,304,1703.488211,401.252282676673,0.54,26,6,2016-11-02,10,4,"11/18/16",1653.34,6,2083.228314,"","M","dec","robe",2013-04-27,1.834360027,2015-12-15,9.736,3.3,2,40,2018-01-16,"",1.03033145716073,"dec",0.0366666666666667,0.00333333333333333,0,0.38,1,1,300
"tws","blas",2015-12-22,3.86584531143053,2015,12,2022-02-22 14:00:00,312,20893.53138,305.055386178862,1.38,32,6,2016-11-02,10,4,"11/18/16",24958.1,6,12305.54606,"","M","dec","blaz",2012-02-02,1.817932923,2015-12-15,9.11,1.6,12,40,2018-05-07,"",0.837144308943089,"dec",0,0,0,0.31,0,0,300
"tws","burn",2015-12-28,6.79260780287474,2015,12,2022-02-22 15:15:00,319,4799.128805,464.752755194219,0.76,36,6,2016-11-02,10,4,"11/18/16",6449.33,6,5773.902735,"","F","dec","blaz",2009-02-28,2.247775496,2015-12-15,15.614,2.2,12,40,2018-05-07,"",0.74412827461608,"dec",0,0.00666666666666667,0.0333333333333333,0.45,0,0,300
"tws","boyd",2015-12-28,3.69609856262834,2015,12,2022-02-22 14:45:00,320,4458.008711,1359.97393728223,1.08,35,6,2016-11-02,10,4,"11/18/16",5824.5,6,3669.470077,"","F","dec","buai",2012-04-04,2.740588638,2015-12-15,44.421,1.9,12,40,2018-05-07,"",0.765389082462253,"dec",0.0233333333333333,0.0133333333333333,0.0133333333333333,0.44,1,0,300
"tws","sevi",2015-12-29,2.68583162217659,2015,12,2022-02-22 09:00:00,321,16910.23133,NA,0.68,32,6,2016-11-02,10,4,"11/18/16",20199.9,6,20211.9755,"","F","dec","sava",2013-04-08,1.735797399,2015-12-15,NA,NA,NA,NA,NA,NA,0.837144308943089,"dec",0.0166666666666667,0.0166666666666667,0.0433333333333333,0.323333333333333,0,1,300
"tws","peke",2015-12-29,4.95824777549624,2015,12,2022-02-22 10:55:00,322,1491.338116,576.774701099952,1,34,6,2016-11-02,10,4,"11/18/16",1892.8,6,1287.873431,"","M","dec","pans",2010-12-30,2.814510609,2015-12-15,18.301,11.2,12,40,2018-05-07,"",0.787900526064084,"dec",0.183333333333333,0.0233333333333333,0,0.336666666666667,0,1,300
"tws","atom",2015-12-29,6.81177275838467,2015,12,2022-02-22 08:35:00,324,5182.714529,356.308461306835,0.76,27,6,2016-11-02,10,4,"11/18/16",5223.61,6,4676.550288,"","F","dec","arte",2009-02-21,2.795345654,2015-12-15,8.978,9,12,40,2018-05-07,"",0.992171032821439,"dec",0.00666666666666667,0.00333333333333333,0,0.31,1,11,300
"gn","spor",2015-12-29,2.26967830253251,2015,12,2022-02-22 08:46:00,327,9752.437555,463.113383364603,0.8,26,6,2016-11-02,10,4,"11/18/16",9465.34,6,8050.348624,"","F","dec","spik",2013-09-07,2.168377823,2015-12-15,11.237,6,2,40,2018-01-16,"",1.03033145716073,"dec",0,0.0566666666666667,0.0133333333333333,0.356666666666667,0,0,300
"gn","ting",2015-12-30,4.90622861054073,2015,12,2022-02-22 10:38:00,329,4629.082738,347.831068524971,0.64,28,6,2016-11-02,10,4,"11/18/16",4838.41,6,5143.883802,"","M","dec","tang",2011-01-18,2.704996578,2015-12-15,9.089,2,2,40,2018-01-16,"",0.956736353077816,"dec",0.01,0,0.00333333333333333,0.413333333333333,2,0,300
"tws","tatu",2015-12-30,6.78986995208761,2015,12,2022-02-22 11:30:00,332,936.8843824,1531.09913453973,0.72,31,6,2016-11-02,10,4,"11/18/16",1084.17,6,1024.550444,"","M","dec","twin",2009-03-01,2.945927447,2015-12-15,44.295,0.6,13,40,2018-05-08,"",0.864148964070286,"dec",0.0566666666666667,0.00333333333333333,0,0.38,5,5,300
"gn","stel",2015-12-30,2.60643394934976,2015,12,2022-02-22 16:32:00,337,3831.72743,214.262354188759,0.48,23,6,2016-11-02,10,4,"11/18/16",3289.82,6,4663.364428,"","F","dec","sput",2013-05-07,2.223134839,2015-12-15,9.198,18,6,20,2018-01-26,"",1.16472251679039,"dec",0.00333333333333333,0,0,0.343333333333333,0,0,300
"twn","ruki",2015-12-31,4.81314168377823,2015,12,2022-02-22 08:45:00,345,2845.425761,NA,1.04,35,7,2016-11-03,10,4,"11/18/16",3717.62,6,2432.204642,"","M","dec","rave",2011-02-21,2.770704997,2015-12-15,NA,NA,NA,NA,NA,NA,0.765389082462253,"dec",0.0866666666666667,0.0266666666666667,0,0.316666666666667,0,0,300
"twn","onyx",2015-12-31,2.84188911704312,2015,12,2022-02-22 16:10:00,347,14839.07651,844.224157955865,0.7,28,7,2016-11-03,10,4,"11/18/16",15510.1,6,15075.96131,"","M","dec","opal",2013-02-10,1.631759069,2015-12-15,22.06,2.7,13,40,2018-05-08,"",0.956736353077816,"dec",0.09,0.01,0.00666666666666667,0.37,0,1,300
"gn","spad",2016-01-04,5.99041752224504,2016,1,2022-02-22 09:48:00,350,12534.49734,268.957723577236,0.56,26,7,2016-11-03,10,4,"11/18/16",12165.5,6,14781.2238,"","F","jan","spik",2010-01-18,2.258726899,2016-01-15,6.526,15,2,40,2018-01-16,"",1.03033145716073,"jan",0,0,0,0.243333333333333,2,1,300
"gn","mayh",2016-01-04,5.83983572895277,2016,1,2022-02-22 08:32:00,353,15686.17088,353.762833914053,0.5,28,7,2016-11-03,10,4,"11/18/16",16395.5,6,22311.20967,"","F","jan","mixu",2010-03-14,2.214921287,2016-01-15,9.244,4.7,2,40,2018-01-16,"",0.956736353077816,"jan",0,0.0367892976588629,0.0468227424749164,0.361204013377926,1,2,299
"twn","safi",2016-01-04,2.88569472963723,2016,1,2022-02-22 09:33:00,354,10086.00105,419.112247574089,0.6,31,7,2016-11-03,10,4,"11/18/16",11671.6,6,13235.72092,"","F","jan","saph",2013-02-25,1.741273101,2016-01-15,12.125,9.2,19,40,2018-05-16,"",0.864148964070286,"jan",0,0.0233333333333333,0.0266666666666667,0.356666666666667,0,0,300
"tws","fris",2016-01-04,6.8829568788501,2016,1,2022-02-22 08:12:00,359,18597.55149,683.181192411924,1.64,30,7,2016-11-03,10,4,"11/18/16",20827,6,8640.74772,"","M","jan","flet",2009-02-26,1.418206708,2016-01-15,19.127,4.2,13,40,2018-05-08,"",0.892953929539295,"jan",0.0564784053156146,0.00996677740863787,0,0.538205980066445,0,2,301
"twn","davi",2016-01-06,2.34907597535934,2016,1,2022-02-22 12:52:00,364,8195.828817,1006.7162601626,0.5,36,7,2016-11-03,10,4,"11/18/16",11014,6,14987.99447,"","F","jan","didg",2013-09-09,1.349760438,2016-01-15,33.822,14.4,13,40,2018-05-08,"",0.74412827461608,"jan",0.01,0.03,0.02,0.4,1,0,300
"tws","brav",2016-01-06,2.80355920602327,2016,1,2022-02-22 12:30:00,365,6735.657958,343.512507817386,0.66,26,7,2016-11-03,10,4,"11/18/16",6537.37,6,6739.498587,"","M","jan","bow",2013-03-27,3.370294319,2016-01-15,8.335,9.9,13,40,2018-05-08,"",1.03033145716073,"jan",0.12,0.0133333333333333,0.00333333333333333,0.42,0,0,300
"tws","sevi",2016-01-06,2.77070499657769,2016,1,2022-02-22 12:03:00,366,1309.516938,604.529810298103,0.8,30,7,2016-11-03,10,4,"11/18/16",1466.5,6,1247.270173,"","F","jan","sava",2013-04-08,1.735797399,2016-01-15,16.925,2,13,40,2018-05-08,"",0.892953929539295,"jan",0.0199335548172757,0,0.00996677740863787,0.3421926910299,3,3,301
"twn","onyx",2016-01-06,2.92676249144422,2016,1,2022-02-22 12:47:00,367,15996.37669,1068.65479182065,0.64,33,7,2016-11-03,10,4,"11/18/16",19705.4,6,20949.50363,"","M","jan","opal",2013-02-10,1.631759069,2016-01-15,32.911,14.5,13,40,2018-05-08,"",0.811776299581178,"jan",0.0433333333333333,0,0,0.366666666666667,0,0,300
"gn","ropa",2016-01-06,6.06981519507187,2016,1,2022-02-22 08:25:00,369,1665.541552,416.597949805585,0.5,23,7,2016-11-03,10,4,"11/18/16",1429.99,6,1945.948993,"","M","jan","robe",2009-12-20,3.529089665,2016-01-15,8.942,1,2,40,2018-01-16,"",1.16472251679039,"jan",0.0266666666666667,0,0.00333333333333333,0.383333333333333,1,2,300
"gn","mole",2016-01-06,2.74880219028063,2016,1,2022-02-22 14:15:00,370,4822.092604,385.934688346883,0.76,36,7,2016-11-03,10,4,"11/18/16",6480.19,6,5801.53082,"","F","jan","merl",2013-04-16,1.467488022,2016-01-15,12.966,16.9,2,40,2018-01-16,"",0.74412827461608,"jan",0.00333333333333333,0,0,0.44,0,2,300
"gn","stre",2016-01-11,6.86652977412731,2016,1,2022-02-22 12:12:00,376,38736.17403,488.055132113821,1.1,32,7,2016-11-03,10,4,"11/18/16",46271.8,6,28621.48516,"","F","jan","sput",2009-03-04,3.06091718,2016-01-15,14.575,8.6,2,40,2018-01-16,"",0.837144308943089,"jan",0,0.04,0.0633333333333333,0.45,0,0,300
"gn","spor",2016-01-11,2.35455167693361,2016,1,2022-02-22 11:49:00,377,25258.18415,404.008075880759,0.46,30,7,2016-11-03,10,4,"11/18/16",28286.1,6,41839.23134,"","F","jan","spik",2013-09-07,2.168377823,2016-01-15,11.311,6,2,40,2018-01-16,"",0.892953929539295,"jan",0.0133333333333333,0.0166666666666667,0,0.37,0,4,300
"gn","renl",2016-01-11,2.71868583162218,2016,1,2022-02-22 10:00:00,378,6069.552579,NA,0.44,29,7,2016-11-03,10,4,"11/18/16",6570.59,6,10160.61857,"","M","jan","robe",2013-04-27,1.834360027,2016-01-15,NA,NA,NA,NA,NA,NA,0.923745444350995,"jan",0.01,0,0,0.323333333333333,0,1,300
"gn","dais",2016-01-11,5.89733059548255,2016,1,2022-02-22 12:20:00,379,10808.08392,432.178179910831,1,31,7,2016-11-03,10,4,"11/18/16",12507.2,6,8509.980228,"","F","jan","daff",2010-02-21,1.98220397,2016-01-15,12.503,5.6,2,40,2018-01-16,"",0.864148964070286,"jan",0.00333333333333333,0.0366666666666667,0.0466666666666667,0.373333333333333,0,3,300
"gn","ropa",2016-01-11,6.06981519507187,2016,1,2022-02-22 11:36:00,380,21820.13293,387.006233062331,0.44,30,7,2016-11-03,10,4,"11/18/16",24435.9,6,37787.14839,"","M","jan","robe",2009-12-20,3.529089665,2016-01-15,10.835,6.9,2,40,2018-01-16,"",0.892953929539295,"jan",0.0266666666666667,0,0.00333333333333333,0.383333333333333,1,2,300
"tws","dame",2016-01-11,4.02190280629706,2016,1,2022-02-22 11:51:00,381,8175.421843,230.632140921409,0.52,30,7,2016-11-03,10,4,"11/18/16",9155.48,6,11979.70796,"","F","jan","dixi",2012-01-07,1.869952088,2016-01-15,6.457,11.3,13,40,2018-05-08,"",0.892953929539295,"jan",0.07,0.0133333333333333,0.0166666666666667,0.383333333333333,5,0,300
"twn","pam",2016-01-13,2.85557837097878,2016,1,2022-02-22 08:33:00,386,14418.15504,844.972538392051,0.86,36,7,2016-11-03,10,4,"11/18/16",19375.9,6,15329.63765,"","F","jan","park",2013-03-08,1.796030116,2016-01-15,28.388,5.1,13,40,2018-05-08,"",0.74412827461608,"jan",0.0100334448160535,0.0100334448160535,0.0167224080267559,0.347826086956522,0,0,299
"tws","bong",2016-01-14,2.69952087611225,2016,1,2022-02-22 08:30:00,390,1554.297934,283.631933152665,0.56,36,7,2016-11-03,10,4,"11/18/16",2088.75,6,2537.85551,"","M","jan","bonn",2013-05-04,1.971252567,2016-01-15,9.529,12.2,13,40,2018-05-08,"",0.74412827461608,"jan",0.0733333333333333,0,0,0.353333333333333,5,3,300
"tws","burn",2016-01-14,6.87748117727584,2016,1,2022-02-22 09:30:00,391,15520.06949,1302.09425813008,0.76,32,7,2016-11-03,10,4,"11/18/16",18539.3,6,16597.71092,"","F","jan","blaz",2009-02-28,2.247775496,2016-01-15,38.885,4.6,13,40,2018-05-08,"",0.837144308943089,"jan",0.00333333333333333,0.0633333333333333,0.123333333333333,0.33,1,2,300
"tws","dubl",2016-01-14,6.86379192334018,2016,1,2022-02-22 08:20:00,392,15191.70344,523.059940872136,0.88,22,7,2016-11-03,10,4,"11/18/16",12476.1,6,9646.385892,"","M","jan","dixi",2009-03-05,2.321697467,2016-01-15,10.739,10.2,13,40,2018-05-08,"",1.21766444937177,"jan",0.040133779264214,0,0.0167224080267559,0.357859531772575,3,0,299
"tws","peke",2016-01-14,5.04312114989733,2016,1,2022-02-22 09:54:00,393,9836.131067,417.577728504558,0.68,33,7,2016-11-03,10,4,"11/18/16",12116.8,6,12124.04342,"","M","jan","pans",2010-12-30,2.814510609,2016-01-15,12.86,4.2,13,40,2018-05-08,"",0.811776299581178,"jan",0.12,0,0,0.356666666666667,0,0,300
