subj,group,year,month,sex,age,mrank,log2_avg_neo,log2_avg_cp_tar,avg_cr_resid,avg_rain,n_partners,r,f,m
mole,gn,2016,2,F,2.833675564681725,0.737,9.007917861073787,14.375262450945348,-0.11150286851730996,1.3344827586206895,6,0.33055555555555555,0.2972222222222222,0.25555555555555554
mole,gn,2016,3,F,2.9130732375085557,0.737,8.56224945040816,12.951916803096934,-0.12433732719643742,2.5,7,0.36333333333333334,0.24666666666666667,0.22666666666666666
mole,gn,2015,8,F,2.329911019849418,0.737,7.005338411381506,10.234982696837164,-0.2098910380749615,8.241935483870968,4,0.38333333333333336,0.12777777777777777,0.2611111111111111
mole,gn,2015,9,F,2.414784394250513,0.737,7.485460691731272,11.775980144156975,-0.2594310821689331,7.55,9,0.25333333333333335,0.35333333333333333,0.23
mole,gn,2015,10,F,2.4969199178644765,0.737,8.53647328549064,11.563545984563858,-0.12002087875200894,7.490322580645161,5,0.25625,0.365625,0.228125
mole,gn,2015,11,F,2.5817932922655715,0.737,NA,12.271218253827797,0.3553986391054188,9.96,5,0.34,0.27,0.23
mole,gn,2015,12,F,2.6639288158795345,0.737,7.905167243620831,10.903652165356755,-0.07155469773985856,5.9,4,0.43,0.20666666666666667,0.21333333333333335
onyx,twn,2016,1,M,2.926762491444216,0.909,9.550571339823588,13.301636766982122,-0.0417282579935882,2.8548387096774195,4,0.36666666666666664,0.28,0.17666666666666667
onyx,twn,2016,2,M,3.0116358658453115,0.909,8.743191956987774,13.647319489958356,-0.40143221463082723,1.3344827586206895,10,0.42618384401114207,0.29526462395543174,0.17548746518105848
onyx,twn,2016,3,M,3.0910335386721424,0.909,8.640829295504652,14.41751984523642,-0.20446513791406268,2.5,7,0.36666666666666664,0.23666666666666666,0.19
onyx,twn,2015,8,M,2.507871321013005,0.909,8.680595224912008,13.660498845740511,-0.3113324542271428,8.241935483870968,6,0.25555555555555554,0.35555555555555557,0.20555555555555555
onyx,twn,2015,10,M,2.674880219028063,0.909,7.592268543621664,12.936629380589908,-0.22923559561060006,7.490322580645161,9,0.43333333333333335,0.19666666666666666,0.15
onyx,twn,2015,11,M,2.759753593429158,0.909,7.752985000164265,10.643042945302145,-0.043211252090517044,9.96,4,0.30666666666666664,0.27,0.21333333333333335
onyx,twn,2015,12,M,2.841889117043121,0.909,9.01469404773867,13.024011552526373,-0.010496171482477343,5.9,7,0.37,0.24333333333333335,0.17
pam,twn,2016,1,F,2.855578370978782,0.091,9.77783048889312,14.289282242980867,0.05501915611139688,2.8548387096774195,4,0.34782608695652173,0.2976588628762542,0.23076923076923078
pam,twn,2016,2,F,2.940451745379877,0.091,8.490966336256438,13.55789405660646,-0.3284982666770534,1.3344827586206895,2,0.31666666666666665,0.38333333333333336,0.18333333333333332
pam,twn,2016,3,F,3.0198494182067077,0.091,8.592946078893217,10.617952649206021,-0.09746974994614147,2.5,8,0.42333333333333334,0.23,0.17333333333333334
pam,twn,2015,8,F,2.43668720054757,0.091,9.778292193880908,12.449903058913268,-0.1148726456633049,8.241935483870968,6,0.26666666666666666,0.2722222222222222,0.24444444444444444
pam,twn,2015,9,F,2.521560574948665,0.091,7.892625855610349,13.290906523928436,-0.09067158094293717,7.55,6,0.23,0.30333333333333334,0.19333333333333333
pam,twn,2015,10,F,2.6036960985626285,0.091,8.62149509709347,14.653823678561348,-0.1729959681356989,7.490322580645161,6,0.2425249169435216,0.31561461794019935,0.2159468438538206
pam,twn,2015,11,F,2.6885694729637235,0.091,8.098282484526777,13.240342756764873,0.08329868224548057,9.96,1,0.27666666666666667,0.39666666666666667,0.16666666666666666
pam,twn,2015,12,F,2.7707049965776864,0.091,9.785884486252964,13.918453424395302,-0.002851197327768269,5.9,5,0.35,0.33,0.21333333333333335
peke,tws,2016,1,M,5.04312114989733,0.174,8.448395064220048,13.20857168403165,-0.16809827093560675,2.8548387096774195,9,0.3566666666666667,0.26,0.19
peke,tws,2016,2,M,5.127994524298426,0.174,8.678431637400928,12.619453576733441,-0.0878576350112344,1.3344827586206895,10,0.39166666666666666,0.28055555555555556,0.19444444444444445
peke,tws,2016,3,M,5.207392197125257,0.174,9.141255148422697,14.028783449927243,0.00584860467086161,2.5,14,0.49333333333333335,0.13666666666666666,0.19
peke,tws,2015,8,M,4.6242299794661195,0.174,9.202214784450712,12.828529017829524,-0.06194705496952495,8.241935483870968,3,0.45251396648044695,0.25139664804469275,0.17318435754189945
peke,tws,2015,10,M,4.791238877481177,0.174,9.221354873231821,12.859336286769505,0.05965728271738435,7.490322580645161,5,0.41875,0.203125,0.259375
peke,tws,2015,11,M,4.876112251882272,0.174,8.294874950759072,12.037158620105714,0.3912555599702058,9.96,3,0.36333333333333334,0.2633333333333333,0.22
peke,tws,2015,12,M,4.958247775496235,0.174,9.26396480415475,14.215786898389835,0.15345070412399098,5.9,10,0.33666666666666667,0.20666666666666667,0.16666666666666666
petr,twn,2016,1,F,5.7850787132101305,0.091,8.870227482202793,14.627541350572226,-0.3461140446924064,2.8548387096774195,7,0.29,0.42,0.12666666666666668
petr,twn,2016,2,F,5.8699520876112254,0.091,8.439811896821615,13.98249133444969,-0.2619018182473179,1.3344827586206895,6,0.2972222222222222,0.4305555555555556,0.17222222222222222
petr,twn,2016,3,F,5.949349760438056,0.091,8.385204750139307,13.25250835982279,-0.27308972310819457,2.5,12,0.45,0.24,0.12666666666666668
petr,twn,2015,8,F,5.366187542778919,0.091,9.025379872552609,11.721276347347024,0.15243834428810066,8.241935483870968,8,0.3,0.2777777777777778,0.12777777777777777
petr,twn,2015,9,F,5.451060917180014,0.091,9.608027063938666,12.652462508092157,-0.12066645020812551,7.55,11,0.25752508361204013,0.34448160535117056,0.16387959866220736
petr,twn,2015,10,F,5.533196440793977,0.091,9.22234600617538,13.202025517278528,-0.15506658309994023,7.490322580645161,5,0.2,0.36333333333333334,0.19333333333333333
petr,twn,2015,11,F,5.618069815195072,0.091,8.817368477847845,12.57301012062293,0.01927398612902748,9.96,5,0.2633333333333333,0.26666666666666666,0.17333333333333334
petr,twn,2015,12,F,5.700205338809035,0.091,8.816269896937477,13.244625633045741,0.14984544745824413,5.9,2,0.34,0.3233333333333333,0.18333333333333332
pira,gn,2016,1,M,4.9664613278576315,0.947,8.68184354239533,12.792296480125849,-0.09414640015884561,2.8548387096774195,11,0.48,0.24333333333333335,0.18
pira,gn,2016,2,M,5.0513347022587265,0.947,8.116637482284144,13.334494639353126,-0.008098270935606802,1.3344827586206895,13,0.375,0.24166666666666667,0.21944444444444444
pira,gn,2016,3,M,5.130732375085558,0.947,8.843333251258825,13.375119625604263,-0.05629894074008902,2.5,10,0.36333333333333334,0.16333333333333333,0.24666666666666667
pira,gn,2015,8,M,4.547570157426421,0.947,7.748524678435305,12.138256338588558,-0.08345107462777558,8.241935483870968,8,0.4388888888888889,0.26666666666666666,0.15555555555555556
pira,gn,2015,9,M,4.632443531827516,0.947,9.365673295404708,11.842682800629644,0.07372868751339656,7.55,7,0.29333333333333333,0.4633333333333333,0.17666666666666667
pira,gn,2015,10,M,4.714579055441479,0.947,8.620130721671922,12.411158059869571,-0.16009353353083108,7.490322580645161,5,0.365625,0.271875,0.1875
pira,gn,2015,11,M,4.799452429842574,0.947,12.250708593673698,11.703368936938801,0.2591714122000817,9.96,4,0.49,0.31,0.12
pira,gn,2015,12,M,4.8815879534565365,0.947,8.930224867301495,12.99712120624371,0.06857653007036711,5.9,11,0.42,0.30666666666666664,0.13
renl,gn,2016,1,M,2.7186858316221767,0.263,8.789939519507334,13.01897487226668,-0.2072461994847714,2.8548387096774195,8,0.3233333333333333,0.33666666666666667,0.20666666666666667
renl,gn,2016,2,M,2.8035592060232717,0.263,8.452889982595776,14.11102107185247,-0.2642384516809521,1.3344827586206895,9,0.47214076246334313,0.2375366568914956,0.19648093841642228
renl,gn,2016,3,M,2.8829568788501025,0.263,8.373911352982867,12.23023689412401,-0.10974920691918084,2.5,10,0.3233333333333333,0.23333333333333334,0.22
renl,gn,2015,8,M,2.299794661190965,0.263,8.921024840058047,11.5269699485886,-0.19823116719987077,8.241935483870968,5,0.4722222222222222,0.25,0.2222222222222222
renl,gn,2015,9,M,2.3846680355920604,0.263,8.400786589228126,11.179574568464353,-0.21933732719643745,7.55,6,0.3566666666666667,0.30666666666666664,0.24
renl,gn,2015,10,M,2.4668035592060233,0.263,9.169090180269798,11.17442458270775,-0.07427762796907139,7.490322580645161,3,0.28125,0.378125,0.265625
renl,gn,2015,11,M,2.5516769336071183,0.263,10.24036643894181,14.347501613202764,0.3086538570188112,9.96,5,0.36,0.29333333333333333,0.20666666666666667
renl,gn,2015,12,M,2.6338124572210813,0.263,8.759718430762907,12.4841945425484,0.02466569498027766,5.9,6,0.38,0.33,0.18666666666666668
ropa,gn,2016,1,M,6.069815195071868,0.263,8.65034126328731,13.445361219336105,-0.19734850228467915,2.8548387096774195,6,0.38333333333333336,0.38666666666666666,0.12666666666666668
ropa,gn,2016,2,M,6.154688569472964,0.263,8.20908289866472,13.017156889379066,-0.11736436853229071,1.3344827586206895,11,0.5431754874651811,0.17548746518105848,0.1532033426183844
ropa,gn,2016,3,M,6.234086242299795,0.263,9.332731815795979,11.074056072363936,-0.07525594225166188,2.5,10,0.5933333333333334,0.14,0.14
ropa,gn,2015,8,M,5.650924024640657,0.263,6.834107157288415,15.148820702116364,0.017148802672231747,8.241935483870968,5,0.25,0.6222222222222222,0.1
ropa,gn,2015,9,M,5.735797399041752,0.263,8.70427779529803,11.42479507689832,-0.24161713623723036,7.55,11,0.4066666666666667,0.26,0.17333333333333334
ropa,gn,2015,10,M,5.817932922655715,0.263,8.96317976761745,13.214994471364214,-0.2512631167269449,7.490322580645161,6,0.390625,0.275,0.228125
ropa,gn,2015,11,M,5.90280629705681,0.263,9.40831549991259,13.988956805382015,0.15570527637610435,9.96,10,0.42333333333333334,0.28,0.15
ropa,gn,2015,12,M,5.984941820670773,0.263,8.220658101620002,12.630072629836462,0.0023445893155973323,5.9,11,0.47333333333333333,0.22,0.15666666666666668
ruki,twn,2016,1,M,4.898015058179329,0.273,8.678593960204543,10.79643403186797,-0.0400133215560404,2.8548387096774195,9,0.37333333333333335,0.2866666666666667,0.15666666666666668
ruki,twn,2016,2,M,4.982888432580425,0.273,8.135707903695963,12.26260205967299,-0.12237414576691558,1.3344827586206895,7,0.325,0.3055555555555556,0.2388888888888889
ruki,twn,2016,3,M,5.062286105407256,0.273,8.451421470438973,11.233306724940983,-0.14281727714715758,2.5,9,0.4066666666666667,0.15666666666666668,0.21666666666666667
ruki,twn,2015,8,M,4.479123887748118,0.273,8.909728068561964,11.954358018025042,0.31844530226014145,8.241935483870968,7,0.292817679558011,0.35911602209944754,0.13259668508287292
ruki,twn,2015,9,M,4.563997262149213,0.273,8.356199876880249,11.584948259316322,0.10303887298669463,7.55,4,0.28,0.3566666666666667,0.2
ruki,twn,2015,10,M,4.646132785763176,0.273,7.990526304170896,11.354430911470779,-0.10877863133944274,7.490322580645161,9,0.31,0.27,0.20333333333333334
ruki,twn,2015,11,M,4.731006160164271,0.273,9.30257382627555,11.51325633594235,0.19762215581962395,9.96,9,0.37,0.30666666666666664,0.16666666666666666
ruki,twn,2015,12,M,4.813141683778234,0.273,8.505450560009399,10.576653544940063,0.11296952869194854,5.9,8,0.31666666666666665,0.2833333333333333,0.19666666666666666
safi,twn,2016,1,F,2.8856947296372346,0.818,9.622164749428705,14.167098189486998,-6.915616241083e-4,2.8548387096774195,4,0.3566666666666667,0.36333333333333334,0.16
safi,twn,2016,2,F,2.97056810403833,0.818,8.083229522354838,11.597714126907626,-0.20682007678028172,1.3344827586206895,9,0.35555555555555557,0.25277777777777777,0.19722222222222222
safi,twn,2016,3,F,3.049965776865161,0.818,9.05337498100744,14.817875373474712,-0.25095612738850576,2.5,10,0.3466666666666667,0.27666666666666667,0.17666666666666667
safi,twn,2015,8,F,2.4668035592060233,0.818,8.201625378840122,12.638658114859807,-0.39072601387097255,8.241935483870968,12,0.2611111111111111,0.4,0.18333333333333332
safi,twn,2015,9,F,2.5516769336071183,0.818,7.548462410221659,11.812468365507906,-0.01760545029803662,7.55,14,0.2875,0.321875,0.15
safi,twn,2015,10,F,2.6338124572210813,0.818,8.757070861858443,13.107629384270234,0.1282739262945255,7.490322580645161,12,0.22666666666666666,0.29,0.18333333333333332
safi,twn,2015,11,F,2.7186858316221767,0.818,8.359099065110753,12.784817154433815,0.07539863910541877,9.96,3,0.31785714285714284,0.3142857142857143,0.18571428571428572
safi,twn,2015,12,F,2.8008213552361396,0.818,10.693009455963477,13.64845170343969,-0.037740617829486164,5.9,5,0.3233333333333333,0.37,0.18333333333333332
sevi,tws,2016,1,F,2.7707049965776864,0.87,9.239669672522652,13.544600597274911,-0.21393101121497504,2.8548387096774195,10,0.34219269102990035,0.3521594684385382,0.19601328903654486
sevi,tws,2016,2,F,2.855578370978782,0.87,9.168530738664472,13.277028272404728,-0.15314231702132197,1.3344827586206895,20,0.3114754098360656,0.34972677595628415,0.1885245901639344
sevi,tws,2016,3,F,2.9349760438056127,0.87,9.424740465253915,13.10332584725488,-0.20211458121316714,2.5,12,0.3311036789297659,0.3010033444816054,0.19063545150501673
sevi,tws,2015,10,F,2.518822724161533,0.87,9.896721494592748,12.969337954877917,-0.3196605280556936,7.490322580645161,9,0.315625,0.346875,0.1875
sevi,tws,2015,12,F,2.6858316221765914,0.87,9.779342407227427,13.220416932923673,0.366501336821212,5.9,11,0.3233333333333333,0.29333333333333333,0.18666666666666668
spad,gn,2016,1,F,5.990417522245037,0.368,8.908254084738974,14.146560067926819,0.050560505568173736,2.8548387096774195,2,0.24333333333333335,0.4766666666666667,0.19666666666666666
spad,gn,2016,2,F,6.075290896646133,0.368,9.189754051719573,13.743573427945895,0.030657813197788708,1.3344827586206895,12,0.3277777777777778,0.32222222222222224,0.16111111111111112
spad,gn,2016,3,F,6.154688569472964,0.368,8.7384296300466,12.99424050001028,-0.04789393646482898,2.5,12,0.4019933554817276,0.292358803986711,0.18272425249169436
spad,gn,2015,8,F,5.5715263518138265,0.368,8.369393101343721,11.805754078422117,0.06290711915057139,8.241935483870968,6,0.4088397790055249,0.17679558011049723,0.16022099447513813
spad,gn,2015,9,F,5.6563997262149215,0.368,8.38472494679429,11.776215314292013,-0.20857137673487933,7.55,5,0.29333333333333333,0.3233333333333333,0.18
spad,gn,2015,10,F,5.738535249828884,0.368,7.820791243488634,11.49019718553402,-0.12261267154734193,7.490322580645161,2,0.2875,0.425,0.178125
spad,gn,2015,11,F,5.823408624229979,0.368,8.973609337206247,13.8801380771439,0.06572237203092864,9.96,5,0.36,0.31333333333333335,0.18333333333333332
spad,gn,2015,12,F,5.905544147843942,0.368,8.858013262039432,12.234467945900152,-0.03703674447100407,5.9,9,0.3767123287671233,0.3219178082191781,0.19863013698630136
spor,gn,2016,1,F,2.3545516769336072,0.368,8.973022750745661,13.760314513685477,-0.11151138738872737,2.8548387096774195,8,0.37,0.2833333333333333,0.22333333333333333
spor,gn,2016,2,F,2.4394250513347022,0.368,9.065220566287543,13.419414490780966,-0.25379758892481347,1.3344827586206895,10,0.4444444444444444,0.2,0.23055555555555557
spor,gn,2016,3,F,2.518822724161533,0.368,8.80344519862993,11.51388922698785,-0.03943108216893307,2.5,10,0.3,0.3333333333333333,0.2
spor,gn,2015,8,F,1.9356605065023955,0.368,8.357778200992522,11.629640840645799,-0.18939689085928454,8.241935483870968,2,0.49171270718232046,0.23756906077348067,0.16574585635359115
spor,gn,2015,9,F,2.020533880903491,0.368,NA,15.504071018647693,0.009273986129027472,7.55,8,0.29900332225913623,0.31561461794019935,0.20930232558139536
spor,gn,2015,11,F,2.187542778918549,0.368,NA,12.038530074968968,0.07354404221110762,9.96,10,0.43333333333333335,0.18333333333333332,0.23333333333333334
spor,gn,2015,12,F,2.269678302532512,0.368,8.652303684381572,12.909979631609003,0.06466569498027766,5.9,3,0.3566666666666667,0.27,0.19666666666666666
stel,gn,2016,1,F,2.6913073237508556,0.684,9.028703827800951,12.815583796040803,-0.04598362007747233,2.8548387096774195,12,0.38,0.30333333333333334,0.21
stel,gn,2016,2,F,2.7761806981519506,0.684,9.892512518215561,12.713221978156879,-0.17357492599472463,1.3344827586206895,8,0.39166666666666666,0.26944444444444443,0.20833333333333334
stel,gn,2016,3,F,2.855578370978782,0.684,9.220066749064792,12.087967032387427,0.04962821874527354,2.5,15,0.36,0.17,0.24
stel,gn,2015,10,F,2.4394250513347022,0.684,8.894113872242276,12.019953769670263,0.09382274257092475,7.490322580645161,3,0.31347962382445144,0.34169278996865204,0.21316614420062696
stel,gn,2015,11,F,2.524298425735797,0.684,9.086245204538109,10.983720107898527,-0.036701317754519486,9.96,2,0.3566666666666667,0.33666666666666667,0.22
stel,gn,2015,12,F,2.6064339493497606,0.684,8.038816970853752,11.078727619021265,-0.007911032119653244,5.9,6,0.3433333333333333,0.38333333333333336,0.19333333333333333
stre,gn,2016,1,F,6.86652977412731,0.684,9.05788871305514,15.178880795485588,0.4051551181546996,2.8548387096774195,12,0.45,0.17666666666666667,0.19
stre,gn,2016,2,F,6.951403148528406,0.684,9.243712924048342,12.906891618665307,-0.09171914234937967,1.3344827586206895,16,0.41944444444444445,0.21388888888888888,0.17222222222222222
stre,gn,2016,3,F,7.030800821355236,0.684,9.096982941384633,13.115948117191296,0.12712329475451423,2.5,27,0.52,0.1,0.2
stre,gn,2015,9,F,6.532511978097194,0.684,8.701375604231655,12.943355488263169,0.05944211556291279,7.55,16,0.29,0.35333333333333333,0.12333333333333334
stre,gn,2015,10,F,6.614647501711157,0.684,8.827696384525098,12.59441132247884,-0.07712680442731322,7.490322580645161,4,0.30625,0.340625,0.21875
stre,gn,2015,11,F,6.699520876112252,0.684,9.250793181932107,15.391232177064092,0.11641059224775993,9.96,4,0.3233333333333333,0.3233333333333333,0.19333333333333333
stre,gn,2015,12,F,6.781656399726215,0.684,9.272833768907304,14.594978443351254,0.327048338887232,5.9,6,0.4066666666666667,0.23,0.24333333333333335
tatu,tws,2016,1,M,6.874743326488707,1,8.476171384110156,11.938853659737545,-0.021319056985779024,2.8548387096774195,6,0.3433333333333333,0.39666666666666667,0.18
tatu,tws,2016,2,M,6.959616700889802,1,9.030996614876626,13.31038058538843,0.2233954861217327,1.3344827586206895,9,0.39444444444444443,0.3277777777777778,0.17777777777777778
tatu,tws,2016,3,M,7.039014373716633,1,9.409399060580068,13.895686526121274,0.15450711004560416,2.5,8,0.3879598662207358,0.25752508361204013,0.22742474916387959
tatu,tws,2015,8,M,6.455852156057495,1,8.873977523874226,12.130394071095326,0.022733277575981863,8.241935483870968,5,0.2722222222222222,0.39444444444444443,0.16666666666666666
tatu,tws,2015,9,M,6.54072553045859,1,8.922439087827867,12.679433462278707,0.519890677762999,7.55,6,0.44333333333333336,0.2833333333333333,0.18
tatu,tws,2015,10,M,6.622861054072553,1,9.093291564685888,11.20033616863736,0.09180931603690289,7.490322580645161,12,0.3956386292834891,0.26791277258566976,0.2118380062305296
tatu,tws,2015,11,M,6.707734428473648,1,9.730565864022749,11.978327411098274,0.2326207234982727,9.96,2,0.36333333333333334,0.26666666666666666,0.2
tatu,tws,2015,12,M,6.789869952087611,1,10.580351981137047,11.40126338127491,0.6464316472532602,5.9,8,0.38,0.2966666666666667,0.18666666666666668
tesl,tws,2016,1,F,2.869267624914442,1,9.317861739671683,13.292903835890396,-0.0961482360020551,2.8548387096774195,12,0.33,0.3,0.20666666666666667
tesl,tws,2016,2,F,2.954140999315537,1,8.890768653502636,13.219850563307414,-0.2267941237753825,1.3344827586206895,15,0.33421052631578946,0.39473684210526316,0.15789473684210525
tesl,tws,2016,3,F,3.033538672142368,1,8.685317844733188,12.057255381694596,-0.12059681262289493,2.5,31,0.37666666666666665,0.17333333333333334,0.18333333333333332
tesl,tws,2015,10,F,2.617385352498289,1,8.607429528733412,11.412848177107973,-0.0660911891767108,7.490322580645161,7,0.290625,0.275,0.171875
tesl,tws,2015,11,F,2.702258726899384,1,9.427381722434633,13.089231174969981,0.230446624158166,9.96,8,0.25,0.31333333333333335,0.19333333333333333
tesl,tws,2015,12,F,2.784394250513347,1,9.926784000896587,12.520459446921311,0.09098311400916881,5.9,13,0.29,0.37666666666666665,0.17666666666666667
ting,gn,2016,1,M,4.991101984941821,0.526,10.825609600455838,13.935632035988919,-0.15203858348591212,2.8548387096774195,4,0.5033333333333333,0.19,0.20333333333333334
ting,gn,2016,2,M,5.075975359342916,0.526,10.057011667871526,13.409350099412672,-0.09077361261380705,1.3344827586206895,8,0.475,0.23333333333333334,0.18888888888888888
ting,gn,2016,3,M,5.155373032169747,0.526,8.775220700416746,13.041485135902482,0.17065781319778875,2.5,6,0.2709030100334448,0.2842809364548495,0.27424749163879597
ting,gn,2015,10,M,4.739219712525667,0.526,8.156775201788676,13.021898294421241,-0.1387547688490371,7.490322580645161,6,0.41875,0.278125,0.1625
ting,gn,2015,11,M,4.824093086926762,0.526,9.374123155822694,13.061903791421681,0.2080981817526822,9.96,10,0.43521594684385384,0.34551495016611294,0.12956810631229235
ting,gn,2015,12,M,4.906228610540725,0.526,8.91542845763429,13.374605559770172,0.10767178452188063,5.9,8,0.41333333333333333,0.28,0.20333333333333334
amos,twn,2015,8,M,5.492128678986996,0.636,NA,NA,NA,8.241935483870968,8,0.329608938547486,0.4022346368715084,0.1005586592178771
blas,tws,2015,9,M,3.6167008898015056,0.13,NA,NA,NA,7.55,8,0.3466666666666667,0.3233333333333333,0.18
brog,tws,2015,11,F,6.828199863107461,0.826,NA,NA,NA,9.96,11,0.4816053511705686,0.23411371237458195,0.14715719063545152
dais,gn,2015,8,F,5.478439425051334,0,NA,NA,NA,8.241935483870968,4,0.35555555555555557,0.3111111111111111,0.21666666666666667
dais,gn,2015,9,F,5.563312799452429,0,NA,NA,NA,7.55,4,0.29,0.44333333333333336,0.11333333333333333
davi,twn,2015,8,F,1.9301848049281314,1,NA,NA,NA,8.241935483870968,6,0.3333333333333333,0.3,0.17777777777777778
dext,gn,2015,8,M,2.3928815879534566,0.579,NA,NA,NA,8.241935483870968,3,0.4444444444444444,0.23333333333333334,0.2111111111111111
kabu,twn,2015,8,F,2.324435318275154,0.455,NA,NA,NA,8.241935483870968,12,0.29444444444444445,0.35,0.2
kabu,twn,2015,9,F,2.409308692676249,0.455,NA,NA,NA,7.55,8,0.23666666666666666,0.43333333333333335,0.19
king,twn,2015,9,M,3.868583162217659,0.364,NA,NA,NA,7.55,9,0.35333333333333333,0.3233333333333333,0.16
mayh,gn,2015,8,F,5.420944558521561,0.789,NA,NA,NA,8.241935483870968,8,0.26666666666666666,0.4777777777777778,0.16666666666666666
onyx,twn,2015,9,M,2.5927446954141,0.909,NA,NA,NA,7.55,5,0.30333333333333334,0.29333333333333333,0.18
peke,tws,2015,9,M,4.7091033538672145,0.174,NA,NA,NA,7.55,10,0.5050167224080268,0.22073578595317725,0.18394648829431437
sevi,tws,2015,11,F,2.6036960985626285,0.87,NA,NA,NA,9.96,9,0.2966666666666667,0.37,0.18
spor,gn,2015,10,F,2.102669404517454,0.368,NA,NA,NA,7.490322580645161,7,0.309375,0.415625,0.1625
stel,gn,2015,8,F,2.272416153319644,0.684,NA,NA,NA,8.241935483870968,5,0.29,0.44,0.15
stel,gn,2015,9,F,2.3572895277207393,0.684,NA,NA,NA,7.55,5,0.34,0.27,0.22666666666666666
tesl,tws,2015,9,F,2.535249828884326,1,NA,NA,NA,7.55,8,0.325,0.253125,0.26875
brav,tws,2015,8,M,2.3846680355920604,0.826,NA,NA,NA,8.241935483870968,9,0.5777777777777777,0.11666666666666667,0.17777777777777778
mayh,gn,2015,9,F,5.505817932922656,0.789,NA,NA,NA,7.55,12,0.29,0.41333333333333333,0.16666666666666666
sevi,tws,2015,8,F,2.351813826146475,0.87,NA,NA,NA,8.241935483870968,5,0.2611111111111111,0.31666666666666665,0.17777777777777778
sevi,tws,2015,9,F,2.43668720054757,0.87,NA,NA,NA,7.55,7,0.22,0.3933333333333333,0.15333333333333332
stre,gn,2015,8,F,6.447638603696099,0.684,NA,NA,NA,8.241935483870968,2,0.4111111111111111,0.32222222222222224,0.13333333333333333
tesl,tws,2015,8,F,2.4503764544832305,1,NA,NA,NA,8.241935483870968,2,0.2388888888888889,0.37222222222222223,0.2833333333333333
