subj,group,year,month,sex,age,mrank,log2_neo,log2_cp_tar,cr_resid,sample_interval
dean,gn,2016,2,M,5.100616016427105,0.211,8.574220180892887,12.656982207516359,-0.03527591274101069,13
fris,tws,2016,2,M,6.967830253251198,0.625,9.104738617687087,14.30131100744238,0.12238246884688415,7
atom,tws,2016,2,F,6.981519507186858,0.556,8.920338034748346,13.721464470405618,0.07998667844395971,2
sevi,tws,2016,2,F,2.855578370978782,0.87,9.748860589078951,13.85623141196226,-0.08001332155604043,31
blas,tws,2016,2,M,4.035592060232717,0.13,8.298806663870005,13.937084574127098,-0.1194610531906896,8
amos,twn,2016,2,M,5.9958932238193015,0.636,8.899415205010992,12.821323258842925,-0.09465264785905403,7
kabu,twn,2016,2,F,2.8281998631074607,0.455,7.919232515287171,14.721046223945047,-0.15370115863465766,7
tatu,tws,2016,2,M,6.959616700889802,1,7.740094190136709,12.394625979879592,0.16714775666079315,34
keny,twn,2016,2,M,6.020533880903491,0.455,8.422226925012644,11.37696967640221,-0.09548106059890221,9
allo,twn,2016,2,M,2.8528405201916494,0.636,8.335227661491912,13.25830077837637,-0.025351400674546724,6
mayh,gn,2016,2,F,5.924709103353867,0.789,7.24901578615664,11.715763354947061,-0.22429472362389566,9
ruki,twn,2016,2,M,4.982888432580425,0.273,8.708316514230223,11.88650192841583,0.014648599325453314,9
burn,tws,2016,2,F,6.962354551676934,0.13,8.97685508064112,9.853450914442524,0.13917141220008172,35
dubl,tws,2016,2,M,6.9486652977412735,0.957,8.423122174834043,11.3615749415698,0.07641059224775994,33
dame,tws,2016,2,F,4.1067761806981515,0.957,8.763250158998723,11.834558157752591,-0.0246013608945812,30
boyd,tws,2016,2,F,3.865845311430527,0.217,8.585233888133018,12.414217610813616,-0.04341845120399733,30
atom,tws,2016,2,F,6.981519507186858,0.556,8.745476141071778,13.507967024526366,0.26710673116594386,29
pira,gn,2016,2,M,5.0513347022587265,0.947,8.002318400446324,12.71772143352609,-0.0242947236238957,9
dais,gn,2016,2,F,5.982203969883641,0,9.108667178128849,12.894089153582497,-0.22001332155604048,12
ting,gn,2016,2,M,5.075975359342916,0.526,10.40013737602406,12.839505792526843,-0.03527591274101069,5
mend,gn,2016,2,F,6.031485284052019,0.737,8.506251400135989,14.25048813310721,-0.08611404469240642,30
mole,gn,2016,2,F,2.833675564681725,0.737,8.305485304178607,14.246714437400662,-0.2537011586346577,7
dext,gn,2016,2,M,2.8966461327857633,0.579,8.865353081948122,13.046380359035911,0.010040579305741367,12
bong,tws,2016,2,M,2.784394250513347,0.696,8.766281581060035,11.011725332545897,-0.11203858348591215,28
allo,twn,2016,2,M,2.8528405201916494,0.636,8.495379188286304,13.008486642824707,-0.2664106916225066,28
tesl,tws,2016,2,F,2.954140999315537,1,8.91190502157906,13.346611634814893,-0.1861140446924065,24
fris,tws,2016,2,M,6.967830253251198,0.625,7.919807179720538,9.661975726658884,-0.020657109377244017,28
peke,tws,2016,2,M,5.127994524298426,0.174,7.809541730676064,10.264702981796178,-0.1893045783999622,25
brav,tws,2016,2,M,2.8884325804243667,0.826,8.789690026200896,12.963918102899544,-0.19285224333920695,31
brog,tws,2016,2,F,7.080082135523614,0.826,8.325375910802798,11.824250722839691,0.007106731165943842,30
stre,gn,2016,2,F,6.951403148528406,0.684,NA,13.523729682717697,-0.10645595778889233,7
renl,gn,2016,2,M,2.8035592060232717,0.263,8.102105261434259,14.348590924742748,-0.09320099062089353,28
ting,gn,2016,2,M,5.075975359342916,0.526,9.605937641809989,13.816768674131168,-0.1462713124866034,29
kabu,twn,2016,2,F,2.8281998631074607,0.455,9.325742926441105,12.569879456039144,-0.45370115863465765,25
onyx,twn,2016,2,M,3.0116358658453115,0.909,9.467288815117131,13.25492138221859,-0.4865842620680583,2
blas,tws,2016,2,M,4.035592060232717,0.13,7.351497203937937,10.192310102100759,-0.19465264785905406,21
pam,twn,2016,2,F,2.940451745379877,0.091,8.704906979529055,12.530226347855782,-0.2735780821501095,25
amos,twn,2016,2,M,5.9958932238193015,0.636,8.616500095686279,12.85923918174795,-0.24627131248660344,24
spor,gn,2016,2,F,2.4394250513347022,0.368,9.505955049054593,11.547328210973967,-0.5173303526891697,3
safi,twn,2016,2,F,2.97056810403833,0.818,7.85154038362616,12.646613090029259,-0.17465264785905404,1
ropa,gn,2016,2,M,6.154688569472964,0.263,8.06673031174403,10.98980527226704,-0.13943108216893307,2
mayh,gn,2016,2,F,5.924709103353867,0.789,7.832368277854759,11.520692337260007,-0.08395759345702201,27
spad,gn,2016,2,F,6.075290896646133,0.368,9.404906958374633,14.614097220253107,-0.023418451203997315,25
ruki,twn,2016,2,M,4.982888432580425,0.273,7.172147256852097,12.56065310954631,-0.25939689085928447,22
petr,twn,2016,2,F,5.8699520876112254,0.091,7.432237257042841,12.831665286951322,-0.4319018182473179,29
mole,gn,2016,2,F,2.833675564681725,0.737,9.47828796765086,14.493287706640658,0.030695421600037773,22
king,twn,2016,2,M,4.287474332648871,0.364,7.863520927547791,9.96192143177219,-0.2834184512039973,4
dean,gn,2016,2,M,5.100616016427105,0.211,9.060508531921073,9.129500958163664,0.013728687513396506,27
onyx,twn,2016,2,M,3.0116358658453115,0.909,8.364377308282679,12.778573120742989,-0.2898910380749615,6
davi,twn,2016,2,F,2.433949349760438,1,8.122209828315302,11.082557331478403,-0.39527591274101065,4
keny,twn,2016,2,M,6.020533880903491,0.455,8.541565302034442,12.583932138805459,-0.2207260138709725,23
safi,twn,2016,2,F,2.97056810403833,0.818,7.79601566445031,10.582985662839715,-0.25939689085928447,25
spor,gn,2016,2,F,2.4394250513347022,0.368,NA,14.11339915635265,-0.0246013608945812,3
pira,gn,2016,2,M,5.0513347022587265,0.947,8.222559258053222,13.76517827112389,0.008098181752682097,26
ropa,gn,2016,2,M,6.154688569472964,0.263,8.197724137741977,13.877511635622694,0.016581548796002717,26
bike,tws,2016,2,M,6.891170431211499,0.261,8.950425856188547,15.121234661650567,0.2662988413653423,18
king,twn,2016,2,M,4.287474332648871,0.364,8.099328426539856,12.516789344422062,-0.26072601387097255,18
davi,twn,2016,2,F,2.433949349760438,1,8.550744619985684,14.482740462539455,-0.1942776279690713,2
dais,gn,2016,2,F,5.982203969883641,0,9.124831617059957,14.732825653780056,-0.06924357222394173,18
stre,gn,2016,2,F,6.951403148528406,0.684,9.9589679921384,13.062457754798066,-0.04930457839996219,1
spor,gn,2016,2,F,2.4394250513347022,0.368,8.42744881530911,13.568773243269007,-0.21946105319068954,23
stre,gn,2016,2,F,6.951403148528406,0.684,7.762657067503879,11.40312222466908,-0.1193968908592845,17
dext,gn,2016,2,M,2.8966461327857633,0.579,6.885416960867511,12.238359552375215,-0.14358940775224005,17
davi,twn,2016,2,F,2.433949349760438,1,7.937582750004558,12.380476721290032,0.2357052763761043,26
onyx,twn,2016,2,M,3.0116358658453115,0.909,7.954988057094473,14.404782603244424,-0.4278213437494619,19
blas,tws,2016,3,M,4.114989733059549,0.13,7.004577514499592,12.342191233851443,-0.07155469773985856,10
bike,tws,2016,3,M,6.97056810403833,0.261,NA,12.097277550687004,-2.868520332289272e-4,2
atom,tws,2016,3,F,7.060917180013689,0.556,8.222872887411173,11.984441823149306,0.03228645797410157,4
tesl,tws,2016,3,F,3.033538672142368,1,8.619609069529,11.262307509381078,-0.05320099062089349,6
bong,tws,2016,3,M,2.863791923340178,0.696,8.754924608040218,9.303759766775544,-0.08005175353722517,7
sevi,tws,2016,3,F,2.9349760438056127,0.87,NA,11.862577681550638,-0.2563909820703734,6
bike,tws,2016,3,M,6.97056810403833,0.261,9.487428450673598,11.294172732458364,-0.19943108216893307,6
peke,tws,2016,3,M,5.207392197125257,0.174,9.527354092925354,14.680154210188704,-0.10747420285835847,6
amos,twn,2016,3,M,6.075290896646133,0.636,8.221563373888696,11.172881145303249,-0.019431082168933047,7
boyd,tws,2016,3,F,3.9452429842573578,0.217,7.963104013723087,13.309631486766136,-0.2642947236238956,6
king,twn,2016,3,M,4.3668720054757015,0.364,7.5189500203784885,8.411629161110637,-0.016390982070373396,1
ruki,twn,2016,3,M,5.062286105407256,0.273,8.055503382734148,10.518341770801394,-0.016390982070373396,10
dame,tws,2016,3,F,4.186173853524983,0.957,8.086166198210721,12.600413328237693,-0.15639098207037339,5
dext,gn,2016,3,M,2.976043805612594,0.579,8.36524541731691,13.976826717643661,-0.041332454227142795,3
dais,gn,2016,3,F,6.061601642710472,0,10.005310483451165,13.957091345584164,0.8457223720309286,5
stre,gn,2016,3,F,7.030800821355236,0.684,9.571244114532513,14.648594358835176,0.5880981817526821,4
mole,gn,2016,3,F,2.9130732375085557,0.737,8.8922871572937,13.568826184879367,-0.10924357222394178,13
keny,twn,2016,3,M,6.099931553730322,0.455,8.328763827470926,10.20331070901448,-0.10082858779991828,6
stel,gn,2016,3,F,2.855578370978782,0.684,9.694700827866143,13.11234350999738,0.2047340775995748,4
king,twn,2016,3,M,4.3668720054757015,0.364,7.231426550720513,11.57775505880749,-0.14995942069425866,9
kabu,twn,2016,3,F,2.9075975359342916,0.455,7.791958826708586,11.032936081639631,-0.10395759345702192,6
pam,twn,2016,3,F,3.0198494182067077,0.091,7.665534600605774,10.362097730584201,-0.10028685203322892,6
mend,gn,2016,3,F,6.11088295687885,0.737,NA,12.18987582726634,-5.1753537225210366e-5,4
onyx,twn,2016,3,M,3.0910335386721424,0.909,8.599078021014613,15.35304782848264,-0.2742776279690713,4
allo,twn,2016,3,M,2.9322381930184807,0.636,8.325666270930293,12.939989242946401,0.18534735214094594,4
safi,twn,2016,3,F,3.049965776865161,0.818,NA,15.360544377391978,-0.22429472362389566,4
fris,tws,2016,3,M,7.047227926078029,0.625,NA,14.985942389754698,0.2557052763761043,8
atom,tws,2016,3,F,7.060917180013689,0.556,9.724396140108016,NA,0.19464859932545325,8
tatu,tws,2016,3,M,7.039014373716633,1,9.361480389395002,14.796702265843917,0.3005689178310669,4
dubl,tws,2016,3,M,7.028062970568104,0.957,8.680515904744247,13.740498129077205,0.2346485993254533,8
dext,gn,2016,3,M,2.976043805612594,0.579,8.585521363483354,12.668231368850039,-0.04429472362389561,NA
spad,gn,2016,3,F,6.154688569472964,0.368,8.499148012861431,13.21611477084614,-0.05939689085928454,7
renl,gn,2016,3,M,2.8829568788501025,0.263,NA,12.415142188863921,-0.0292435722239418,1
stre,gn,2016,3,F,7.030800821355236,0.684,8.197521611590048,11.153391778983403,0.06572237203092864,1
bike,tws,2016,3,M,6.97056810403833,0.261,7.734503104953167,10.120666198785424,-0.08777139204653435,9
tesl,tws,2016,3,F,3.033538672142368,1,7.823637358124232,12.860409725339757,0.05570527637610437,9
brog,tws,2016,3,F,7.1594798083504445,0.826,9.262083383538354,12.529643278020915,-0.08429472362389565,2
burn,tws,2016,3,F,7.041752224503765,0.13,9.342957600152117,15.552343524116248,0.005722372030928695,6
sevi,tws,2016,3,F,2.9349760438056127,0.87,9.665882035948249,14.300262864576853,-0.1246013608945813,9
dame,tws,2016,3,F,4.186173853524983,0.957,10.114258391681334,13.98023631489193,-0.019431082168933047,9
pira,gn,2016,3,M,5.130732375085558,0.947,8.492645446290318,13.20820589105785,-0.05939689085928454,7
dean,gn,2016,3,M,5.1800136892539355,0.211,8.621355810870458,15.118433406359916,-0.3007260138709726,8
dais,gn,2016,3,F,6.061601642710472,0,8.409547317368236,11.207277860615408,6.031091407155305e-4,12
spor,gn,2016,3,F,2.518822724161533,0.368,8.80344519862993,11.51388922698785,-0.03943108216893307,NA
ting,gn,2016,3,M,5.155373032169747,0.526,8.171690635534505,11.499972786684424,0.044734077599574804,5
renl,gn,2016,3,M,2.8829568788501025,0.263,NA,10.688983938096001,-0.025351400674546724,2
stre,gn,2016,3,F,7.030800821355236,0.684,8.337788558865341,12.31774435183925,-0.020726013870972556,12
stel,gn,2016,3,F,2.855578370978782,0.684,8.779318762187117,11.811619618187756,-0.06429472362389563,8
ropa,gn,2016,3,M,6.234086242299795,0.263,9.435082409475374,11.484577065164267,0.0102141293676488,8
mayh,gn,2016,3,F,6.0041067761806985,0.789,8.45600646170957,11.323982155513548,-0.04627131248660343,NA
mend,gn,2016,3,F,6.11088295687885,0.737,8.252339064791926,10.777828645199412,-0.1099594206942587,NA
brav,tws,2016,3,M,2.967830253251198,0.826,10.371371220012763,13.46085585462262,0.46060310914071545,5
bong,tws,2016,3,M,2.863791923340178,0.696,9.00507905979958,12.65142148069268,0.07464859932545326,NA
peke,tws,2016,3,M,5.207392197125257,0.174,8.612484488803487,12.808976510447,0.11917141220008169,NA
boyd,tws,2016,3,F,3.9452429842573578,0.217,9.450946820938324,11.616746153288453,-0.07949263060302937,8
pam,twn,2016,3,F,3.0198494182067077,0.091,9.152877459799692,10.835194902422758,-0.09465264785905403,NA
kabu,twn,2016,3,F,2.9075975359342916,0.455,10.240476187256963,11.409683483871481,-0.04460136089458122,NA
onyx,twn,2016,3,M,3.0910335386721424,0.909,8.681406203620483,10.901454433879797,-0.13465264785905406,NA
keny,twn,2016,3,M,6.099931553730322,0.455,10.310783152727986,12.098480595810123,-0.029891038074961563,NA
safi,twn,2016,3,F,3.049965776865161,0.818,9.05337498100744,13.937789596175914,-0.2776175311531159,NA
allo,twn,2016,3,M,2.9322381930184807,0.636,8.174000796221705,11.926083720415805,-0.18627131248660345,NA
amos,twn,2016,3,M,6.075290896646133,0.636,NA,12.224293517823208,-0.21190181824731785,NA
brog,tws,2016,3,F,7.1594798083504445,0.826,9.122522195979503,13.214692600376994,0.07570527637610439,5
blas,tws,2016,3,M,4.114989733059549,0.13,8.975633343279004,11.026871527381633,-0.02777139204653434,7
tatu,tws,2016,3,M,7.039014373716633,1,9.455777160400874,10.981053933203011,0.008445302260141457,NA
petr,twn,2016,3,F,5.949349760438056,0.091,8.079225512597375,12.034011537776385,-0.29190181824731787,3
renl,gn,2016,3,M,2.8829568788501025,0.263,8.373911352982867,12.83399565515773,-0.274652647859054,NA
spad,gn,2016,3,F,6.154688569472964,0.368,8.943613106070485,12.731931192377996,-0.03639098207037342,NA
davi,twn,2016,3,F,2.513347022587269,1,8.254885084584336,13.21174290003994,-0.09939689085928458,3
ting,gn,2016,3,M,5.155373032169747,0.526,9.199453131823313,13.769601430948146,0.2965815487960027,NA
king,twn,2016,3,M,4.3668720054757015,0.364,8.691633475517634,11.673689947085332,-0.3498910380749615,NA
petr,twn,2016,3,F,5.949349760438056,0.091,8.63750778274433,13.903520792079851,-0.2542776279690713,NA
ruki,twn,2016,3,M,5.062286105407256,0.273,8.761755101209486,11.709201022500226,-0.2692435722239418,NA
fris,tws,2016,3,M,7.047227926078029,0.625,9.416487824651414,12.275281516066382,-0.13465264785905406,7
brav,tws,2016,3,M,2.967830253251198,0.826,8.02340469171744,10.93396865960955,-0.31939689085928447,3
atom,tws,2016,3,F,7.060917180013689,0.556,6.601602938697371,10.603447573717196,-0.29939689085928445,2
burn,tws,2016,3,F,7.041752224503765,0.13,10.135937981063472,12.139843162988427,-0.12082858779991827,NA
dubl,tws,2016,3,M,7.028062970568104,0.957,10.166977014094158,12.266286789442042,-0.0763909820703734,2
pira,gn,2016,3,M,5.130732375085558,0.947,9.125227146888587,13.524709171935877,-0.05320099062089349,NA
brog,tws,2016,3,F,7.1594798083504445,0.826,10.678908732322146,11.725549455494246,0.01917141220008172,NA
atom,tws,2016,3,F,7.060917180013689,0.556,9.117375402209191,11.6337546495684,-0.04341845120399733,5
davi,twn,2016,3,F,2.513347022587269,1,9.2187628604344,12.40829956500592,-0.04535140067454668,NA
mole,gn,2016,3,F,2.9130732375085557,0.737,8.133593800322261,11.851598782843093,-0.13943108216893307,NA
dean,gn,2016,3,M,5.1800136892539355,0.211,8.644656487570687,11.144961144522343,0.06534735214094593,4
stel,gn,2016,3,F,2.855578370978782,0.684,9.025246494655004,9.253948263475836,0.008445302260141457,NA
ropa,gn,2016,3,M,6.234086242299795,0.263,9.22256178759496,10.49808438647391,-0.16072601387097254,NA
dubl,tws,2016,3,M,7.028062970568104,0.957,8.27580582517015,13.612890879729681,-0.20995942069425866,5
dame,tws,2016,3,F,4.186173853524983,0.957,8.845056782826411,11.276712208136182,-0.16082858779991824,NA
tesl,tws,2016,3,F,3.033538672142368,1,9.264703702906091,11.498152154633237,-0.36429472362389564,NA
blas,tws,2016,3,M,4.114989733059549,0.13,9.039338046621248,9.240580882122096,-0.04771354202589845,NA
boyd,tws,2016,3,F,3.9452429842573578,0.217,9.114061297016587,10.184340423371399,-0.18777139204653437,NA
sevi,tws,2016,3,F,2.9349760438056127,0.87,9.135041034536895,11.288926313791828,-0.22535140067454668,NA
bike,tws,2016,3,M,6.97056810403833,0.261,9.12194426261405,11.629842026611483,-0.009785870632351108,NA
brav,tws,2016,3,M,2.967830253251198,0.826,9.251892378206911,11.140014455827894,-0.11526592240042517,NA
atom,tws,2016,3,F,7.060917180013689,0.556,9.249887332210799,13.367854175635692,-0.13203858348591216,NA
dubl,tws,2016,3,M,7.028062970568104,0.957,NA,12.541417322534485,-0.22082858779991824,NA
dais,gn,2016,3,F,6.061601642710472,0,11.116388933143968,11.751567366859359,0.07075642777605817,NA
stre,gn,2016,3,F,7.030800821355236,0.684,9.666357735582142,11.254508836504714,-0.1246013608945813,NA
dean,gn,2016,3,M,5.1800136892539355,0.211,9.626778033588906,12.21136349412496,0.2307564277760582,NA
fris,tws,2016,3,M,7.047227926078029,0.625,10.096659774330982,12.831802143291341,-0.2453514006745467,NA
