"group","subj","date","age","year","month","time","sample_number","stdsg_CP","neo_sg","sex","Cr","SG","month.name","mum","bday","weaning","mid","neo_value","neo_CV","neo_plate_number","neo_dilution","neo_date_assayed","neo_note","SG_corr_fac","Cr.plate.number","Cr.date","cp_dilution","cp_run","cp_assay_date","pg.ml_ucp","cp_batch","stdcr_CP","cp_note","month_name","pl","gmd","gm","r","f","m","sl","n_agg_g","n_agg_r","n_obs","mrank","fai","fai_cat","avg_rain","cr_resid"
"gn","pira","2016-03-16",5.13073237508556,2016,3,"2022-03-05 09:10:00",561,10285.8371,360.197771755495,"M",0.62,27,"mar","pinc","2011-01-27",1.35797399,"2016-03-15",9.076,17.7,3,40,"2018-01-16",NA,0.992171032821439,10,"2016-11-04",10,6,"11/21/16",10367,8,11377.05521,"","mar",0.143333333333333,0.0133333333333333,0.00333333333333333,0.363333333333333,0.163333333333333,0.246666666666667,0,0,1,300,0.947,40715871.9509615,"low",2.5,-0.0594607285101296
"gn","dean","2016-03-16",5.18001368925394,2016,3,"2022-03-05 09:16:00",562,36203.78009,393.809965906111,"M",0.48,31,"mar","desd","2011-01-09",2.302532512,"2016-03-15",11.393,18.6,3,40,"2018-01-16",NA,0.864148964070286,10,"2016-11-04",10,6,"11/21/16",41895.3,8,59387.15544,"","mar",0.0433333333333333,0.0166666666666667,0.00666666666666667,0.36,0.276666666666667,0.21,0,1,4,300,0.211,40715871.9509615,"low",2.5,-0.300814176230441
"gn","dais","2016-03-16",6.06160164271047,2016,3,"2022-03-05 15:33:00",563,3163.239687,340.036856368564,"F",0.68,27,"mar","daff","2010-02-21",1.98220397,"2016-03-15",8.568,3.3,3,40,"2018-01-16",NA,0.992171032821439,10,"2016-11-04",10,6,"11/21/16",3188.2,8,3190.105906,"","mar",0,0.02,0.05,0.383333333333333,0.236666666666667,0.176666666666667,0,0,3,300,0,40715871.9509615,"low",2.5,0.000539271489870414
"gn","spor","2016-03-16",2.51882272416153,2016,3,"2022-03-05 16:45:00",564,3140.394733,446.787557440792,"F",0.54,23,"mar","spik","2013-09-07",2.168377823,"2016-03-15",9.59,13.1,3,40,"2018-01-16",NA,1.16472251679039,10,"2016-11-04",10,6,"11/21/16",2696.26,8,3397.320075,"","mar",0.02,0.0166666666666667,0.02,0.3,0.333333333333333,0.2,0,0,0,300,0.368,40715871.9509615,"low",2.5,-0.0394479554330822
"gn","ting","2016-03-16",5.15537303216975,2016,3,"2022-03-05 14:40:00",565,3471.867385,288.352682926829,"M",0.8,30,"mar","tang","2011-01-18",2.704996578,"2016-03-15",8.073,10.4,3,40,"2018-01-16",NA,0.892953929539295,10,"2016-11-04",10,6,"11/21/16",3888.07,8,3306.835145,"","mar",0.0635451505016722,0,0,0.270903010033445,0.284280936454849,0.274247491638796,0.0468227424749164,0,1,299,0.526,40715871.9509615,"low",2.5,0.044649873947443
"gn","renl","2016-03-16",2.8829568788501,2016,3,"2022-03-05 15:30:00",566,2091.909776,NA,"M",0.48,20,"mar","robe","2013-04-27",1.834360027,"2016-03-15",NA,NA,NA,NA,NA,NA,1.33943089430894,10,"2016-11-04",5,8,"11/23/16",1561.79,12,2213.858487,"","mar",0.106666666666667,0.0166666666666667,0.03,0.323333333333333,0.233333333333333,0.22,0,0,2,300,0.263,40715871.9509615,"low",2.5,-0.0253181933599386
"gn","stre","2016-03-16",7.03080082135524,2016,3,"2022-03-05 16:29:00",567,3775.812484,323.537372147915,"F",0.76,31,"mar","sput","2009-03-04",3.06091718,"2016-03-15",9.36,1.8,3,40,"2018-01-16",NA,0.864148964070286,10,"2016-11-04",10,6,"11/21/16",4369.4,8,3911.800235,"","mar",0.00666666666666667,0.0366666666666667,0.0866666666666667,0.52,0.1,0.2,0,0,0,300,0.684,40715871.9509615,"low",2.5,-0.0208141762304409
"gn","stel","2016-03-16",2.85557837097878,2016,3,"2022-03-05 14:38:00",568,2772.041531,439.37798102981,"F",0.54,24,"mar","sput","2013-05-07",2.223134839,"2016-03-15",9.841,14.2,3,40,"2018-01-16",NA,1.11619241192412,10,"2016-11-04",10,6,"11/21/16",2483.48,8,3129.214712,"","mar",0.0866666666666667,0.02,0.01,0.36,0.17,0.24,0,0,1,300,0.684,40715871.9509615,"low",2.5,-0.064325460454538
"gn","ropa","2016-03-16",6.23408624229979,2016,3,"2022-03-05 15:20:00",569,3739.994661,692.217886178862,"M",0.18,6,"mar","robe","2009-12-20",3.529089665,"2016-03-15",3.876,13.3,5,40,"2018-01-25",NA,4.46476964769648,10,"2016-11-04",2,9,"11/24/16",837.668,13,3166.415308,"","mar",0.0466666666666667,0.01,0.0133333333333333,0.593333333333333,0.14,0.14,0,0,0,300,0.263,40715871.9509615,"low",2.5,0.0106494286554562
"gn","mayh","2016-03-16",6.0041067761807,2016,3,"2022-03-05 16:20:00",570,2471.568115,351.165294715447,"F",0.76,32,"mar","mixu","2010-03-14",2.214921287,"2016-03-15",10.487,18.6,3,40,"2018-01-16",NA,0.837144308943089,10,"2016-11-04",10,6,"11/21/16",2952.38,8,2643.182309,"","mar",0.0167785234899329,0.0335570469798658,0.063758389261745,0.298657718120805,0.268456375838926,0.228187919463087,0,6,1,298,0.789,40715871.9509615,"low",2.5,-0.0463620185735288
"gn","mend","2016-03-16",6.11088295687885,2016,3,"2022-03-05 15:50:00",571,1880.229307,304.931010452962,"F",0.42,21,"mar","merl","2010-02-03",2.236824093,"2016-03-15",5.976,9.7,3,40,"2018-01-16",NA,1.27564847077042,10,"2016-11-04",5,8,"11/23/16",1473.94,12,2387.805625,"","mar",0,0,0.0234113712374582,0.464882943143813,0.167224080267559,0.254180602006689,0,2,1,299,0.737,40715871.9509615,"low",2.5,-0.109944321885782
"tws","brav","2016-03-17",2.9678302532512,2016,3,"2022-03-05 10:52:00",572,11209.15146,1324.62770249925,"M",1.14,27,"mar","bow","2013-03-27",3.370294319,"2016-03-15",33.377,2.3,16,40,"2018-05-14",NA,0.992171032821439,10,"2016-11-04",10,6,"11/21/16",11297.6,8,6742.947825,"","mar",0.0866666666666667,0.00333333333333333,0,0.336666666666667,0.216666666666667,0.23,0,3,0,300,0.826,108977575.177778,"med",2.5,0.46053927148987
"tws","bong","2016-03-17",2.86379192334018,2016,3,"2022-03-05 08:20:00",573,7031.891646,513.805691056911,"M",0.58,20,"mar","bonn","2013-05-04",1.971252567,"2016-03-15",9.59,6.1,16,40,"2018-05-14",NA,1.33943089430894,10,"2016-11-04",5,8,"11/23/16",5249.91,12,6158.746396,"","mar",0.123333333333333,0.0133333333333333,0.00666666666666667,0.34,0.206666666666667,0.18,0,0,0,300,0.696,108977575.177778,"med",2.5,0.0746818066400614
"tws","peke","2016-03-17",5.20739219712526,2016,3,"2022-03-05 08:11:00",574,7639.408858,391.395806589645,"M",0.6,19,"mar","pans","2010-12-30",2.814510609,"2016-03-15",6.94,5.4,16,40,"2018-05-14",NA,1.40992725716731,10,"2016-11-04",5,8,"11/23/16",5418.3,12,6144.410935,"","mar",0.09,0,0,0.493333333333333,0.136666666666667,0.19,0.01,2,2,300,0.174,108977575.177778,"med",2.5,0.119224143000701
"tws","boyd","2016-03-17",3.94524298425736,2016,3,"2022-03-05 15:00:00",575,3022.330139,699.871777003484,"F",0.28,14,"mar","buai","2012-04-04",2.740588638,"2016-03-15",9.144,3.1,16,40,"2018-05-14",NA,1.91347270615563,10,"2016-11-04",5,8,"11/23/16",1579.5,12,3838.22169,"","mar",0.0333333333333333,0.00666666666666667,0.04,0.416666666666667,0.19,0.21,0,2,4,300,0.217,108977575.177778,"med",2.5,-0.0793210576741592
"twn","pam","2016-03-18",3.01984941820671,2016,3,"2022-03-05 15:20:00",576,1750.490059,569.233776792313,"F",0.46,22,"mar","park","2013-03-08",1.796030116,"2016-03-15",11.687,15.1,17,40,"2018-05-15",NA,1.21766444937177,10,"2016-11-04",10,6,"11/21/16",1437.58,8,2126.388657,"","mar",0.0166666666666667,0.04,0.0366666666666667,0.423333333333333,0.23,0.173333333333333,0,1,1,300,0.091,106302595.085417,"med",2.5,-0.0946542425768303
"twn","kabu","2016-03-18",2.90759753593429,2016,3,"2022-03-05 14:08:00",577,2586.881156,1209.73571428571,"F",0.66,28,"mar","kayl","2013-04-18",1.604380561,"2016-03-15",31.611,1.5,17,40,"2018-05-15",NA,0.956736353077816,10,"2016-11-04",10,6,"11/21/16",2703.86,8,2787.4605,"","mar",0.02,0.0466666666666667,0.00666666666666667,0.473333333333333,0.183333333333333,0.196666666666667,0,0,1,300,0.455,106302595.085417,"med",2.5,-0.0446734021924015
"twn","onyx","2016-03-18",3.09103353867214,2016,3,"2022-03-05 15:55:00",578,1701.710421,410.547745750185,"M",0.42,22,"mar","opal","2013-02-10",1.631759069,"2016-03-15",8.429,10.2,18,40,"2018-05-15",NA,1.21766444937177,10,"2016-11-04",10,6,"11/21/16",1397.52,8,2264.004042,"","mar",0.00333333333333333,0.0533333333333333,0.05,0.366666666666667,0.236666666666667,0.19,0,0,2,300,0.909,106302595.085417,"med",2.5,-0.13465424257683
"twn","keny","2016-03-18",6.09993155373032,2016,3,"2022-03-05 15:35:00",579,4092.571054,1270.14998598262,"M",0.7,29,"mar","kayl","2010-02-07",2.453114305,"2016-03-15",34.375,2.9,17,40,"2018-05-15",NA,0.923745444350995,10,"2016-11-04",10,6,"11/21/16",4430.41,8,4306.399685,"","mar",0.0733333333333333,0.0266666666666667,0.0166666666666667,0.37,0.256666666666667,0.18,0,6,4,300,0.455,106302595.085417,"med",2.5,-0.0299698680398773
"twn","safi","2016-03-18",3.04996577686516,2016,3,"2022-03-05 14:50:00",580,15700.09983,531.297082735533,"F",0.58,34,"mar","saph","2013-02-25",1.741273101,"2016-03-15",16.858,10.4,17,40,"2018-05-15",NA,0.787900526064084,10,"2016-11-04",10,6,"11/21/16",19926.5,8,23376.06932,"","mar",0,0.0533333333333333,0.04,0.346666666666667,0.276666666666667,0.176666666666667,0,0,0,300,0.818,106302595.085417,"med",2.5,-0.277709079755317
"twn","allo","2016-03-18",2.93223819301848,2016,3,"2022-03-05 10:34:00",581,3542.945401,288.814786585366,"M",0.62,32,"mar","ambe","2013-04-09",3.394934976,"2016-03-15",8.625,7.1,17,40,"2018-05-15",NA,0.837144308943089,10,"2016-11-04",10,6,"11/21/16",4232.18,8,4644.520643,"","mar",0.226666666666667,0,0,0.353333333333333,0.2,0.16,0,1,1,300,0.636,106302595.085417,"med",2.5,-0.186362018573529
"twn","amos","2016-03-18",6.07529089664613,2016,3,"2022-03-05 09:40:00",582,3579.990305,NA,"M",0.62,33,"mar","ambe","2010-02-16",2.650239562,"2016-03-15",NA,NA,NA,NA,NA,NA,0.811776299581178,10,"2016-11-04",10,6,"11/21/16",4410.07,8,4839.742438,"","mar",0.0392857142857143,0.0357142857142857,0.0285714285714286,0.371428571428571,0.235714285714286,0.214285714285714,0,3,2,280,0.636,106302595.085417,"med",2.5,-0.211993653081821
"tws","brog","2016-03-18",7.15947980835044,2016,3,"2022-03-05 12:10:00",583,9388.361348,557.381842818428,"F",0.68,24,"mar","bow","2009-01-16",2.516084873,"2016-03-15",12.484,0,17,40,"2018-05-15",NA,1.11619241192412,10,"2016-11-04",10,6,"11/21/16",8411.06,8,8416.088132,"","mar",0.0233333333333333,0.03,0.103333333333333,0.483333333333333,0.126666666666667,0.143333333333333,0,0,1,300,0.826,108977575.177778,"med",2.5,0.075674539545462
"tws","blas","2016-03-18",4.11498973305955,2016,3,"2022-03-05 11:30:00",584,2125.810772,503.425101626016,"M",0.38,16,"mar","blaz","2012-02-02",1.817932923,"2016-03-15",7.517,16,17,40,"2018-05-15",NA,1.67428861788618,10,"2016-11-04",5,8,"11/23/16",1269.68,12,2273.417184,"","mar",0.184563758389262,0,0,0.385906040268456,0.184563758389262,0.151006711409396,0.0402684563758389,0,0,298,0.13,108977575.177778,"med",2.5,-0.027651600908603
"tws","tatu","2016-03-18",7.03901437371663,2016,3,"2022-03-05 09:51:00",585,2156.528388,702.218970189702,"M",0.32,12,"mar","twin","2009-03-01",2.945927447,"2016-03-15",31.456,3.9,17,10,"2018-05-15",NA,2.23238482384824,10,"2016-11-04",5,8,"11/23/16",966.02,12,2054.01966,"","mar",0.0267558528428094,0.00668896321070234,0,0.387959866220736,0.25752508361204,0.22742474916388,0.00334448160535117,1,0,299,1,108977575.177778,"med",2.5,0.0086743168994686
"twn","petr","2016-03-18",5.94934976043806,2016,3,"2022-03-05 09:55:00",586,3404.354385,270.451391968465,"F",0.54,33,"mar","park","2010-04-03",2.565366188,"2016-03-15",8.329,6.4,17,40,"2018-05-15",NA,0.811776299581178,10,"2016-11-04",10,6,"11/21/16",4193.71,8,5284.125111,"","mar",0,0.0333333333333333,0.0533333333333333,0.45,0.24,0.126666666666667,0.03,0,1,300,0.091,106302595.085417,"med",2.5,-0.291993653081821
"gn","renl","2016-03-18",2.8829568788501,2016,3,"2022-03-05 11:52:00",587,7621.179139,331.740502586844,"M",0.28,22,"mar","robe","2013-04-27",1.834360027,"2016-03-15",6.811,11.2,3,40,"2018-01-16",NA,1.21766444937177,10,"2016-11-04",10,6,"11/21/16",6258.85,8,15209.15089,"","mar",0.106666666666667,0.0166666666666667,0.03,0.323333333333333,0.233333333333333,0.22,0,0,2,300,0.263,40715871.9509615,"low",2.5,-0.27465424257683
"gn","spad","2016-03-21",6.15468856947296,2016,3,"2022-03-05 14:50:00",588,7418.140357,492.374796747968,"F",0.42,18,"mar","spik","2010-01-18",2.258726899,"2016-03-15",8.271,1.9,5,40,"2018-01-25",NA,1.48825654923216,10,"2016-11-04",5,8,"11/23/16",4984.45,12,8074.886189,"","mar",0.00664451827242525,0.0132890365448505,0.0166112956810631,0.401993355481728,0.292358803986711,0.182724252491694,0,1,0,301,0.368,40715871.9509615,"low",2.5,-0.0363173128038628
"twn","davi","2016-03-21",2.51334702258727,2016,3,"2022-03-05 08:57:00",589,10538.64228,305.469617585065,"F",0.58,27,"mar","didg","2013-09-09",1.349760438,"2016-03-15",7.697,0,17,40,"2018-05-15",NA,0.992171032821439,10,"2016-11-04",10,6,"11/21/16",10621.8,8,12460.58932,"","mar",0.0233333333333333,0.0466666666666667,0.01,0.406666666666667,0.21,0.196666666666667,0,0,1,300,1,106302595.085417,"med",2.5,-0.0994607285101297
"gn","ting","2016-03-21",5.15537303216975,2016,3,"2022-03-05 16:05:00",590,14637.91312,587.910662020906,"M",1.18,35,"mar","tang","2011-01-18",2.704996578,"2016-03-15",19.203,11,3,40,"2018-01-16",NA,0.765389082462253,10,"2016-11-04",10,6,"11/21/16",19124.8,8,11027.65958,"","mar",0.0635451505016722,0,0,0.270903010033445,0.284280936454849,0.274247491638796,0.0468227424749164,0,1,299,0.526,40715871.9509615,"low",2.5,0.296491701405984
"twn","king","2016-03-21",4.3668720054757,2016,3,"2022-03-05 10:05:00",591,2943.644183,413.468460891505,"M",0.38,29,"mar","kipp","2011-11-02",2.045174538,"2016-03-15",11.19,17.3,17,40,"2018-05-15",NA,0.923745444350995,10,"2016-11-04",10,6,"11/21/16",3186.64,8,5705.817321,"","mar",0.053156146179402,0.026578073089701,0.0166112956810631,0.378737541528239,0.232558139534884,0.182724252491694,0.0598006644518272,0,3,301,0.364,106302595.085417,"med",2.5,-0.349969868039877
"twn","petr","2016-03-21",5.94934976043806,2016,3,"2022-03-05 09:58:00",592,15524.00407,398.243714821764,"F",0.4,26,"mar","park","2010-04-03",2.565366188,"2016-03-15",9.663,2.8,17,40,"2018-05-15",NA,1.03033145716073,10,"2016-11-04",10,6,"11/21/16",15067,8,25629.21199,"","mar",0,0.0333333333333333,0.0533333333333333,0.45,0.24,0.126666666666667,0.03,0,1,300,0.091,106302595.085417,"med",2.5,-0.254331846993062
"twn","ruki","2016-03-21",5.06228610540726,2016,3,"2022-03-05 09:30:00",593,3929.536634,434.061333333333,"M",0.36,25,"mar","rave","2011-02-21",2.770704997,"2016-03-15",10.127,14.5,17,40,"2018-05-15",NA,1.07154471544715,10,"2016-11-04",10,6,"11/21/16",3667.17,8,6931.017554,"","mar",0.116666666666667,0,0.00333333333333333,0.406666666666667,0.156666666666667,0.216666666666667,0,1,3,300,0.273,106302595.085417,"med",2.5,-0.269286757641198
"tws","fris","2016-03-22",7.04722792607803,2016,3,"2022-03-05 10:45:00",594,5913.806578,683.353288987435,"M",0.42,22,"mar","flet","2009-02-26",1.418206708,"2016-03-15",14.03,3.9,17,40,"2018-05-15",NA,1.21766444937177,10,"2016-11-04",10,6,"11/21/16",4856.68,8,7867.89681,"","mar",0.02,0.0333333333333333,0.02,0.573333333333333,0.143333333333333,0.126666666666667,0,1,1,300,0.625,108977575.177778,"med",2.5,-0.13465424257683
"tws","brav","2016-03-22",2.9678302532512,2016,3,"2022-03-05 11:05:00",595,2680.151611,260.186931647094,"M",0.36,27,"mar","bow","2013-03-27",3.370294319,"2016-03-15",6.556,13.3,19,40,"2018-05-16",NA,0.992171032821439,10,"2016-11-04",10,6,"11/21/16",2701.3,8,5105.505804,"","mar",0.0866666666666667,0.00333333333333333,0,0.336666666666667,0.216666666666667,0.23,0,3,0,300,0.826,108977575.177778,"med",2.5,-0.31946072851013
"tws","atom","2016-03-22",7.06091718001369,2016,3,"2022-03-05 10:50:00",596,2607.405631,97.1137006925625,"F",0.38,27,"mar","arte","2009-02-21",2.795345654,"2016-03-15",9.788,6.1,19,10,"2018-05-16",NA,0.992171032821439,10,"2016-11-04",10,6,"11/21/16",2627.98,8,4705.512328,"","mar",0.03,0.0133333333333333,0.0433333333333333,0.403333333333333,0.223333333333333,0.166666666666667,0,2,1,300,0.556,108977575.177778,"med",2.5,-0.29946072851013
"tws","burn","2016-03-22",7.04175222450376,2016,3,"2022-03-05 14:45:00",597,5271.238639,1125.1783483098,"F",0.36,19,"mar","blaz","2009-02-28",2.247775496,"2016-03-15",19.951,6.5,17,40,"2018-05-15",NA,1.40992725716731,10,"2016-11-04",5,8,"11/23/16",3738.66,12,7066.134946,"","mar",0.0166666666666667,0,0.0433333333333333,0.423333333333333,0.213333333333333,0.21,0,0,6,300,0.13,108977575.177778,"med",2.5,-0.120775856999299
"tws","dubl","2016-03-22",7.0280629705681,2016,3,"2022-03-05 14:30:00",598,5501.905872,1149.64841915086,"M",0.38,18,"mar","dixi","2009-03-05",2.321697467,"2016-03-15",19.312,1.8,17,40,"2018-05-15",NA,1.48825654923216,10,"2016-11-04",5,8,"11/23/16",3696.88,12,6619.424202,"","mar",0.16,0,0,0.386666666666667,0.146666666666667,0.156666666666667,0.0666666666666667,1,1,300,0.957,108977575.177778,"med",2.5,-0.0763173128038628
"gn","pira","2016-03-23",5.13073237508556,2016,3,"2022-03-05 10:20:00",599,12543.69379,558.42787456446,"M",0.14,7,"mar","pinc","2011-01-27",1.35797399,"2016-03-15",3.648,9.2,5,40,"2018-01-25",NA,3.82694541231127,10,"2016-11-04",2,9,"11/24/16",3277.73,13,15929.92008,"","mar",0.143333333333333,0.0133333333333333,0.00333333333333333,0.363333333333333,0.163333333333333,0.246666666666667,0,0,1,300,0.947,40715871.9509615,"low",2.5,-0.0528036095575319
"tws","brog","2016-03-23",7.15947980835044,2016,3,"2022-03-05 11:28:00",600,4260.912965,1639.35062045357,"F",0.5,19,"mar","bow","2009-01-16",2.516084873,"2016-03-15",29.068,2.9,17,40,"2018-05-15",NA,1.40992725716731,10,"2016-11-04",5,8,"11/23/16",3022.08,12,4112.485776,"","mar",0.0233333333333333,0.03,0.103333333333333,0.483333333333333,0.126666666666667,0.143333333333333,0,0,1,300,0.826,108977575.177778,"med",2.5,0.0192241430007013
"tws","atom","2016-03-24",7.06091718001369,2016,3,"2022-03-05 16:20:00",601,3270.140163,555.396933797909,"F",0.84,35,"mar","arte","2009-02-21",2.795345654,"2016-03-15",18.141,14,18,40,"2018-05-15",NA,0.765389082462253,10,"2016-11-04",10,6,"11/21/16",4272.52,8,3460.774282,"","mar",0.03,0.0133333333333333,0.0433333333333333,0.403333333333333,0.223333333333333,0.166666666666667,0,2,1,300,0.556,108977575.177778,"med",2.5,-0.0435082985940162
"twn","davi","2016-03-24",2.51334702258727,2016,3,"2022-03-05 14:30:00",602,5255.685732,595.83243902439,"F",0.46,20,"mar","didg","2013-09-09",1.349760438,"2016-03-15",11.121,6.4,17,40,"2018-05-15",NA,1.33943089430894,10,"2016-11-04",5,8,"11/23/16",3923.82,12,5803.897063,"","mar",0.0233333333333333,0.0466666666666667,0.01,0.406666666666667,0.21,0.196666666666667,0,0,1,300,1,106302595.085417,"med",2.5,-0.0453181933599385
"gn","mole","2016-03-24",2.91307323750856,2016,3,"2022-03-05 12:48:00",603,4059.174443,280.837893248498,"F",0.44,23,"mar","merl","2013-04-16",1.467488022,"2016-03-15",6.028,2.5,4,40,"2018-01-25",NA,1.16472251679039,10,"2016-11-04",10,6,"11/21/16",3485.1,8,5389.283426,"","mar",0.02,0.0166666666666667,0.0433333333333333,0.363333333333333,0.246666666666667,0.226666666666667,0,1,0,300,0.737,40715871.9509615,"low",2.5,-0.139447955433082
"gn","dean","2016-03-24",5.18001368925394,2016,3,"2022-03-05 15:25:00",604,2806.253843,400.221951219512,"M",0.62,22,"mar","desd","2011-01-09",2.302532512,"2016-03-15",8.217,9.7,4,40,"2018-01-25",NA,1.21766444937177,10,"2016-11-04",10,6,"11/21/16",2304.62,8,2529.15877,"","mar",0.0433333333333333,0.0166666666666667,0.00666666666666667,0.36,0.276666666666667,0.21,0,1,4,300,0.211,40715871.9509615,"low",2.5,0.0653457574231697
"gn","stel","2016-03-24",2.85557837097878,2016,3,"2022-03-05 10:35:00",605,1231.474997,521.038617886179,"F",0.32,12,"mar","sput","2013-05-07",2.223134839,"2016-03-15",5.835,9.5,5,40,"2018-01-25",NA,2.23238482384824,11,"2016-11-04",5,8,"11/23/16",551.641,12,1172.937888,"","mar",0.0866666666666667,0.02,0.01,0.36,0.17,0.24,0,0,1,300,0.684,40715871.9509615,"low",2.5,0.0086743168994686
"gn","ropa","2016-03-24",6.23408624229979,2016,3,"2022-03-05 16:25:00",606,2468.069932,597.40346184107,"M",0.62,31,"mar","robe","2009-12-20",3.529089665,"2016-03-15",17.283,12.6,4,40,"2018-01-25",NA,0.864148964070286,10,"2016-11-04",10,6,"11/21/16",2856.07,8,3134.336458,"","mar",0.0466666666666667,0.01,0.0133333333333333,0.593333333333333,0.14,0.14,0,0,0,300,0.263,40715871.9509615,"low",2.5,-0.160814176230441
"tws","dubl","2016-03-24",7.0280629705681,2016,3,"2022-03-05 11:00:00",607,12695.67455,309.931552458382,"M",0.32,21,"mar","dixi","2009-03-05",2.321697467,"2016-03-15",6.074,9.5,17,40,"2018-05-15",NA,1.27564847077042,10,"2016-11-04",5,8,"11/23/16",9952.33,12,21161.34395,"","mar",0.16,0,0,0.386666666666667,0.146666666666667,0.156666666666667,0.0666666666666667,1,1,300,0.957,108977575.177778,"med",2.5,-0.209944321885782
"tws","dame","2016-03-25",4.18617385352498,2016,3,"2022-03-05 14:55:00",608,1667.915747,459.861874197689,"F",0.32,19,"mar","dixi","2012-01-07",1.869952088,"2016-03-15",8.154,8.3,17,40,"2018-05-15",NA,1.40992725716731,10,"2016-11-04",5,8,"11/23/16",1182.98,12,2515.335269,"","mar",0.0133333333333333,0,0.04,0.536666666666667,0.15,0.19,0,1,2,300,0.957,108977575.177778,"med",2.5,-0.160775856999299
"tws","tesl","2016-03-25",3.03353867214237,2016,3,"2022-03-05 12:20:00",609,3743.731673,615.111314363144,"F",0.24,24,"mar","twin","2013-03-03",1.49486653,"2016-03-15",13.777,13.4,17,40,"2018-05-15",NA,1.11619241192412,10,"2016-11-04",10,6,"11/21/16",3354.02,8,9508.737595,"","mar",0.0566666666666667,0.0366666666666667,0.0566666666666667,0.376666666666667,0.173333333333333,0.183333333333333,0.0433333333333333,2,1,300,1,108977575.177778,"med",2.5,-0.364325460454538
"tws","blas","2016-03-25",4.11498973305955,2016,3,"2022-03-05 14:50:00",610,1397.925059,526.15280857354,"M",0.24,11,"mar","blaz","2012-02-02",1.817932923,"2016-03-15",21.605,4,17,10,"2018-05-15",NA,2.43532889874353,10,"2016-11-04",5,8,"11/23/16",574.019,12,1627.359421,"","mar",0.184563758389262,0,0,0.385906040268456,0.184563758389262,0.151006711409396,0.0402684563758389,0,0,298,0.13,108977575.177778,"med",2.5,-0.0474536840615235
