"group","subj","date","age","year","month","time","sample_number","stdsg_CP","neo_sg","sex","Cr","SG","month.name","mum","bday","weaning","mid","neo_value","neo_CV","neo_plate_number","neo_dilution","neo_date_assayed","neo_note","SG_corr_fac","Cr.plate.number","Cr.date","cp_dilution","cp_run","cp_assay_date","pg.ml_ucp","cp_batch","stdcr_CP","cp_note","month_name","pl","gmd","gm","r","f","m","sl","n_agg_g","n_agg_r","n_obs","mrank","fai","fai_cat","avg_rain","cr_resid"
"twn","allo","2015-12-29",2.68309377138946,2015,12,"2022-03-05 08:32:00",325,861.1281585,242.222682926829,"M",0.36,20,"dec","ambe","2013-04-09",3.394934976,"2015-12-15",4.521,0,12,40,"2018-05-07",NA,1.33943089430894,6,"2016-11-02",5,8,"11/23/16",642.906,11,1215.103955,"","dec",0.0133333333333333,0.06,0,0.296666666666667,0.373333333333333,0.173333333333333,0,0,0,300,0.636,188108038.364583,"hi",5.9,-0.145318193359939
"twn","amos","2015-12-29",5.82614647501711,2015,12,"2022-03-05 09:18:00",326,5183.028303,540.058536585366,"M",0.7,16,"dec","ambe","2010-02-16",2.650239562,"2015-12-15",8.064,7.1,12,40,"2018-05-07",NA,1.67428861788618,6,"2016-11-02",5,8,"11/23/16",3095.66,11,3009.010283,"","dec",0.110367892976589,0,0.0133779264214047,0.301003344481605,0.331103678929766,0.180602006688963,0,0,0,299,0.636,188108038.364583,"hi",5.9,0.292348399091397
"gn","spor","2015-12-29",2.26967830253251,2015,12,"2022-03-05 08:46:00",327,9752.437555,463.113383364603,"F",0.8,26,"dec","spik","2013-09-07",2.168377823,"2015-12-15",11.237,6,2,40,"2018-01-16",NA,1.03033145716073,6,"2016-11-02",10,4,"11/18/16",9465.34,6,8050.348624,"","dec",0,0.0566666666666667,0.0133333333333333,0.356666666666667,0.27,0.196666666666667,0,0,0,300,0.368,206628053.235577,"hi",5.9,0.145668153006938
"gn","dext","2015-12-30",2.72689938398357,2015,12,"2022-03-05 12:12:00",328,2847.804207,277.797967479675,"M",0.14,8,"dec","dj","2013-03-24",1.80698152,"2015-12-15",2.074,9.3,5,40,"2018-01-25",NA,3.34857723577236,6,"2016-11-02",2,9,"11/24/16",850.452,13,4133.23623,"","dec",0.0133333333333333,0.00333333333333333,0,0.316666666666667,0.38,0.226666666666667,0,0,0,300,0.579,206628053.235577,"hi",5.9,-0.0763404399357238
"gn","ting","2015-12-30",4.90622861054073,2015,12,"2022-03-05 10:38:00",329,4629.082738,347.831068524971,"M",0.64,28,"dec","tang","2011-01-18",2.704996578,"2015-12-15",9.089,2,2,40,"2018-01-16",NA,0.956736353077816,6,"2016-11-02",10,4,"11/18/16",4838.41,6,5143.883802,"","dec",0.01,0,0.00333333333333333,0.413333333333333,0.28,0.203333333333333,0,2,0,300,0.526,206628053.235577,"hi",5.9,-0.0646734021924015
"gn","spor","2015-12-30",2.26967830253251,2015,12,"2022-03-05 09:30:00",330,3810.36836,341.584643179765,"F",0.44,18,"dec","spik","2013-09-07",2.168377823,"2015-12-15",5.738,7.9,6,40,"2018-01-26",NA,1.48825654923216,6,"2016-11-02",5,8,"11/23/16",2560.29,11,3959.177201,"","dec",0,0.0566666666666667,0.0133333333333333,0.356666666666667,0.27,0.196666666666667,0,0,0,300,0.368,206628053.235577,"hi",5.9,-0.0163173128038628
"tws","dame","2015-12-30",3.93702943189596,2015,12,"2022-03-05 10:10:00",331,13473.13445,1076.5006097561,"F",1.82,40,"dec","dixi","2012-01-07",1.869952088,"2015-12-15",40.185,2.8,12,40,"2018-05-07",NA,0.669715447154472,6,"2016-11-02",20,2,"11/9/16",20117.7,2,7520.996663,"","dec",0.00666666666666667,0.00666666666666667,0.0166666666666667,0.383333333333333,0.343333333333333,0.176666666666667,0,0,1,300,0.957,237582652.334722,"hi",5.9,0.806238724734425
"tws","tatu","2015-12-30",6.78986995208761,2015,12,"2022-03-05 11:30:00",332,936.8843824,1531.09913453973,"M",0.72,31,"dec","twin","2009-03-01",2.945927447,"2015-12-15",44.295,0.6,13,40,"2018-05-08",NA,0.864148964070286,6,"2016-11-02",10,4,"11/18/16",1084.17,6,1024.550444,"","dec",0.0566666666666667,0.00333333333333333,0,0.38,0.296666666666667,0.186666666666667,0,1,3,300,1,237582652.334722,"hi",5.9,-0.060814176230441
"tws","blas","2015-12-30",3.86584531143053,2015,12,"2022-03-05 11:52:00",333,20581.24864,1679.56980255517,"M",1.58,42,"dec","blaz","2012-02-02",1.817932923,"2015-12-15",65.832,3.7,13,40,"2018-05-08",NA,0.637824235385211,6,"2016-11-02",20,2,"11/9/16",32267.9,2,13895.75255,"","dec",0,0,0,0.31,0.34,0.23,0,0,0,300,0.13,237582652.334722,"hi",5.9,0.513550988909373
"tws","tesl","2015-12-30",2.78439425051335,2015,12,"2022-03-05 10:20:00",334,10214.4295,973.32918271288,"F",1.14,38,"dec","twin","2013-03-03",1.49486653,"2015-12-15",34.517,3.3,13,40,"2018-05-08",NA,0.704963628583654,6,"2016-11-02",20,2,"11/9/16",14489.3,2,8647.906982,"","dec",0.00333333333333333,0.0133333333333333,0.00333333333333333,0.29,0.376666666666667,0.176666666666667,0,0,0,300,1,237582652.334722,"hi",5.9,0.17859129189866
"gn","mole","2015-12-30",2.66392881587953,2015,12,"2022-03-05 15:02:00",335,1771.660779,239.713482384824,"F",0.24,12,"dec","merl","2013-04-16",1.467488022,"2015-12-15",5.369,11.4,6,20,"2018-01-26",NA,2.23238482384824,6,"2016-11-02",5,8,"11/23/16",793.618,11,2249.928537,"","dec",0.00666666666666667,0.0166666666666667,0.04,0.43,0.206666666666667,0.213333333333333,0,0,0,300,0.737,206628053.235577,"hi",5.9,-0.0713256831005314
"gn","ropa","2015-12-30",5.98494182067077,2015,12,"2022-03-05 16:00:00",336,7978.454065,268.294386372435,"M",0.54,21,"dec","robe","2009-12-20",3.529089665,"2015-12-15",5.258,3.4,2,40,"2018-01-16",NA,1.27564847077042,6,"2016-11-02",5,8,"11/23/16",6254.43,11,7880.657132,"","dec",0.02,0.0233333333333333,0.05,0.473333333333333,0.22,0.156666666666667,0,1,0,300,0.263,206628053.235577,"hi",5.9,0.0100556781142176
"gn","stel","2015-12-30",2.60643394934976,2015,12,"2022-03-05 16:32:00",337,3831.72743,214.262354188759,"F",0.48,23,"dec","sput","2013-05-07",2.223134839,"2015-12-15",9.198,18,6,20,"2018-01-26",NA,1.16472251679039,6,"2016-11-02",10,4,"11/18/16",3289.82,6,4663.364428,"","dec",0.00333333333333333,0,0,0.343333333333333,0.383333333333333,0.193333333333333,0,0,0,300,0.684,206628053.235577,"hi",5.9,-0.0994479554330822
"gn","spad","2015-12-31",5.90554414784394,2015,12,"2022-03-05 10:30:00",338,2613.411837,NA,"F",0.07,5,"dec","spik","2010-01-18",2.258726899,"2015-12-15",NA,NA,NA,NA,NA,NA,5.35772357723577,11,"2016-11-04",2,9,"11/24/16",487.784,13,4741.305803,"","dec",0,0.0102739726027397,0.0513698630136986,0.376712328767123,0.321917808219178,0.198630136986301,0,0,3,292,0.368,206628053.235577,"hi",5.9,-0.0759813252967599
"gn","pira","2015-12-31",4.88158795345654,2015,12,"2022-03-05 08:30:00",339,9910.330126,406.23450767841,"M",0.58,18,"dec","pinc","2011-01-27",1.35797399,"2015-12-15",6.824,8.1,4,40,"2018-01-25",NA,1.48825654923216,6,"2016-11-02",5,8,"11/23/16",6659.02,11,7811.793998,"","dec",0.0633333333333333,0.0233333333333333,0.01,0.42,0.306666666666667,0.13,0,2,2,300,0.947,206628053.235577,"hi",5.9,0.123682687196137
"gn","stre","2015-12-31",6.78165639972621,2015,12,"2022-03-05 08:52:00",340,2211.706562,618.587456445993,"F",0.76,14,"dec","sput","2009-03-04",3.06091718,"2015-12-15",8.082,4.9,4,40,"2018-01-25",NA,1.91347270615563,6,"2016-11-02",5,8,"11/23/16",1155.86,11,1034.808766,"","dec",0,0.0166666666666667,0.0333333333333333,0.406666666666667,0.23,0.243333333333333,0,0,2,300,0.684,206628053.235577,"hi",5.9,0.400678942325841
"gn","renl","2015-12-31",2.63381245722108,2015,12,"2022-03-05 08:51:00",341,9463.481098,465.645709123758,"M",0.62,18,"dec","robe","2013-04-27",1.834360027,"2015-12-15",7.822,3,4,40,"2018-01-25",NA,1.48825654923216,6,"2016-11-02",5,8,"11/23/16",6358.77,11,6978.303977,"","dec",0.0366666666666667,0.00333333333333333,0,0.38,0.33,0.186666666666667,0,0,1,300,0.263,206628053.235577,"hi",5.9,0.163682687196137
"gn","stel","2015-12-31",2.60643394934976,2015,12,"2022-03-05 09:10:00",342,1713.295822,311.700451671183,"F",0.54,18,"dec","sput","2013-05-07",2.223134839,"2015-12-15",5.236,3.6,4,40,"2018-01-25",NA,1.48825654923216,6,"2016-11-02",5,8,"11/23/16",1151.21,11,1450.538466,"","dec",0.00333333333333333,0,0,0.343333333333333,0.383333333333333,0.193333333333333,0,0,0,300,0.684,206628053.235577,"hi",5.9,0.0836826871961373
"gn","dext","2015-12-31",2.72689938398357,2015,12,"2022-03-05 10:29:00",343,10624.45961,196.092682926829,"M",0.42,20,"dec","dj","2013-03-24",1.80698152,"2015-12-15",3.66,7.2,4,40,"2018-01-25",NA,1.33943089430894,6,"2016-11-02",5,8,"11/23/16",7932.07,11,12850.07623,"","dec",0.0133333333333333,0.00333333333333333,0,0.316666666666667,0.38,0.226666666666667,0,0,0,300,0.579,206628053.235577,"hi",5.9,-0.0853181933599386
"twn","petr","2015-12-31",5.70020533880903,2015,12,"2022-03-05 11:35:00",344,15108.20127,324.851812788398,"F",1.28,37,"dec","park","2010-04-03",2.565366188,"2015-12-15",11.217,8.2,13,40,"2018-05-08",NA,0.724016699626456,6,"2016-11-02",20,2,"11/9/16",20867.2,2,11092.32703,"","dec",0,0.0333333333333333,0.0433333333333333,0.34,0.323333333333333,0.183333333333333,0,1,0,300,0.091,188108038.364583,"hi",5.9,0.344641887232972
"twn","ruki","2015-12-31",4.81314168377823,2015,12,"2022-03-05 08:45:00",345,2845.425761,NA,"M",1.04,35,"dec","rave","2011-02-21",2.770704997,"2015-12-15",NA,NA,NA,NA,NA,NA,0.765389082462253,7,"2016-11-03",10,4,"11/18/16",3717.62,6,2432.204642,"","dec",0.0866666666666667,0.0266666666666667,0,0.316666666666667,0.283333333333333,0.196666666666667,0,0,0,300,0.273,188108038.364583,"hi",5.9,0.156491701405984
"tws","fris","2015-12-31",6.79808350444901,2015,12,"2022-03-05 10:08:00",346,20210.95475,585.824775353017,"M",1.46,38,"dec","flet","2009-02-26",1.418206708,"2015-12-15",20.775,8.6,13,40,"2018-05-08",NA,0.704963628583654,7,"2016-11-03",20,2,"11/9/16",28669.5,2,13360.90018,"","dec",0.0332225913621262,0,0.00332225913621262,0.465116279069767,0.219269102990033,0.192691029900332,0,7,1,301,0.625,237582652.334722,"hi",5.9,0.49859129189866
"twn","onyx","2015-12-31",2.84188911704312,2015,12,"2022-03-05 16:10:00",347,14839.07651,844.224157955865,"M",0.7,28,"dec","opal","2013-02-10",1.631759069,"2015-12-15",22.06,2.7,13,40,"2018-05-08",NA,0.956736353077816,7,"2016-11-03",10,4,"11/18/16",15510.1,6,15075.96131,"","dec",0.09,0.01,0.00666666666666667,0.37,0.243333333333333,0.17,0,0,0,300,0.909,188108038.364583,"hi",5.9,-0.00467340219240155
"twn","keny","2015-12-31",5.8507871321013,2015,12,"2022-03-05 15:01:00",348,5667.018262,765.324024390244,"M",1.3,40,"dec","kayl","2010-02-07",2.453114305,"2015-12-15",28.569,5,13,40,"2018-05-08",NA,0.669715447154472,7,"2016-11-03",20,2,"11/9/16",8461.83,2,4428.833976,"","dec",0.0132890365448505,0.0332225913621262,0.00664451827242525,0.425249169435216,0.285714285714286,0.159468438538206,0,0,1,301,0.455,188108038.364583,"hi",5.9,0.286238724734425
"gn","ting","2015-12-31",4.90622861054073,2015,12,"2022-03-05 08:52:00",349,5558.816802,245.115853658537,"M",0.24,12,"dec","tang","2011-01-18",2.704996578,"2015-12-15",2.745,2.6,4,40,"2018-01-25",NA,2.23238482384824,7,"2016-11-03",5,8,"11/23/16",2490.08,11,7059.444282,"","dec",0.01,0,0.00333333333333333,0.413333333333333,0.28,0.203333333333333,0,2,0,300,0.526,206628053.235577,"hi",5.9,-0.0713256831005314
"gn","spad","2016-01-04",5.99041752224504,2016,1,"2022-03-05 09:48:00",350,12534.49734,268.957723577236,"F",0.56,26,"jan","spik","2010-01-18",2.258726899,"2016-01-15",6.526,15,2,40,"2018-01-16",NA,1.03033145716073,7,"2016-11-03",10,4,"11/18/16",12165.5,6,14781.2238,"","jan",0,0,0,0.243333333333333,0.476666666666667,0.196666666666667,0,2,1,300,0.368,224542994.659615,"hi",2.85483870967742,-0.0943318469930617
"gn","spor","2016-01-04",2.35455167693361,2016,1,"2022-03-05 09:20:00",351,10002.06626,245.140206947524,"F",0.22,11,"jan","spik","2013-09-07",2.168377823,"2016-01-15",5.033,3.4,6,20,"2018-01-26",NA,2.43532889874353,7,"2016-11-03",5,8,"11/23/16",4107.07,11,12702.16882,"","jan",0.0133333333333333,0.0166666666666667,0,0.37,0.283333333333333,0.223333333333333,0,0,2,300,0.368,224542994.659615,"hi",2.85483870967742,-0.0674536840615235
"tws","sevi","2016-01-04",2.77070499657769,2016,1,"2022-03-05 11:37:00",352,20802.44273,NA,"F",1,57,"jan","sava","2013-04-08",1.735797399,"2016-01-15",NA,NA,NA,NA,NA,NA,0.469975752389103,7,"2016-11-03",20,2,"11/9/16",44262.8,2,30116.69701,"","jan",0.0199335548172757,0,0.00996677740863787,0.3421926910299,0.352159468438538,0.196013289036545,0,3,2,301,0.87,238110609.245833,"hi",2.85483870967742,-0.472290530842023
"gn","mayh","2016-01-04",5.83983572895277,2016,1,"2022-03-05 08:32:00",353,15686.17088,353.762833914053,"F",0.5,28,"jan","mixu","2010-03-14",2.214921287,"2016-01-15",9.244,4.7,2,40,"2018-01-16",NA,0.956736353077816,7,"2016-11-03",10,4,"11/18/16",16395.5,6,22311.20967,"","jan",0,0.0367892976588629,0.0468227424749164,0.361204013377926,0.280936454849498,0.150501672240803,0.0635451505016722,1,1,299,0.789,224542994.659615,"hi",2.85483870967742,-0.204673402192402
"twn","safi","2016-01-04",2.88569472963723,2016,1,"2022-03-05 09:33:00",354,10086.00105,419.112247574089,"F",0.6,31,"jan","saph","2013-02-25",1.741273101,"2016-01-15",12.125,9.2,19,40,"2018-05-16",NA,0.864148964070286,7,"2016-11-03",10,4,"11/18/16",11671.6,6,13235.72092,"","jan",0,0.0233333333333333,0.0266666666666667,0.356666666666667,0.363333333333333,0.16,0,0,0,300,0.818,187602350.308333,"hi",2.85483870967742,-0.180814176230441
"tws","dame","2016-01-04",4.02190280629706,2016,1,"2022-03-05 10:53:00",355,9590.485935,298.960975609756,"F",1.02,50,"jan","dixi","2012-01-07",1.869952088,"2016-01-15",11.16,9.4,19,50,"2018-05-16",NA,0.535772357723577,7,"2016-11-03",20,2,"11/9/16",17900.3,2,11940.6672,"","jan",0.07,0.0133333333333333,0.0166666666666667,0.383333333333333,0.24,0.176666666666667,0,5,0,300,0.957,238110609.245833,"hi",2.85483870967742,-0.260551640998993
"gn","dext","2016-01-04",2.81177275838467,2016,1,"2022-03-05 08:42:00",356,12103.2315,222.077642276423,"M",0.22,12,"jan","dj","2013-03-24",1.80698152,"2016-01-15",2.487,7.4,4,40,"2018-01-25",NA,2.23238482384824,7,"2016-11-03",5,8,"11/23/16",5421.66,11,16767.87603,"","jan",0.03125,0.003125,0,0.3,0.409375,0.178125,0,0,0,320,0.579,224542994.659615,"hi",2.85483870967742,-0.0913256831005314
"twn","keny","2016-01-04",5.9356605065024,2016,1,"2022-03-05 08:35:00",357,6681.632831,428.491822094692,"M",0.38,17,"jan","kayl","2010-02-07",2.453114305,"2016-01-15",6.798,8.6,13,40,"2018-05-08",NA,1.57580105212817,7,"2016-11-03",5,8,"11/23/16",4240.15,11,7592.172732,"","jan",0.0730897009966777,0,0,0.348837209302326,0.348837209302326,0.159468438538206,0,0,0,301,0.455,187602350.308333,"hi",2.85483870967742,-0.0519425607736309
"tws","boyd","2016-01-04",3.78097193702943,2016,1,"2022-03-05 11:30:00",358,12305.51497,379.744993059687,"F",0.94,41,"jan","buai","2012-04-04",2.740588638,"2016-01-15",14.53,10.7,13,40,"2018-05-08",NA,0.653380924053143,7,"2016-11-03",20,2,"11/9/16",18833.6,2,13632.45099,"","jan",0.040133779264214,0.020066889632107,0,0.374581939799331,0.25752508361204,0.217391304347826,0,0,1,299,0.217,238110609.245833,"hi",2.85483870967742,-0.100063247095499
"tws","fris","2016-01-04",6.8829568788501,2016,1,"2022-03-05 08:12:00",359,18597.55149,683.181192411924,"M",1.64,30,"jan","flet","2009-02-26",1.418206708,"2016-01-15",19.127,4.2,13,40,"2018-05-08",NA,0.892953929539295,7,"2016-11-03",10,4,"11/18/16",20827,6,8640.74772,"","jan",0.0564784053156146,0.00996677740863787,0,0.538205980066445,0.166112956810631,0.166112956810631,0,0,1,301,0.625,238110609.245833,"hi",2.85483870967742,0.884649873947443
"twn","petr","2016-01-05",5.78507871321013,2016,1,"2022-03-05 09:58:00",360,25404.59883,467.955483288166,"F",0.8,45,"jan","park","2010-04-03",2.565366188,"2016-01-15",9.826,5.2,13,80,"2018-05-08",NA,0.595302619692864,7,"2016-11-03",20,2,"11/9/16",42675.1,2,36295.5195,"","jan",0,0.0533333333333333,0.07,0.29,0.42,0.126666666666667,0,0,0,300,0.091,187602350.308333,"hi",2.85483870967742,-0.346109056067234
"tws","atom","2016-01-05",6.89664613278576,2016,1,"2022-03-05 11:35:00",361,15719.50398,403.402387130254,"F",1.1,47,"jan","arte","2009-02-21",2.795345654,"2016-01-15",8.847,9.5,13,80,"2018-05-08",NA,0.569970593322955,7,"2016-11-03",20,2,"11/9/16",27579.5,2,17059.33744,"","jan",0,0.03,0.0866666666666667,0.386666666666667,0.26,0.14,0,1,2,300,0.556,238110609.245833,"hi",2.85483870967742,-0.0996347135443256
"twn","king","2016-01-05",4.20260095824778,2016,1,"2022-03-05 14:35:00",362,21267.17224,187.644923425978,"M",0.76,43,"jan","kipp","2011-11-02",2.045174538,"2016-01-15",7.53,18.6,13,40,"2018-05-08",NA,0.622991113632067,7,"2016-11-03",20,2,"11/9/16",34137.2,2,30562.06962,"","jan",0.0434782608695652,0,0,0.364548494983278,0.37123745819398,0.157190635451505,0,0,0,299,0.364,187602350.308333,"hi",2.85483870967742,-0.332918567250959
"tws","dame","2016-01-05",4.02190280629706,2016,1,"2022-03-05 14:19:00",363,5222.777632,414.770231394622,"F",1.12,39,"jan","dixi","2012-01-07",1.869952088,"2016-01-15",15.096,18.2,13,40,"2018-05-08",NA,0.68688763810715,7,"2016-11-03",20,2,"11/9/16",7603.54,2,4619.194705,"","jan",0.07,0.0133333333333333,0.0166666666666667,0.383333333333333,0.24,0.176666666666667,0,5,0,300,0.957,238110609.245833,"hi",2.85483870967742,0.132456904399145
"twn","davi","2016-01-06",2.34907597535934,2016,1,"2022-03-05 12:52:00",364,8195.828817,1006.7162601626,"F",0.5,36,"jan","didg","2013-09-09",1.349760438,"2016-01-15",33.822,14.4,13,40,"2018-05-08",NA,0.74412827461608,7,"2016-11-03",10,4,"11/18/16",11014,6,14987.99447,"","jan",0.01,0.03,0.02,0.4,0.306666666666667,0.183333333333333,0,1,0,300,1,187602350.308333,"hi",2.85483870967742,-0.40939130959792
"tws","brav","2016-01-06",2.80355920602327,2016,1,"2022-03-05 12:30:00",365,6735.657958,343.512507817386,"M",0.66,26,"jan","bow","2013-03-27",3.370294319,"2016-01-15",8.335,9.9,13,40,"2018-05-08",NA,1.03033145716073,7,"2016-11-03",10,4,"11/18/16",6537.37,6,6739.498587,"","jan",0.12,0.0133333333333333,0.00333333333333333,0.42,0.153333333333333,0.183333333333333,0.0133333333333333,0,0,300,0.826,238110609.245833,"hi",2.85483870967742,0.00566815300693826
"tws","sevi","2016-01-06",2.77070499657769,2016,1,"2022-03-05 12:03:00",366,1309.516938,604.529810298103,"F",0.8,30,"jan","sava","2013-04-08",1.735797399,"2016-01-15",16.925,2,13,40,"2018-05-08",NA,0.892953929539295,7,"2016-11-03",10,4,"11/18/16",1466.5,6,1247.270173,"","jan",0.0199335548172757,0,0.00996677740863787,0.3421926910299,0.352159468438538,0.196013289036545,0,3,2,301,0.87,238110609.245833,"hi",2.85483870967742,0.044649873947443
"twn","onyx","2016-01-06",2.92676249144422,2016,1,"2022-03-05 12:47:00",367,15996.37669,1068.65479182065,"M",0.64,33,"jan","opal","2013-02-10",1.631759069,"2016-01-15",32.911,14.5,13,40,"2018-05-08",NA,0.811776299581178,7,"2016-11-03",10,4,"11/18/16",19705.4,6,20949.50363,"","jan",0.0433333333333333,0,0,0.366666666666667,0.28,0.176666666666667,0.05,0,0,300,0.909,187602350.308333,"hi",2.85483870967742,-0.191993653081821
"gn","dais","2016-01-06",5.89733059548255,2016,1,"2022-03-05 09:40:00",368,36495.09088,798.938637243515,"F",1.16,42,"jan","daff","2010-02-21",1.98220397,"2016-01-15",31.315,10.7,6,40,"2018-01-26",NA,0.637824235385211,7,"2016-11-03",20,2,"11/9/16",57218.1,2,33561.69603,"","jan",0.00333333333333333,0.0366666666666667,0.0466666666666667,0.373333333333333,0.28,0.196666666666667,0,0,2,300,0,224542994.659615,"hi",2.85483870967742,0.0935509889093731
"gn","ropa","2016-01-06",6.06981519507187,2016,1,"2022-03-05 08:25:00",369,1665.541552,416.597949805585,"M",0.5,23,"jan","robe","2009-12-20",3.529089665,"2016-01-15",8.942,1,2,40,"2018-01-16",NA,1.16472251679039,7,"2016-11-03",10,4,"11/18/16",1429.99,6,1945.948993,"","jan",0.0266666666666667,0,0.00333333333333333,0.383333333333333,0.386666666666667,0.126666666666667,0,1,1,300,0.263,224542994.659615,"hi",2.85483870967742,-0.0794479554330822
"gn","mole","2016-01-06",2.74880219028063,2016,1,"2022-03-05 14:15:00",370,4822.092604,385.934688346883,"F",0.76,36,"jan","merl","2013-04-16",1.467488022,"2016-01-15",12.966,16.9,2,40,"2018-01-16",NA,0.74412827461608,7,"2016-11-03",10,4,"11/18/16",6480.19,6,5801.53082,"","jan",0.00333333333333333,0,0,0.44,0.236666666666667,0.243333333333333,0,0,1,300,0.737,224542994.659615,"hi",2.85483870967742,-0.14939130959792
"twn","ruki","2016-01-06",4.89801505817933,2016,1,"2022-03-05 15:19:00",371,2191.792445,409.748245092207,"M",1,41,"jan","rave","2011-02-21",2.770704997,"2016-01-15",15.678,18.8,19,40,"2018-05-16",NA,0.653380924053143,7,"2016-11-03",20,2,"11/9/16",3354.54,2,2282.450834,"","jan",0.0833333333333333,0.0433333333333333,0.00666666666666667,0.373333333333333,0.286666666666667,0.156666666666667,0,0,0,300,0.273,187602350.308333,"hi",2.85483870967742,-0.040063247095499
"twn","davi","2016-01-07",2.34907597535934,2016,1,"2022-03-05 12:01:00",372,30370.92581,1225.6462398374,"F",0.7,48,"jan","didg","2013-09-09",1.349760438,"2016-01-15",54.903,0.3,13,40,"2018-05-08",NA,0.55809620596206,7,"2016-11-03",20,2,"11/9/16",54418.8,2,52895.57923,"","jan",0.01,0.03,0.02,0.4,0.306666666666667,0.183333333333333,0,1,0,300,1,187602350.308333,"hi",2.85483870967742,-0.526523230530678
"gn","pira","2016-01-07",4.96646132785763,2016,1,"2022-03-05 11:49:00",373,4804.821387,344.084914182475,"M",0.42,18,"jan","pinc","2011-01-27",1.35797399,"2016-01-15",5.78,5.7,4,40,"2018-01-25",NA,1.48825654923216,7,"2016-11-03",5,8,"11/23/16",3228.49,11,5230.203796,"","jan",0.05,0,0,0.48,0.243333333333333,0.18,0,0,0,300,0.947,224542994.659615,"hi",2.85483870967742,-0.0363173128038628
"tws","brog","2016-01-08",6.99520876112252,2016,1,"2022-03-05 15:58:00",374,9974.371389,394.989621172807,"F",0.86,47,"jan","bow","2009-01-16",2.516084873,"2016-01-15",17.325,8.3,13,40,"2018-05-08",NA,0.569970593322955,7,"2016-11-03",20,2,"11/9/16",17499.8,2,13845.32295,"","jan",0.0366666666666667,0.00666666666666667,0.02,0.373333333333333,0.263333333333333,0.206666666666667,0,1,0,300,0.826,238110609.245833,"hi",2.85483870967742,-0.339634713544326
"tws","blas","2016-01-08",3.95071868583162,2016,1,"2022-03-05 09:58:00",375,32532.48026,326.427509540402,"M",1.14,49,"jan","blaz","2012-02-02",1.817932923,"2016-01-15",14.927,2.6,19,40,"2018-05-16",NA,0.546706487473038,7,"2016-11-03",20,2,"11/9/16",59506.3,2,35516.20487,"","jan",0.0833333333333333,0.0133333333333333,0.00666666666666667,0.303333333333333,0.326666666666667,0.153333333333333,0,0,0,300,0.13,238110609.245833,"hi",2.85483870967742,-0.113495539682233
"gn","stre","2016-01-11",6.86652977412731,2016,1,"2022-03-05 12:12:00",376,38736.17403,488.055132113821,"F",1.1,32,"jan","sput","2009-03-04",3.06091718,"2016-01-15",14.575,8.6,2,40,"2018-01-16",NA,0.837144308943089,7,"2016-11-03",10,4,"11/18/16",46271.8,6,28621.48516,"","jan",0,0.04,0.0633333333333333,0.45,0.176666666666667,0.19,0,0,0,300,0.684,224542994.659615,"hi",2.85483870967742,0.293637981426471
"gn","spor","2016-01-11",2.35455167693361,2016,1,"2022-03-05 11:49:00",377,25258.18415,404.008075880759,"F",0.46,30,"jan","spik","2013-09-07",2.168377823,"2016-01-15",11.311,6,2,40,"2018-01-16",NA,0.892953929539295,7,"2016-11-03",10,4,"11/18/16",28286.1,6,41839.23134,"","jan",0.0133333333333333,0.0166666666666667,0,0.37,0.283333333333333,0.223333333333333,0,0,2,300,0.368,224542994.659615,"hi",2.85483870967742,-0.295350126052557
"gn","renl","2016-01-11",2.71868583162218,2016,1,"2022-03-05 10:00:00",378,6069.552579,NA,"M",0.44,29,"jan","robe","2013-04-27",1.834360027,"2016-01-15",NA,NA,NA,NA,NA,NA,0.923745444350995,7,"2016-11-03",10,4,"11/18/16",6570.59,6,10160.61857,"","jan",0.01,0,0,0.323333333333333,0.336666666666667,0.206666666666667,0,0,1,300,0.263,224542994.659615,"hi",2.85483870967742,-0.289969868039877
"gn","dais","2016-01-11",5.89733059548255,2016,1,"2022-03-05 12:20:00",379,10808.08392,432.178179910831,"F",1,31,"jan","daff","2010-02-21",1.98220397,"2016-01-15",12.503,5.6,2,40,"2018-01-16",NA,0.864148964070286,7,"2016-11-03",10,4,"11/18/16",12507.2,6,8509.980228,"","jan",0.00333333333333333,0.0366666666666667,0.0466666666666667,0.373333333333333,0.28,0.196666666666667,0,0,2,300,0,224542994.659615,"hi",2.85483870967742,0.219185823769559
"gn","ropa","2016-01-11",6.06981519507187,2016,1,"2022-03-05 11:36:00",380,21820.13293,387.006233062331,"M",0.44,30,"jan","robe","2009-12-20",3.529089665,"2016-01-15",10.835,6.9,2,40,"2018-01-16",NA,0.892953929539295,7,"2016-11-03",10,4,"11/18/16",24435.9,6,37787.14839,"","jan",0.0266666666666667,0,0.00333333333333333,0.383333333333333,0.386666666666667,0.126666666666667,0,1,1,300,0.263,224542994.659615,"hi",2.85483870967742,-0.315350126052557
"tws","dame","2016-01-11",4.02190280629706,2016,1,"2022-03-05 11:51:00",381,8175.421843,230.632140921409,"F",0.52,30,"jan","dixi","2012-01-07",1.869952088,"2016-01-15",6.457,11.3,13,40,"2018-05-08",NA,0.892953929539295,7,"2016-11-03",10,4,"11/18/16",9155.48,6,11979.70796,"","jan",0.07,0.0133333333333333,0.0166666666666667,0.383333333333333,0.24,0.176666666666667,0,5,0,300,0.957,238110609.245833,"hi",2.85483870967742,-0.235350126052557
